
,Stanic,,,
,CO,PM10,BENZENE
17/11/2011 1.00,"0,5547031",,"0,16119653"
17/11/2011 2.00,"0,53200774","29,79936981","0,13576645"
17/11/2011 3.00,"0,44126589",,"0,10865221"
17/11/2011 4.00,"0,40977827","14,77682018","0,09426471"
17/11/2011 5.00,"0,42383982",,"0,08358825"
17/11/2011 6.00,"0,42863845","7,26631403","0,08431947"
17/11/2011 7.00,"0,53706151",,"0,07671943"
17/11/2011 8.00,"0,63571138","3,5110569","0,08942684"
17/11/2011 9.00,"0,88963012",,"0,15752211"
17/11/2011 10.00,"0,54892121","1,63342798","0,19252624"
17/11/2011 11.00,"0,42665213",,"0,13911441"
17/11/2011 12.00,"0,38212699",,"0,11477557"
17/11/2011 13.00,"0,37604919",,"0,08854612"
17/11/2011 14.00,"0,42501996",,"0,07124695"
17/11/2011 15.00,"0,39766343",,"0,06325943"
17/11/2011 16.00,"0,42800935","1,06820703","0,07234023"
17/11/2011 17.00,"0,45634914",,"0,06236854"
17/11/2011 18.00,"0,65756095","11,84099007","0,06718709"
17/11/2011 19.00,"0,69166283",,"0,11269987"
17/11/2011 20.00,"0,80342944","20,64306068","0,15723837"
17/11/2011 21.00,"0,80258365",,"0,17578133"
17/11/2011 22.00,"0,69125042","40,37715149","0,18791821"
17/11/2011 23.00,"0,61667411",,"0,16858199"
18/11/2011 0.00,"0,56247132","50,68783188","0,16837961"
18/11/2011 1.00,"0,61950506",,"0,15387922"
18/11/2011 2.00,"0,6241138","57,12924957","0,15361277"
18/11/2011 3.00,"0,50433666",,"0,15537014"
18/11/2011 4.00,,"45,28828049","0,25616705"
18/11/2011 5.00,"0,49051044",,"0,12952715"
18/11/2011 6.00,"0,46392048","43,18003082","0,11235308"
18/11/2011 7.00,"0,59236522",,"0,09903546"
18/11/2011 8.00,"0,69825091","37,63396072","0,12224035"
18/11/2011 9.00,"0,80596681",,"0,16800128"
18/11/2011 10.00,"0,58868848","47,30633163","0,19153873"
18/11/2011 11.00,"0,43622959",,"0,14224372"
18/11/2011 12.00,"0,42946444","54,41051102","0,11676787"
18/11/2011 13.00,"0,41115413",,"0,10139897"
18/11/2011 14.00,"0,40881481","43,92501068","0,07101813"
18/11/2011 15.00,"0,39443871",,"0,06810646"
18/11/2011 16.00,"0,40755661","28,37878036","0,06576837"
18/11/2011 17.00,"0,47739254",,"0,05992876"
18/11/2011 18.00,"1,01319701","24,16596985","0,06666537"
18/11/2011 19.00,"1,05197986",,"0,22304844"
18/11/2011 20.00,"0,87358224","36,88779068","0,22109682"
18/11/2011 21.00,"1,00464125",,"0,29744708"
18/11/2011 22.00,"0,94648678","52,17201996","0,32796521"
18/11/2011 23.00,"0,87922667",,"0,32601766"
19/11/2011 0.00,"0,79176779","60,45584106","0,29947904"
19/11/2011 1.00,"0,66613652",,"0,25476562"
19/11/2011 2.00,"0,56487122","66,7670517","0,22429528"
19/11/2011 3.00,"0,51293086",,"0,1777055"
19/11/2011 4.00,"0,45121615","52,85306168","0,14124096"
19/11/2011 5.00,"0,42055568",,"0,11628683"
19/11/2011 6.00,"0,41774337","44,12968063","0,08634228"
19/11/2011 7.00,"0,44303552",,"0,08108643"
19/11/2011 8.00,"0,51731709","29,11952019","0,08582158"
19/11/2011 9.00,"0,60056566",,"0,12846337"
19/11/2011 10.00,"0,68715894","33,44458008","0,13372838"
19/11/2011 11.00,"0,4969226",,"0,15918491"
19/11/2011 12.00,"0,41526542","41,29967117","0,10457506"
19/11/2011 13.00,"0,4184715",,"0,10802167"
19/11/2011 14.00,"0,42541373","32,81880951","0,0820841"
19/11/2011 15.00,"0,40564834",,"0,07055132"
19/11/2011 16.00,"0,40824396","30,04203987","0,06671418"
19/11/2011 17.00,"0,59970123",,"0,06124679"
19/11/2011 18.00,"0,84868386","15,02101994","0,12982412"
19/11/2011 19.00,"0,75862936",,"0,15723023"
19/11/2011 20.00,"0,87255821","7,51051378","0,17179367"
19/11/2011 21.00,"0,72568666",,"0,25694302"
19/11/2011 22.00,"0,64458052","3,7549181","0,2012521"
19/11/2011 23.00,"0,5512815",,"0,1852557"
20/11/2011 0.00,"0,51698273","1,876441","0,15616849"
20/11/2011 1.00,"0,49493627",,"0,13118385"
20/11/2011 2.00,"0,4631842",,"0,10680534"
20/11/2011 3.00,"0,45019445",,"0,12217323"
20/11/2011 4.00,,,"0,22822802"
20/11/2011 5.00,"0,47517088",,"0,09979007"
20/11/2011 6.00,"0,45841469",,"0,08728606"
20/11/2011 7.00,"0,4801664",,"0,09176594"
20/11/2011 8.00,"0,49379457",,"0,07752591"
20/11/2011 9.00,"0,69679582",,"0,11894018"
20/11/2011 10.00,"0,63108982",,"0,17986662"
20/11/2011 11.00,"0,50480848",,"0,16877217"
20/11/2011 12.00,"0,43542458","41,82149124","0,12815522"
20/11/2011 13.00,"0,41192303",,"0,09655601"
20/11/2011 14.00,"0,40582542","192,18200684","0,08078845"
20/11/2011 15.00,"0,3907212",,"0,07390437"
20/11/2011 16.00,"0,39475326","100,13529968","0,06304281"
20/11/2011 17.00,"0,63179698",,"0,05472375"
20/11/2011 18.00,"0,7747949","58,5022316","0,10826474"
20/11/2011 19.00,"0,98023566",,"0,17895641"
20/11/2011 20.00,"0,94786381","46,53913116","0,1891498"
20/11/2011 21.00,"0,87836107",,"0,29101048"
20/11/2011 22.00,"0,80535751","54,68729019","0,27093287"
20/11/2011 23.00,"0,56213697",,"0,22109072"
21/11/2011 0.00,"0,55137936","31,24270058","0,15245949"
21/11/2011 1.00,"0,56437959",,"0,15328936"
21/11/2011 2.00,"0,50693344","61,47333145","0,13969817"
21/11/2011 3.00,"0,5180056",,"0,12289225"
21/11/2011 4.00,"0,4822902","30,51144981","0,10982888"
21/11/2011 5.00,"0,45870943",,"0,10109082"
21/11/2011 6.00,"0,46040101","15,24623013","0,09011739"
21/11/2011 7.00,"0,78034147",,"0,08754539"
21/11/2011 8.00,"1,49794419","7,510005","0,16157893"
21/11/2011 9.00,"1,34041405",,"0,2605554"
21/11/2011 10.00,"0,91747828","3,753052","0,25044845"
21/11/2011 11.00,"0,9753182",,"0,22284606"
21/11/2011 12.00,"0,84429764","1,87762904","0,22578519"
21/11/2011 13.00,"0,63931006",,"0,18691952"
21/11/2011 14.00,"0,60912142","0,933218","0,15846894"
21/11/2011 15.00,"0,50587096",,"0,13604511"
21/11/2011 16.00,"0,52425932","0,79432899","0,11241511"
21/11/2011 17.00,"0,61431382",,"0,12010872"
21/11/2011 18.00,"0,75994581","6,66971922","0,13924764"
21/11/2011 19.00,"0,90668106",,"0,1784418"
21/11/2011 20.00,"0,81656714","28,82648087","0,21615013"
21/11/2011 21.00,"0,81259449",,"0,22070934"
21/11/2011 22.00,"0,79212195","41,63885117","0,21806514"
21/11/2011 23.00,"0,50638123",,"0,18400479"
22/11/2011 0.00,"0,58723223","53,82664108","0,14827046"
22/11/2011 1.00,"0,6202926",,"0,13757671"
22/11/2011 2.00,"0,46439347","43,7154007","0,14460723"
22/11/2011 3.00,"0,45198389",,"0,12785317"
22/11/2011 4.00,,"45,29354095","0,20312744"
22/11/2011 5.00,"0,40391715",,"0,10072571"
22/11/2011 6.00,"0,45593673","29,44256973","0,07417896"
22/11/2011 7.00,"0,55611974",,"0,06983536"
22/11/2011 8.00,"0,68424877","31,19420052","0,07925583"
22/11/2011 9.00,"0,81373619",,"0,10620531"
22/11/2011 10.00,"0,70232258","37,42079163","0,14127554"
22/11/2011 11.00,"0,6202728",,"0,12041077"
22/11/2011 12.00,"0,58021078","31,5247097","0,11361314"
22/11/2011 13.00,"0,5629047",,"0,10628159"
22/11/2011 14.00,"0,63140437","23,02655029","0,09449456"
22/11/2011 15.00,"0,63793303",,"0,11224019"
22/11/2011 16.00,"0,61858122","27,05179024","0,11335177"
22/11/2011 17.00,"0,95093125",,"0,10888104"
22/11/2011 18.00,"0,90475415","29,15748978","0,17512028"
22/11/2011 19.00,"0,57216762",,"0,14297088"
22/11/2011 20.00,"0,40102679","27,4097805","0,10518526"
22/11/2011 21.00,"0,38680796",,"0,07658925"
22/11/2011 22.00,"0,47534796","27,20577049","0,06241838"
22/11/2011 23.00,"0,48777735",,"0,05937755"
23/11/2011 0.00,"0,41886527","20,32559967","0,05824054"
23/11/2011 1.00,"0,41304376",,"0,05138596"
23/11/2011 2.00,"0,41815578","20,30574989","0,05605704"
23/11/2011 3.00,"0,39923735",,"0,0330647"
23/11/2011 4.00,"0,40869598","12,42199039","0,04484868"
23/11/2011 5.00,"0,4533015",,"0,0398064"
23/11/2011 6.00,"0,52980472","17,73435974","0,05223109"
23/11/2011 7.00,"0,68503631",,"0,06805256"
23/11/2011 8.00,"0,82093356","19,10424995","0,10441437"
23/11/2011 9.00,"0,94332031",,"0,12188542"
23/11/2011 10.00,"0,86325685","14,50650978","0,15152995"
23/11/2011 11.00,"0,81379444",,"0,15018242"
23/11/2011 12.00,"0,419986","25,3669796","0,1242174"
23/11/2011 13.00,"0,42169622",,"0,07379047"
23/11/2011 14.00,"0,44584667","33,12643051","0,06160172"
23/11/2011 15.00,"0,46236753",,"0,07224463"
23/11/2011 16.00,"0,43455898","25,9204998","0,05755305"
23/11/2011 17.00,"0,43538497",,"0,05158529"
23/11/2011 18.00,"0,45375352","23,34807968","0,05695709"
23/11/2011 19.00,"0,49070849",,"0,05091204"
23/11/2011 20.00,"0,46604544","22,04669952","0,05842258"
23/11/2011 21.00,"0,46050004",,"0,06388794"
23/11/2011 22.00,"0,49637155","20,1115799","0,06610297"
23/11/2011 23.00,"0,49485705",,"0,07096626"
24/11/2011 0.00,"0,48535881","21,6415596","0,08120643"
24/11/2011 1.00,"0,47790397",,"0,08498459"
24/11/2011 2.00,"0,49263074","22,65254974","0,03988471"
24/11/2011 3.00,"0,49538829",,"0,07863647"
24/11/2011 4.00,,"14,11375046","0,24167886"
24/11/2011 5.00,"0,52380614",,"0,11469929"
24/11/2011 6.00,"0,51285164","22,85527039","0,1217827"
24/11/2011 7.00,"0,54237158",,"0,14739381"
24/11/2011 8.00,"0,67138717","20,45837975","0,15891744"
24/11/2011 9.00,"0,67644094",,"0,15578609"
24/11/2011 10.00,"0,65095307","22,99551964","0,15922254"
24/11/2011 11.00,"0,55137936",,"0,15636884"
24/11/2011 12.00,"0,5641629","26,75349045","0,13880626"
24/11/2011 13.00,"0,55503862",,"0,15985308"
24/11/2011 14.00,"0,57372173","30,49975967","0,15015395"
24/11/2011 15.00,"0,60070429",,"0,1507072"
24/11/2011 16.00,"0,57832348","21,54931068","0,16294577"
24/11/2011 17.00,"0,61537514",,"0,16696903"
24/11/2011 18.00,"0,61671256","24,77256966","0,16687139"
24/11/2011 19.00,"0,65539755",,"0,18643441"
24/11/2011 20.00,"0,79241669","20,81941986","0,19255776"
24/11/2011 21.00,"0,69496677",,"0,21982964"
24/11/2011 22.00,"0,70246122","27,95228004","0,22892162"
24/11/2011 23.00,"0,68436644",,"0,22222874"
25/11/2011 0.00,"0,63167931","34,74681091","0,22032797"
25/11/2011 1.00,"0,61915207",,"0,19945201"
25/11/2011 2.00,"0,61590638","29,30163956","0,21016203"
25/11/2011 3.00,"0,60145222",,"0,20360442"
25/11/2011 4.00,"0,57775263","23,51902008","0,22831548"
25/11/2011 5.00,"0,57804737",,"0,19645999"
25/11/2011 6.00,"0,57226548","24,23143959","0,20168534"
25/11/2011 7.00,"0,57661326",,"0,23121698"
25/11/2011 8.00,"0,63020442","21,61289978","0,21152583"
25/11/2011 9.00,"0,78537543",,"0,22888907"
25/11/2011 10.00,"0,67876162","17,75505066","0,2516058"
25/11/2011 11.00,"0,59928765",,"0,21683355"
25/11/2011 12.00,"0,56874601","23,56175995","0,19736716"
25/11/2011 13.00,"0,59087053",,"0,19191604"
25/11/2011 14.00,"0,65632139","25,09325981","0,17639865"
25/11/2011 15.00,"0,57482265",,"0,18829348"
25/11/2011 16.00,"0,54929517","27,12284088","0,12125488"
25/11/2011 17.00,"0,56689716",,
25/11/2011 18.00,"0,56512752","24,53277969",
25/11/2011 19.00,"0,62501318",,
25/11/2011 20.00,"0,61067553","27,27816963",
25/11/2011 21.00,"0,63305518",,
25/11/2011 22.00,"0,63720607","43,22190094",
25/11/2011 23.00,"0,62874934",,
26/11/2011 0.00,"0,598344","34,03675079",
26/11/2011 1.00,"0,59258075",,
26/11/2011 2.00,"0,56312023","29,75580025",
26/11/2011 3.00,"0,5646557",,
26/11/2011 4.00,,"34,22465134",
26/11/2011 5.00,"0,54821405",,
26/11/2011 6.00,"0,54189975","29,04150963",
26/11/2011 7.00,"0,55460524",,
26/11/2011 8.00,"0,59470571","31,6169796",
26/11/2011 9.00,"0,601373",,
26/11/2011 10.00,"0,55999453","28,62891006",
26/11/2011 11.00,"0,51499641",,
26/11/2011 12.00,"0,52563519","34,20413971",
26/11/2011 13.00,"0,49778703",,
26/11/2011 14.00,"0,50138688","22,67365074",
26/11/2011 15.00,"0,48954698",,
26/11/2011 16.00,"0,4646288","21,93951988",
26/11/2011 17.00,"0,465534",,
26/11/2011 18.00,"0,4633904","19,5380497",
26/11/2011 19.00,"0,44978087",,
26/11/2011 20.00,"0,49133642","30,29759979",
26/11/2011 21.00,"0,5235312",,
26/11/2011 22.00,"0,50994147","19,0471096",
26/11/2011 23.00,"0,50685306",,
27/11/2011 0.00,"0,54874413","23,89804077",
27/11/2011 1.00,"0,49424776",,
27/11/2011 2.00,"0,49245832","29,35523987",
27/11/2011 3.00,"0,48677428",,
27/11/2011 4.00,"0,4661631","30,53569984",
27/11/2011 5.00,"0,47149298",,
27/11/2011 6.00,"0,49377593","30,56554985",
27/11/2011 7.00,"0,52827158",,
27/11/2011 8.00,"0,51165286","31,30731964",
27/11/2011 9.00,"0,54862646",,
27/11/2011 10.00,"0,52819236","37,32600021",
27/11/2011 11.00,"0,48297871",,
27/11/2011 12.00,"0,44106784","41,30426025",
27/11/2011 13.00,"0,43066439",,
27/11/2011 14.00,"0,43481412","23,62602997",
27/11/2011 15.00,"0,42820857",,
27/11/2011 16.00,"0,42254201","17,50905037",
27/11/2011 17.00,"0,63665503",,
27/11/2011 18.00,"0,91055585","22,69824028",
27/11/2011 19.00,"0,7683641",,
27/11/2011 20.00,"0,57673092","28,61075974",
27/11/2011 21.00,"0,54174364",,
27/11/2011 22.00,"0,53674696","29,8427906",
27/11/2011 23.00,"0,4911209",,
28/11/2011 0.00,"0,46409756","33,52954102",
28/11/2011 1.00,"0,50484809",,
28/11/2011 2.00,"0,50501935","22,66802025",
28/11/2011 3.00,"0,48169954",,
28/11/2011 4.00,,"24,82295036",
28/11/2011 5.00,"0,45827605",,
28/11/2011 6.00,"0,49104168","20,84552956",
28/11/2011 7.00,"0,70189037",,
28/11/2011 8.00,"0,88937382","22,49084091",
28/11/2011 9.00,"0,9746891",,
28/11/2011 10.00,"4,59065571","30,2149601",
28/11/2011 11.00,"0,59750287",,
28/11/2011 12.00,"0,53921443","46,70240021",
28/11/2011 13.00,"0,55700398",,
28/11/2011 14.00,"0,58996649","43,81528091",
28/11/2011 15.00,"0,54640481",,
28/11/2011 16.00,"0,53127961","35,60337067",
28/11/2011 17.00,"0,68922449",,
28/11/2011 18.00,"0,79662467","32,35789108",
28/11/2011 19.00,"1,16636189",,
28/11/2011 20.00,"1,25802875","39,24908066",
28/11/2011 21.00,"0,97872116",,
28/11/2011 22.00,"0,99756154","53,58211136",
28/11/2011 23.00,"0,88833231",,
29/11/2011 0.00,"0,63034189","54,40356064",
29/11/2011 1.00,"0,60326147",,
29/11/2011 2.00,"0,60908181","48,85836029",
29/11/2011 3.00,"0,56194125",,
29/11/2011 4.00,"0,55602188","40,12210083",
29/11/2011 5.00,"0,54901907",,
29/11/2011 6.00,"0,61315348","39,79462051",
29/11/2011 7.00,"0,74086894",,
29/11/2011 8.00,"0,80232851","25,35865974",
29/11/2011 9.00,"1,01754362",,
29/11/2011 10.00,"0,96707815","35,12210083",
29/11/2011 11.00,"0,68953904",,
29/11/2011 12.00,"0,68387481","46,20267105",
29/11/2011 13.00,"0,67941053",,
29/11/2011 14.00,"0,61089105","40,5297699",
29/11/2011 15.00,"0,61022234",,
29/11/2011 16.00,"0,61429402","36,59272003",
29/11/2011 17.00,"0,79955581",,
29/11/2011 18.00,"0,78767747","28,03705978",
29/11/2011 19.00,"1,00696193",,
29/11/2011 20.00,"1,13503271","41,43603134",
29/11/2011 21.00,"1,01909657",,
29/11/2011 22.00,"0,89826277","64,87602997",
29/11/2011 23.00,"0,87605903",,
30/11/2011 0.00,"0,66867272","65,45175171",
30/11/2011 1.00,"0,67134756",,
30/11/2011 2.00,"0,64455489","44,51805115",
30/11/2011 3.00,"0,67624406",,
30/11/2011 4.00,,"45,49449158",
30/11/2011 5.00,"0,6591139",,
30/11/2011 6.00,"0,72488048","45,10971069",
30/11/2011 7.00,"0,91205054",,
30/11/2011 8.00,"1,14848496","30,33781052",
30/11/2011 9.00,"1,21226522",,
30/11/2011 10.00,"0,71465411","46,64834976",
30/11/2011 11.00,"0,59665242",,
30/11/2011 12.00,"0,5641629","52,45420074",
30/11/2011 13.00,"0,56278704",,
30/11/2011 14.00,"0,57438927","47,86935043",
30/11/2011 15.00,"0,60369368",,
30/11/2011 16.00,"0,61897499","35,37799072",
30/11/2011 17.00,"0,68908702",,
30/11/2011 18.00,"1,01453443","30,69919014",
30/11/2011 19.00,"1,17320626",,
30/11/2011 20.00,"1,11693676","15,26819992",
30/11/2011 21.00,"1,04482093",,
30/11/2011 22.00,"0,95466741","7,52068901",
30/11/2011 23.00,"0,81753176",,
01/12/2011 0.00,"0,73300286","3,75322199",
01/12/2011 1.00,"0,65909526",,
01/12/2011 2.00,"0,64694081","1,88000298",
01/12/2011 3.00,"0,642614",,
01/12/2011 4.00,"0,62945766","2,44200301",
01/12/2011 5.00,"0,64652724",,
01/12/2011 6.00,"0,66446358","21,20878983",
01/12/2011 7.00,"0,81564213",,
01/12/2011 8.00,"1,15119825","30,29405022",
01/12/2011 9.00,"1,11182591",,
01/12/2011 10.00,"0,81733371","38,0952301",
01/12/2011 11.00,"0,63866116",,
01/12/2011 12.00,"0,63554012","55,18788147",
01/12/2011 13.00,"0,6523301",,
01/12/2011 14.00,"0,68104269","42,5707016",
01/12/2011 15.00,"0,66650932",,
01/12/2011 16.00,"0,66251686","35,68478012",
01/12/2011 17.00,"0,66562392",,
01/12/2011 18.00,"0,75870742","40,79365158",
01/12/2011 19.00,"0,99653867",,
01/12/2011 20.00,"1,13873042","36,77045059",
01/12/2011 21.00,"1,18174105",,
01/12/2011 22.00,"0,94841369","61,28815079",
01/12/2011 23.00,"0,7662205",,
02/12/2011 0.00,"0,677917","82,02075195",
02/12/2011 1.00,"0,65669536",,
02/12/2011 2.00,"0,64715634","76,8365097",
02/12/2011 3.00,"0,65822966",,
02/12/2011 4.00,,"53,45542145",
02/12/2011 5.00,"0,63518014",,
02/12/2011 6.00,"0,6194072","38,05860138",
02/12/2011 7.00,"0,64214218",,
02/12/2011 8.00,"0,71290428","37,09400177",
02/12/2011 9.00,"0,93433233",,
02/12/2011 10.00,"1,09127414","32,52695084",
02/12/2011 11.00,"0,75276825",,
02/12/2011 12.00,"0,59704619","51,83998108",
02/12/2011 13.00,"0,55429069",,
02/12/2011 14.00,"0,73841079","39,33081055",
02/12/2011 15.00,"0,71597172",,
02/12/2011 16.00,"0,76236552","23,25786972",
02/12/2011 17.00,"1,00662757",,
02/12/2011 18.00,"1,08344651","11,65987968",
02/12/2011 19.00,"0,99999989",,
02/12/2011 20.00,"0,82476874",,
02/12/2011 21.00,"0,78283923",,
02/12/2011 22.00,"0,67541807",,
02/12/2011 23.00,"0,65350908",,
03/12/2011 0.00,"0,64051001",,
03/12/2011 1.00,"0,61946545",,
03/12/2011 2.00,"0,59246308",,
03/12/2011 3.00,"0,57887336",,
03/12/2011 4.00,"0,56677833",,
03/12/2011 5.00,"0,55210748",,
03/12/2011 6.00,"0,57995564",,
03/12/2011 7.00,"0,58121501",,
03/12/2011 8.00,"0,63669464",,
03/12/2011 9.00,"0,65518086",,
03/12/2011 10.00,"0,65535794",,
03/12/2011 11.00,"0,5860917",,
03/12/2011 12.00,"0,54860666",,
03/12/2011 13.00,"0,54490895",,
03/12/2011 14.00,"0,5537012",,
03/12/2011 15.00,"0,54266632",,
03/12/2011 16.00,"0,57749749",,
03/12/2011 17.00,"0,61250458",,
03/12/2011 18.00,"0,62686087",,
03/12/2011 19.00,"0,60764653",,
03/12/2011 20.00,"0,6069184","15,06579018",
03/12/2011 21.00,"0,6270962",,
03/12/2011 22.00,"0,65449234","32,82627106",
03/12/2011 23.00,"0,61012448",,
04/12/2011 0.00,"0,58473447","21,86914063",
04/12/2011 1.00,"0,5332473",,
04/12/2011 2.00,"0,51320114","20,32928085",
04/12/2011 3.00,"0,50386483",,
04/12/2011 4.00,,"17,76589966",
04/12/2011 5.00,"0,48002777",,
04/12/2011 6.00,"0,4954081","14,78022003",
04/12/2011 7.00,"0,48232981",,
04/12/2011 8.00,"0,51188935","17,10622025",
04/12/2011 9.00,"0,54618812",,
04/12/2011 10.00,"0,52984433","16,74060059",
04/12/2011 11.00,"0,49843593",,
04/12/2011 12.00,"0,48777735","16,17860031",
04/12/2011 13.00,"0,484061",,
04/12/2011 14.00,"0,50589077","11,14484978",
04/12/2011 15.00,"0,48492543",,
04/12/2011 16.00,"0,49475919","7,1287818",
04/12/2011 17.00,"0,51719942",,
04/12/2011 18.00,"0,57061467","4,99949121",
04/12/2011 19.00,"0,63962461",,
04/12/2011 20.00,"0,62743172","8,12287998",
04/12/2011 21.00,"0,55826334",,
04/12/2011 22.00,"0,58980921","12,2089901",
04/12/2011 23.00,"0,52280424",,
05/12/2011 0.00,"0,51519213","14,26043987",
05/12/2011 1.00,"0,48165993",,
05/12/2011 2.00,"0,45636895","10,40800953",
05/12/2011 3.00,"0,44702681",,
05/12/2011 4.00,"0,44840384","6,29629707",
05/12/2011 5.00,"0,45507114",,
05/12/2011 6.00,"0,45412632","11,54082966",
05/12/2011 7.00,"0,48097258",,
05/12/2011 8.00,"0,54034681","9,10476875",
05/12/2011 9.00,"0,56062247",,
05/12/2011 10.00,"0,54062175","6,31647682",
05/12/2011 11.00,"0,52927465",,
05/12/2011 12.00,"0,48687214","5,77143621",
05/12/2011 13.00,"0,50105252",,
05/12/2011 14.00,"0,54335484","10,77635002",
05/12/2011 15.00,"0,50760099",,
05/12/2011 16.00,"0,49989218","10,77245045",
05/12/2011 17.00,"0,48824917",,
05/12/2011 18.00,"0,51363918","6,3943162",
05/12/2011 19.00,"0,50290138",,
05/12/2011 20.00,"0,52044278","9,2026186",
05/12/2011 21.00,"0,55368023",,
05/12/2011 22.00,"0,54569532","15,18535042",
05/12/2011 23.00,"0,49076674",,
06/12/2011 0.00,"0,44647693","12,4562397",
06/12/2011 1.00,"0,4401638",,
06/12/2011 2.00,"0,4478959","11,76568031",
06/12/2011 3.00,"0,43912112",,
06/12/2011 4.00,,"16,3368206",
06/12/2011 5.00,"0,43644628",,
06/12/2011 6.00,"0,44569056","9,52533627",
06/12/2011 7.00,"0,46521829",,
06/12/2011 8.00,"0,5845772","14,18581963",
06/12/2011 9.00,"0,61881655",,
06/12/2011 10.00,"0,51552648","13,4745903",
06/12/2011 11.00,"0,46024374",,
06/12/2011 12.00,"0,45367547","23,35622025",
06/12/2011 13.00,"0,4724576",,
06/12/2011 14.00,"0,50059934","22,80372047",
06/12/2011 15.00,"0,48579102",,
06/12/2011 16.00,"0,53460336","17,05414963",
06/12/2011 17.00,"0,70295168",,
06/12/2011 18.00,"0,59311315","8,53785133",
06/12/2011 19.00,"0,67712946",,
06/12/2011 20.00,"0,58579695","4,23449993",
06/12/2011 21.00,"0,51511407",,
06/12/2011 22.00,"0,47605512",,
06/12/2011 23.00,"0,48638051",,
07/12/2011 0.00,"0,509804",,
07/12/2011 1.00,"0,51588064",,
07/12/2011 2.00,"0,48038193",,
07/12/2011 3.00,"0,49100323",,
07/12/2011 4.00,"0,49342177",,
07/12/2011 5.00,"0,49271345",,
07/12/2011 6.00,"0,53440764",,
07/12/2011 7.00,"0,58449914",,
07/12/2011 8.00,"0,72077036",,
07/12/2011 9.00,"0,67687432",,
07/12/2011 10.00,"0,65616528",,
07/12/2011 11.00,"0,53487946",,
07/12/2011 12.00,"0,49660805",,
07/12/2011 13.00,"0,52636331",,
07/12/2011 14.00,"0,51818268",,
07/12/2011 15.00,"0,5073575",,
07/12/2011 16.00,"0,48225525",,
07/12/2011 17.00,"0,86241106",,
07/12/2011 18.00,"1,49391562",,
07/12/2011 19.00,"0,84183949",,
07/12/2011 20.00,"0,7635643",,
07/12/2011 21.00,"0,64406909",,
07/12/2011 22.00,"0,59578683","26,21216965",
07/12/2011 23.00,"0,563514",,
08/12/2011 0.00,"0,57505915","24,21821976",
08/12/2011 1.00,"0,58168683",,
08/12/2011 2.00,"0,53766847","22,56529045",
08/12/2011 3.00,"0,55116267",,
08/12/2011 4.00,,"28,0392704","0,13274901"
08/12/2011 5.00,"0,51812327",,"0,07747303"
08/12/2011 6.00,"0,51576298","16,04055977","0,0977937"
08/12/2011 7.00,"0,55031804",,"0,09740419"
08/12/2011 8.00,"0,62684107","10,09088993","0,11162185"
08/12/2011 9.00,"0,65111035",,"0,112289"
08/12/2011 10.00,"0,59122469","14,77309036","0,16920338"
08/12/2011 11.00,"0,63988091",,"0,18208571"
08/12/2011 12.00,"0,52616759","26,94272995","0,17871741"
08/12/2011 13.00,"0,4829391",,"0,13125605"
08/12/2011 14.00,"0,50109213","27,11996078","0,10293667"
08/12/2011 15.00,"0,46427464",,"0,0507361"
08/12/2011 16.00,"0,45943639","19,03166962","0,06792746"
08/12/2011 17.00,"0,45568043",,"0,04457003"
08/12/2011 18.00,"0,47381366","14,28656006","0,04231127"
08/12/2011 19.00,"0,55466349",,"0,04856684"
08/12/2011 20.00,"0,57796932","16,65443993","0,06540225"
08/12/2011 21.00,"0,67502547",,"0,08723419"
08/12/2011 22.00,"0,79670389","19,47429085","0,13735805"
08/12/2011 23.00,"0,73729006",,"0,17075023"
09/12/2011 0.00,"0,84710995","14,62098026","0,21885026"
09/12/2011 1.00,"0,80374399",,"0,25470663"
09/12/2011 2.00,"0,54408296","25,13447952","0,22889721"
09/12/2011 3.00,"0,55195021",,"0,15797366"
09/12/2011 4.00,"0,52181981","22,28276062","0,14173827"
09/12/2011 5.00,"0,50244819",,"0,12278444"
09/12/2011 6.00,"0,5061261","22,14760017","0,11861576"
09/12/2011 7.00,"0,5811754",,"0,10432793"
09/12/2011 8.00,"0,66289083","13,18630028","0,12947122"
09/12/2011 9.00,"0,83348061",,"0,15531217"
09/12/2011 10.00,"0,93472494","14,76088047","0,20693814"
09/12/2011 11.00,"0,65085521",,"0,27518393"
09/12/2011 12.00,"0,57596319","31,96562958","0,18108702"
09/12/2011 13.00,"0,55814568",,"0,15575457"
09/12/2011 14.00,"0,55464485","26,93696976","0,14915627"
09/12/2011 15.00,"0,53535129",,"0,12515507"
09/12/2011 16.00,"0,53245976","22,32312012","0,09340738"
09/12/2011 17.00,"0,55824354",,"0,10379807"
09/12/2011 18.00,"0,54833172","23,01025963","0,07679164"
09/12/2011 19.00,"0,57069273",,"0,10831965"
09/12/2011 20.00,"0,56260879","17,84951019","0,08271566"
09/12/2011 21.00,"0,62159041",,"0,09605565"
09/12/2011 22.00,"0,63665503","15,49602985","0,11693466"
09/12/2011 23.00,"0,62257367",,"0,12960953"
10/12/2011 0.00,"0,57899102","14,16446018","0,12685041"
10/12/2011 1.00,"0,52453426",,"0,09951345"
10/12/2011 2.00,"0,5043087","15,32946014","0,11421622"
10/12/2011 3.00,"0,50697189",,
10/12/2011 4.00,,"17,56307983",
10/12/2011 5.00,"0,49267384",,
