"NetC","ARPA Puglia","","","","","","","","","",""
"Stat","Foggia Via Rosati","","","","","","","","","",""
,SO2,NO2,NOx,CO,PM10,
10/10/2011 19.00,"10,62481383",,,"0,37707322","10,10000038",
10/10/2011 20.00,"11,36189174",,,"0,34654323","10,10000038",
10/10/2011 21.00,"11,13131219",,,"0,32576779","10,10000038",
10/10/2011 22.00,"10,28801121",,,"0,39859893","10,10000038",
10/10/2011 23.00,"11,60672143",,,"0,34962349","10,10000038",
11/10/2011 0.00,"9,72969765",,,"0,29124767","10,10000038",
11/10/2011 1.00,"8,0573439",,,"0,26059885","17,20000076",
11/10/2011 2.00,"6,92646665",,,"0,20348589","17,20000076",
11/10/2011 3.00,"6,71143166",,,,"17,20000076",
11/10/2011 4.00,"8,05345681",,,"0,2901817","17,20000076",
11/10/2011 5.00,"8,1428409",,,"0,25123808","17,20000076",
11/10/2011 6.00,"11,41241252",,,"0,33540467","17,20000076",
11/10/2011 7.00,"14,25709568",,,"0,3681866","17,20000076",
11/10/2011 8.00,"22,01908912",,,"0,40215334","17,20000076",
11/10/2011 9.00,"20,26511592",,,"0,38781685","17,20000076",
11/10/2011 10.00,"16,65616238",,,,"17,20000076",
11/10/2011 11.00,"16,36988054",,,,"17,20000076",
11/10/2011 12.00,"14,49156042",,,"0,61899013","17,20000076",
11/10/2011 13.00,"14,77266074",,,"0,64703285","17,20000076",
11/10/2011 14.00,"10,82300793",,,"0,66133089","17,20000076",
11/10/2011 15.00,"11,37225478",,,"0,69344062","17,20000076",
11/10/2011 16.00,"14,46435839",,,"0,69829867","17,20000076",
11/10/2011 17.00,"13,54074194",,,"0,72231398","17,20000076",
11/10/2011 18.00,"17,42821651",,,"0,72531502","17,20000076",
11/10/2011 19.00,"18,83371815",,,"0,81722304","17,20000076",
11/10/2011 20.00,"21,86234336",,,"0,72507736","17,20000076",
11/10/2011 21.00,"24,24716184",,,"0,70896308","17,20000076",
11/10/2011 22.00,"20,35450192",,,"0,68573997","17,20000076",
11/10/2011 23.00,"15,3309743",,,"0,68850335","17,20000076",
12/10/2011 0.00,"13,92158939",,,"0,60947092","17,20000076",
12/10/2011 1.00,"12,38136632",,,"0,55828315","25,10000038",
12/10/2011 2.00,"9,30351285",,,"0,43797709","25,10000038",
12/10/2011 3.00,"8,0871386",,,"0,48963902","25,10000038",
12/10/2011 4.00,"7,76199535",,,"0,47538058","25,10000038",
12/10/2011 5.00,"9,16620066",,,"0,53407328","25,10000038",
12/10/2011 6.00,"20,25087152",,,"0,57965158","25,10000038",
12/10/2011 7.00,"66,82799456",,,"0,97228687","25,10000038",
12/10/2011 8.00,"74,14051504",,,"0,93752909","25,10000038",
12/10/2011 9.00,"176,13068672",,,"1,74148161","25,10000038",
12/10/2011 10.00,"146,25631768",,,"1,72947512","25,10000038",
12/10/2011 11.00,"102,363222",,,"1,46690276","25,10000038",
12/10/2011 12.00,"73,75060088",,,"0,89388586","25,10000038",
12/10/2011 13.00,"70,00948608",,,"1,0235923","25,10000038",
12/10/2011 14.00,"25,4803636",,,"0,68494894","25,10000038",
12/10/2011 15.00,"16,07841717",,,"0,63771168","25,10000038",
12/10/2011 16.00,"19,10445544",,,"0,6297326","25,10000038",
12/10/2011 17.00,"15,05117222",,,"0,61251273","25,10000038",
12/10/2011 18.00,"44,0303964",,,"0,96071376","25,10000038",
12/10/2011 19.00,"88,46885184",,,"1,25974246","25,10000038",
12/10/2011 20.00,"29,89895736",,,"0,61792416","25,10000038",
12/10/2011 21.00,"20,0125216",,,"0,599163","25,10000038",
12/10/2011 22.00,"15,28563696",,,"0,50042226","25,10000038",
12/10/2011 23.00,"14,06278677",,,"0,5422877","25,10000038",
13/10/2011 0.00,"9,42786933",,,"0,52040667","25,10000038",
13/10/2011 1.00,"8,22833598",,,"0,58537872","19,89999962",
13/10/2011 2.00,"7,29565282",,,"0,59300131","19,89999962",
13/10/2011 3.00,"6,31115446",,,,"19,89999962",
13/10/2011 4.00,"6,37203827",,,"0,56934249","19,89999962",
13/10/2011 5.00,"6,5197135",,,"0,47036526","19,89999962",
13/10/2011 6.00,"7,93039475",,,"0,53814146","19,89999962",
13/10/2011 7.00,"12,65987589",,,"0,64557077","19,89999962",
13/10/2011 8.00,"18,5085749",,,"0,63782935","19,89999962",
13/10/2011 9.00,"23,26395408",,,"0,66792596","19,89999962",
13/10/2011 10.00,"18,70029306",,,"0,66788635","19,89999962",
13/10/2011 11.00,"21,18096392",,,"0,75560852","19,89999962",
13/10/2011 12.00,"12,05492674",,,"0,64446635","19,89999962",
13/10/2011 13.00,"13,51353991",,,"0,70062867","19,89999962",
13/10/2011 14.00,"10,92664024",,,"0,5959243","19,89999962",
13/10/2011 15.00,"8,88250957",,,"0,53908861","19,89999962",
13/10/2011 16.00,"9,08718152",,,"0,56476055","19,89999962",
13/10/2011 17.00,"10,06908912",,,"0,58751183","19,89999962",
13/10/2011 18.00,"10,80746337",,,"0,61863481","19,89999962",
13/10/2011 19.00,"11,65853663",,,"0,66504258","19,89999962",
13/10/2011 20.00,"12,06140459",,,"0,65971154","19,89999962",
13/10/2011 21.00,"10,87223428",,,"0,66504258","19,89999962",
13/10/2011 22.00,"10,23489967",,,"0,68475205","19,89999962",
13/10/2011 23.00,"13,65085019",,,"0,64833532","19,89999962",
14/10/2011 0.00,"11,0108409",,,"0,61034001","19,89999962",
14/10/2011 1.00,,,,"0,65982921","12,19999981",
14/10/2011 2.00,,,,"0,44066358","12,19999981",
14/10/2011 3.00,,,,"0,51582472","12,19999981",
14/10/2011 4.00,,,,"0,61401325","12,19999981",
14/10/2011 5.00,,,,"0,60646988","12,19999981",
14/10/2011 6.00,,,,"0,7025649","12,19999981",
14/10/2011 7.00,,,,"0,71950866","12,19999981",
14/10/2011 8.00,,,,"0,69818101","12,19999981",
14/10/2011 9.00,,,,"0,65260155","12,19999981",
14/10/2011 10.00,,,,"0,66219882","12,19999981",
14/10/2011 11.00,,,,"0,61827948","12,19999981",
14/10/2011 12.00,,,,"0,71828425","12,19999981",
14/10/2011 13.00,,,,"0,78219032","12,19999981",
14/10/2011 14.00,,,,"0,7420619","12,19999981",
14/10/2011 15.00,,,,"0,63786896","12,19999981",
14/10/2011 16.00,,,,"0,71690139","12,19999981",
14/10/2011 17.00,,,,"0,78578435","12,19999981",
14/10/2011 18.00,,,,"0,83878835","12,19999981",
14/10/2011 19.00,,,,"0,81118018","12,19999981",
14/10/2011 20.00,,,,"0,74952605","12,19999981",
14/10/2011 21.00,,,,"0,72302463","12,19999981",
14/10/2011 22.00,,,,"0,67969595","12,19999981",
14/10/2011 23.00,,,,"0,66907115","12,19999981",
15/10/2011 0.00,,,,"0,68980815","12,19999981",
15/10/2011 1.00,,,,"0,64367532","17,39999962",
15/10/2011 2.00,,,,"0,66286986","17,39999962",
15/10/2011 3.00,,,,,"17,39999962",
15/10/2011 4.00,,,,"0,70706646","17,39999962",
15/10/2011 5.00,,,,"0,68036699","17,39999962",
15/10/2011 6.00,,,,"0,7488154","17,39999962",
15/10/2011 7.00,,,,"0,78155773","17,39999962",
15/10/2011 8.00,,,,"0,92445663","17,39999962",
15/10/2011 9.00,,,,"0,83697095","17,39999962",
15/10/2011 10.00,,,,"0,70809399","17,39999962",
15/10/2011 11.00,,,,"0,71232061","17,39999962",
15/10/2011 12.00,,,,"0,70295984","17,39999962",
15/10/2011 13.00,,,,"0,67969595","17,39999962",
15/10/2011 14.00,,,,"0,53889172","17,39999962",
15/10/2011 15.00,,,,"0,63344662","17,39999962",
15/10/2011 16.00,,,,"0,54477614","17,39999962",
15/10/2011 17.00,,,,"0,62254455","17,39999962",
15/10/2011 18.00,,,,"0,63190532","17,39999962",
15/10/2011 19.00,,,,"0,76070423","17,39999962",
15/10/2011 20.00,,,,"0,78914188","17,39999962",
15/10/2011 21.00,,,,"0,65627479","17,39999962",
15/10/2011 22.00,,,,"0,60161183","17,39999962",
15/10/2011 23.00,,,,"0,5501864","17,39999962",
16/10/2011 0.00,,,,"0,51337589","17,39999962",
16/10/2011 1.00,,,,"0,48833538","17,39999962",
16/10/2011 2.00,,,,"0,4509715","17,39999962",
16/10/2011 3.00,,,,"0,47348396","17,39999962",
16/10/2011 4.00,,,,"0,50863667","17,39999962",
16/10/2011 5.00,,,,"0,50322525","17,39999962",
16/10/2011 6.00,,,,"0,49394369","17,39999962",
16/10/2011 7.00,,,,"0,4893233","17,39999962",
16/10/2011 8.00,,,,"0,52040667","17,39999962",
16/10/2011 9.00,,,,"0,5358103","17,39999962",
16/10/2011 10.00,,,,"0,62890428","17,39999962",
16/10/2011 11.00,,,,"0,724051","17,39999962",
16/10/2011 12.00,,,,"0,70169581","17,39999962",
16/10/2011 13.00,,,,"0,56361535","17,39999962",
16/10/2011 14.00,,,,"0,56776275","17,39999962",
16/10/2011 15.00,,,,"0,54521068","17,39999962",
16/10/2011 16.00,,,,"0,46870513","17,39999962",
16/10/2011 17.00,,,,"0,56310275","17,39999962",
16/10/2011 18.00,,,,"0,62708688","17,39999962",
16/10/2011 19.00,,,,"0,7473941","17,39999962",
16/10/2011 20.00,,,,"0,68423829","17,39999962",
16/10/2011 21.00,,,,"0,770065","17,39999962",
16/10/2011 22.00,,,,"0,71074087","17,39999962",
16/10/2011 23.00,,,,"0,70118205","17,39999962",
17/10/2011 0.00,,,,"0,62688883","17,39999962",
17/10/2011 1.00,,,,"0,54659237","19,7999897",
17/10/2011 2.00,,,,"0,5305177","19,7999897",
17/10/2011 3.00,,,,,"19,7999897",
17/10/2011 4.00,,,,"0,51689186","19,7999897",
17/10/2011 5.00,,,,"0,508992","19,7999897",
17/10/2011 6.00,,,,"0,49907785","19,7999897",
17/10/2011 7.00,,,,"0,71599386","19,7999897",
17/10/2011 8.00,,,,"0,90676144","19,7999897",
17/10/2011 9.00,,,,"0,85849666","19,7999897",
17/10/2011 10.00,,,,"0,64296467","19,7999897",
17/10/2011 11.00,,,,"0,64442558","19,7999897",
17/10/2011 12.00,,,,"0,56183873","19,7999897",
17/10/2011 13.00,,,,"0,53158368","19,7999897",
17/10/2011 14.00,,,,"0,506662","19,7999897",
17/10/2011 15.00,,,,"0,47980409","19,7999897",
17/10/2011 16.00,,,,"0,52644952","19,7999897",
17/10/2011 17.00,,,,"0,4909811","19,7999897",
17/10/2011 18.00,,,,"0,60903754","19,7999897",
17/10/2011 19.00,,,,"0,79151149","19,7999897",
17/10/2011 20.00,,,,"1,16226458","19,7999897",
17/10/2011 21.00,,,,"0,82358277","19,7999897",
17/10/2011 22.00,,,,"0,64869181","19,7999897",
17/10/2011 23.00,,,,"0,56902678","19,7999897",
18/10/2011 0.00,,,,"0,55749444","19,7999897",
18/10/2011 1.00,,,,"0,58565482",20,
18/10/2011 2.00,,,,"0,52178836",20,
18/10/2011 3.00,,,,"0,61630364",20,
18/10/2011 4.00,,,,"0,61247312",20,
18/10/2011 5.00,,,,"0,63419688",20,
18/10/2011 6.00,,,,"0,69683776",20,
18/10/2011 7.00,,,,"1,22621027",20,
18/10/2011 8.00,,,,"1,03445476",20,
18/10/2011 9.00,,,,"0,97236609",20,
18/10/2011 10.00,,,,"0,86319743",20,
18/10/2011 11.00,,,,"0,61946429",20,
18/10/2011 12.00,,,,"0,56752626",20,
18/10/2011 13.00,,,,"0,6100639",20,
18/10/2011 14.00,,,,"0,62977221",20,
18/10/2011 15.00,,,,"0,56776275",20,
18/10/2011 16.00,,,,"0,55394003",20,
18/10/2011 17.00,,,,"0,68652868",20,
18/10/2011 18.00,,,,"0,79652681",20,
18/10/2011 19.00,,,,"0,84814913",20,
18/10/2011 20.00,,,,"0,90095625",20,
18/10/2011 21.00,,,,"0,82085667",20,
18/10/2011 22.00,,,,"0,60702209",20,
18/10/2011 23.00,,,,"0,61440819",20,
19/10/2011 0.00,,,,"0,73905969",20,
19/10/2011 1.00,,,,"0,72811918","26,5",
19/10/2011 2.00,,,,"0,75079008","26,5",
19/10/2011 3.00,,,,,"26,5",
19/10/2011 4.00,,,,"0,68925478","26,5",
19/10/2011 5.00,,,,"0,66547829","26,5",
19/10/2011 6.00,,,,"0,80960044","26,5",
19/10/2011 7.00,,,,"1,17818314","26,5",
19/10/2011 8.00,,,,"1,91842647","26,5",
19/10/2011 9.00,,,,"2,31817059","26,5",
19/10/2011 10.00,,,,"1,29102388","26,5",
19/10/2011 11.00,,,,"0,59849079","26,5",
19/10/2011 12.00,,,,"0,56740743","26,5",
19/10/2011 13.00,,,,"0,61488234","26,5",
19/10/2011 14.00,,,,"0,59872845","26,5",
19/10/2011 15.00,,,,"0,48557084","26,5",
19/10/2011 16.00,,,,"0,51772018","26,5",
19/10/2011 17.00,,,,"0,58103327","26,5",
19/10/2011 18.00,,,,"0,62463805","26,5",
19/10/2011 19.00,,,,"0,66208115","26,5",
19/10/2011 20.00,,,,"0,75244904","26,5",
19/10/2011 21.00,,,,"0,661607","26,5",
19/10/2011 22.00,,,,"0,55907418","26,5",
19/10/2011 23.00,,,,"0,59608157","26,5",
20/10/2011 0.00,,,,"0,55492678","26,5",
20/10/2011 1.00,,,,"0,62424312","20,89999962",
20/10/2011 2.00,,,,"0,58723456","20,89999962",
20/10/2011 3.00,,,,"0,54260341","20,89999962",
20/10/2011 4.00,,,,"0,55263639","20,89999962",
20/10/2011 5.00,,,,"0,59987365","20,89999962",
20/10/2011 6.00,,,,"0,63731558","20,89999962",
20/10/2011 7.00,,,,"0,90853923","20,89999962",
20/10/2011 8.00,,,,"1,24986909","20,89999962",
20/10/2011 9.00,,,,"1,04792216","20,89999962",
20/10/2011 10.00,,,,"0,95399986","20,89999962",
20/10/2011 11.00,,,,"0,84925471","20,89999962",
20/10/2011 12.00,,,,"0,66579284","20,89999962",
20/10/2011 13.00,,,,"0,66212076","20,89999962",
20/10/2011 14.00,,,,"0,61290767","20,89999962",
20/10/2011 15.00,,,,"0,54900159","20,89999962",
20/10/2011 16.00,,,,"0,59667456","20,89999962",
20/10/2011 17.00,,,,"0,61784494","20,89999962",
20/10/2011 18.00,,,,"0,70801477","20,89999962",
20/10/2011 19.00,,,,"0,98105466","20,89999962",
20/10/2011 20.00,,,,"1,00893893","20,89999962",
20/10/2011 21.00,,,,"0,84467277","20,89999962",
20/10/2011 22.00,,,,"0,79174798","20,89999962",
20/10/2011 23.00,,,,"0,58806404","20,89999962",
21/10/2011 0.00,,,,"0,61128832","20,89999962",
21/10/2011 1.00,,,,"0,58869664","7,69999981",
21/10/2011 2.00,,,,"0,52364537","7,69999981",
21/10/2011 3.00,,,,,"7,69999981",
21/10/2011 4.00,,,,"0,64829687","7,69999981",
21/10/2011 5.00,,,,"0,63115506","7,69999981",
21/10/2011 6.00,,,,"0,68949127","7,69999981",
21/10/2011 7.00,,,,"0,74526099","7,69999981",
21/10/2011 8.00,,,,"0,73617632","7,69999981",
21/10/2011 9.00,,,,"0,59781975","7,69999981",
21/10/2011 10.00,,,,"0,55970561","7,69999981",
21/10/2011 11.00,,,,"0,58620703","7,69999981",
21/10/2011 12.00,,,,"0,49433863","7,69999981",
21/10/2011 13.00,,,,"0,55856042","7,69999981",
21/10/2011 14.00,,,,"0,54576406","7,69999981",
21/10/2011 15.00,,,,"0,52589615","7,69999981",
21/10/2011 16.00,,,,"0,43888579","7,69999981",
21/10/2011 17.00,,,,"0,53150446","7,69999981",
21/10/2011 18.00,,,,"0,55978483","7,69999981",
21/10/2011 19.00,,,,"0,55953669","7,69999981",
21/10/2011 20.00,,,,"0,61930585","7,69999981",
21/10/2011 21.00,,,,"0,53261121","7,69999981",
21/10/2011 22.00,,,,"0,52368498","7,69999981",
21/10/2011 23.00,,,,"0,5143242","7,69999981",
22/10/2011 0.00,,,,"0,5325716","7,69999981",
22/10/2011 1.00,,,,"0,58040184","11,39999962",
22/10/2011 2.00,,,,"0,63305052","11,39999962",
22/10/2011 3.00,,,,"0,61156442","11,39999962",
22/10/2011 4.00,,,,"0,59434339","11,39999962",
22/10/2011 5.00,,,,"0,58008612","11,39999962",
22/10/2011 6.00,,,,"0,58103327","11,39999962",
22/10/2011 7.00,,,,"0,64355649","11,39999962",
22/10/2011 8.00,,,,"0,63996246","11,39999962",
22/10/2011 9.00,,,,"0,61827948","11,39999962",
22/10/2011 10.00,,,,"0,66994024","11,39999962",
22/10/2011 11.00,,,,"0,54754068","11,39999962",
22/10/2011 12.00,,,,"0,56823691","11,39999962",
22/10/2011 13.00,,,,"0,53209744","11,39999962",
22/10/2011 14.00,,,,"0,55836237","11,39999962",
22/10/2011 15.00,,,,"0,494892","11,39999962",
22/10/2011 16.00,,,,"0,48715058","11,39999962",
22/10/2011 17.00,,,,"0,59750404","11,39999962",
22/10/2011 18.00,,,,"0,67254751","11,39999962",
22/10/2011 19.00,,,,"0,69067608","11,39999962",
22/10/2011 20.00,,,,"0,74004645","11,39999962",
22/10/2011 21.00,,,,"0,7164284","11,39999962",
22/10/2011 22.00,,,,"0,67949907","11,39999962",
22/10/2011 23.00,,,,"0,6604618","11,39999962",
23/10/2011 0.00,,,,"0,70161659","11,39999962",
23/10/2011 1.00,,,,"0,72859333",12,
23/10/2011 2.00,,,,"0,72243165",12,
23/10/2011 3.00,,,,,12,
23/10/2011 4.00,,,,"0,62874584",12,
23/10/2011 5.00,,,,"0,65651129",12,
23/10/2011 6.00,,,,"0,63198454",12,
23/10/2011 7.00,,,,"0,6527996",12,
23/10/2011 8.00,,,,"0,66314713",12,
23/10/2011 9.00,,,,"0,76180981",12,
23/10/2011 10.00,,,,"0,82930991",12,
23/10/2011 11.00,,,,"0,79111539",12,
23/10/2011 12.00,,,,"0,70157698",12,
23/10/2011 13.00,,,,"0,77156436",12,
23/10/2011 14.00,,,,"0,65212739",12,
23/10/2011 15.00,,,,"0,59659534",12,
23/10/2011 16.00,,,,"0,64580843",12,
23/10/2011 17.00,,,,"0,62132013",12,
23/10/2011 18.00,,,,"0,68380374",12,
23/10/2011 19.00,,,,"0,73293762",12,
23/10/2011 20.00,,,,"0,76564033",12,
23/10/2011 21.00,,,,"0,72452399",12,
23/10/2011 22.00,,,,"0,62629701",12,
23/10/2011 23.00,,,,"0,63451143",12,
24/10/2011 0.00,,,,"0,62961493",12,
24/10/2011 1.00,,,,"0,6477435","15,19999981",
24/10/2011 2.00,,,,"0,61843792","15,19999981",
24/10/2011 3.00,,,,"0,61263156","15,19999981",
24/10/2011 4.00,,,,"0,60729936","15,19999981",
24/10/2011 5.00,,,,"0,65971154","15,19999981",
24/10/2011 6.00,,,,"0,75955903","15,19999981",
24/10/2011 7.00,,,,"0,85916886","15,19999981",
24/10/2011 8.00,,,,"0,94617922","15,19999981",
24/10/2011 9.00,,,,"1,12304602","15,19999981",
24/10/2011 10.00,,,,"0,97240453","15,19999981",
24/10/2011 11.00,,,,"0,79775239","15,19999981",
24/10/2011 12.00,,,,"0,77018267","15,19999981",
24/10/2011 13.00,,,,"0,91335884","15,19999981",
24/10/2011 14.00,,,,"0,86410613","15,19999981",
24/10/2011 15.00,,,,"0,74292982","15,19999981",
24/10/2011 16.00,,,,"0,81512953","15,19999981",
24/10/2011 17.00,,,,"0,85348133","15,19999981",
24/10/2011 18.00,,,,"1,07932241","15,19999981",
24/10/2011 19.00,,,,"1,04476268","15,19999981",
24/10/2011 20.00,,,,"0,92188897","15,19999981",
24/10/2011 21.00,,,,"0,94009792","15,19999981",
24/10/2011 22.00,,,,"0,92260078","15,19999981",
24/10/2011 23.00,,,,"0,93978104","15,19999981",
25/10/2011 0.00,,,,"0,79198564","15,19999981",
25/10/2011 1.00,,,,"0,87236016","22,70000076",
25/10/2011 2.00,,,,"0,78566552","22,70000076",
25/10/2011 3.00,,,,,"22,70000076",
25/10/2011 4.00,,,,"0,839499","22,70000076",
25/10/2011 5.00,,,,"0,85407315","22,70000076",
25/10/2011 6.00,,,,"0,90668339","22,70000076",
25/10/2011 7.00,,,,"1,15839445","22,70000076",
25/10/2011 8.00,,,,"1,89275453","22,70000076",
25/10/2011 9.00,,,,"1,48349003","22,70000076",
25/10/2011 10.00,"435,9686952",,,"1,0043966","22,70000076",
25/10/2011 11.00,"1133,1588456",,,"1,04658008","22,70000076",
25/10/2011 12.00,,,,"1,06324774","22,70000076",
25/10/2011 13.00,,,,"1,12798213","22,70000076",
25/10/2011 14.00,,,,"0,93203961","22,70000076",
25/10/2011 15.00,,,,"0,89127976","22,70000076",
25/10/2011 16.00,,,,"0,96059609","22,70000076",
25/10/2011 17.00,,,,"0,93251377","22,70000076",
25/10/2011 18.00,"318,9867992",,,"1,03062308","22,70000076",
25/10/2011 19.00,,,,"1,13797433","22,70000076",
25/10/2011 20.00,,,,"1,133432","22,70000076",
25/10/2011 21.00,"49,07880296",,,"1,00731958","22,70000076",
25/10/2011 22.00,"45,021864",,,"0,89167353","22,70000076",
25/10/2011 23.00,"40,78466168",,,"0,87895639","22,70000076",
26/10/2011 0.00,"39,2905484",,,"0,92062494","22,70000076",
26/10/2011 1.00,"38,92866416",,,"0,88231392","20,60000038",
26/10/2011 2.00,"32,50736512",,,"0,80229356","20,60000038",
26/10/2011 3.00,"28,9938548",,,"0,75043475","20,60000038",
26/10/2011 4.00,"25,78385536",,,"0,69600828","20,60000038",
26/10/2011 5.00,"26,10809232",,,"0,79151149","20,60000038",
26/10/2011 6.00,"29,18970096",,,"0,73941502","20,60000038",
26/10/2011 7.00,"36,7614504",,,"0,839499","20,60000038",
26/10/2011 8.00,"64,17041016",,,"1,22079884","20,60000038",
26/10/2011 9.00,"90,07487448",,,"1,40832889","20,60000038",
26/10/2011 10.00,,,,"1,1706386","20,60000038",
26/10/2011 11.00,,,,"1,03315113","20,60000038",
26/10/2011 12.00,"59,12777784",,,"1,09322435","20,60000038",
26/10/2011 13.00,"64,49464712",,,"1,14334615","20,60000038",
26/10/2011 14.00,"47,11646",,,"0,92789338","20,60000038",
26/10/2011 15.00,"33,67594128",,,"0,90328625","20,60000038",
26/10/2011 16.00,"41,2658356",,,"1,09677993","20,60000038",
26/10/2011 17.00,"43,94925112",,,"0,93326403","20,60000038",
26/10/2011 18.00,"40,35924168",,,"1,13236719","20,60000038",
26/10/2011 19.00,"47,8687364",,,"1,12569174","20,60000038",
26/10/2011 20.00,"49,90627832",,,"1,26234973","20,60000038",
26/10/2011 21.00,"51,23437264",,,"1,13544745","20,60000038",
26/10/2011 22.00,"43,2385416",,,"1,06115423","20,60000038",
26/10/2011 23.00,"41,2269264",,,"1,18059236","20,60000038",
27/10/2011 0.00,"44,07247952",,,"1,16246263","20,60000038",
27/10/2011 1.00,"38,2607452",,,"1,07276579","19,60000038",
27/10/2011 2.00,,,,"1,01612815","19,60000038",
27/10/2011 3.00,"27,8058336",,,,"19,60000038",
27/10/2011 4.00,"25,69047328",,,"0,97228687","19,60000038",
27/10/2011 5.00,"24,30788696",,,"0,95151142","19,60000038",
27/10/2011 6.00,"23,79040416",,,"1,03149217","19,60000038",
27/10/2011 7.00,"27,38171376",,,"1,10001863","19,60000038",
27/10/2011 8.00,"31,33100712",,,"1,07932241","19,60000038",
27/10/2011 9.00,"31,07290624",,,"1,08469422","19,60000038",
27/10/2011 10.00,"27,86678816",,,"0,96478194","19,60000038",
27/10/2011 11.00,"24,81112536",,,"0,96561258","19,60000038",
27/10/2011 12.00,"21,91756192",,,"0,94756207","19,60000038",
27/10/2011 13.00,"20,73212192",,,"0,92358754","19,60000038",
27/10/2011 14.00,"21,14845992",,,"0,94266441","19,60000038",
27/10/2011 15.00,"17,87620194",,,"1,0265549","19,60000038",
27/10/2011 16.00,"17,55585016",,,"1,04930502","19,60000038",
27/10/2011 17.00,"20,91500472",,,"1,13351238","19,60000038",
27/10/2011 18.00,"23,72424896",,,"1,21163612","19,60000038",
27/10/2011 19.00,"27,65407816",,,"1,21882417","19,60000038",
27/10/2011 20.00,"30,33881296",,,"1,20452729","19,60000038",
27/10/2011 21.00,"34,58123504",,,"1,28573128","19,60000038",
27/10/2011 22.00,"32,0585996",,,"1,18197405","19,60000038",
27/10/2011 23.00,"25,70083632",,,"1,05274177","19,60000038",
28/10/2011 0.00,"21,45325184",,,"1,06834228","19,60000038",
28/10/2011 1.00,"20,12643856",,,"1,07766345","20,89999962",
28/10/2011 2.00,"17,66611329",,,"1,23261427","20,89999962",
28/10/2011 3.00,"16,51826894",,,"1,21633573","20,89999962",
28/10/2011 4.00,"16,47676707",,,"1,00088179","20,89999962",
28/10/2011 5.00,"15,71414484",,,"0,98393803","20,89999962",
28/10/2011 6.00,"17,10839436",,,"1,11502733","20,89999962",
28/10/2011 7.00,"22,21717232",,,"1,2083182","20,89999962",
28/10/2011 8.00,"26,5334932",,,"1,26017701","20,89999962",
28/10/2011 9.00,"28,13397104",,,"1,33814347","20,89999962",
28/10/2011 10.00,"23,39353032",,,"1,24674922","20,89999962",
28/10/2011 11.00,"24,08611408",,,"1,29378959","20,89999962",
28/10/2011 12.00,"23,25215704",,,"1,29983128","20,89999962",
28/10/2011 13.00,"20,6102128",,,"1,30907439","20,89999962",
28/10/2011 14.00,"17,14470898",,,"1,20010262","20,89999962",
28/10/2011 15.00,"15,10975399",,,"1,26511428","20,89999962",
28/10/2011 16.00,"16,20829168",,,"1,26558843","20,89999962",
28/10/2011 17.00,"18,46243452",,,"1,10369188","20,89999962",
28/10/2011 18.00,"19,09924906",,,"1,32838776","20,89999962",
28/10/2011 19.00,"23,6360484",,,"1,29493362","20,89999962",
28/10/2011 20.00,"25,48942648",,,"1,1738773","20,89999962",
28/10/2011 21.00,"24,54134216",,,"1,23351715","20,89999962",
28/10/2011 22.00,"20,38323928",,,"1,17759016","20,89999962",
28/10/2011 23.00,"18,0694516",,,"1,12028031","20,89999962",
29/10/2011 0.00,"15,6220591",,,"1,12983797","20,89999962",
29/10/2011 1.00,"14,89186247",,,"1,09867655","14,89999962",
29/10/2011 2.00,,,,"1,02517204","14,89999962",
29/10/2011 3.00,"15,68171923",,,,"14,89999962",
29/10/2011 4.00,"14,89186247",,,"1,02726671","14,89999962",
29/10/2011 5.00,"13,31863254",,,"0,98520206","14,89999962",
29/10/2011 6.00,"16,18883899",,,"1,06613111","14,89999962",
29/10/2011 7.00,"17,58697752",,,"1,13244524","14,89999962",
29/10/2011 8.00,"20,97465912",,,"1,26815493","14,89999962",
29/10/2011 9.00,"24,7021796",,,"1,32988944","14,89999962",
29/10/2011 10.00,"19,27043616",,,"1,3299675","14,89999962",
29/10/2011 11.00,"18,00200962",,,"1,36113008","14,89999962",
29/10/2011 12.00,"17,10450153",,,"1,25113195","14,89999962",
29/10/2011 13.00,"15,48198598",,,"1,25693831","14,89999962",
29/10/2011 14.00,"13,86076867",,,"1,13722407","14,89999962",
29/10/2011 15.00,"14,75438394",,,"1,27392168","14,89999962",
29/10/2011 16.00,"13,67789543",,,"1,25101428","14,89999962",
29/10/2011 17.00,"15,26928171",,,"1,20962183","14,89999962",
29/10/2011 18.00,"16,5883055",,,"1,36962177","14,89999962",
29/10/2011 19.00,"19,84759248",,,"1,44115044","14,89999962",
29/10/2011 20.00,"23,22361088",,,"1,32096205","14,89999962",
29/10/2011 21.00,"24,85003456",,,"1,35394203","14,89999962",
29/10/2011 22.00,"21,58684328",,,"1,35279684","14,89999962",
29/10/2011 23.00,"19,28990032",,,"1,36575164","14,89999962",
30/10/2011 0.00,"18,33922142",,,"1,33522048","14,89999962",
30/10/2011 1.00,"16,56236731",,,"1,31914581",13,
30/10/2011 2.00,"16,85159173",,,"1,32052867",13,
30/10/2011 3.00,"15,84773437",,,"1,23414858",13,
30/10/2011 4.00,"16,60257285",,,"1,21748092",13,
30/10/2011 5.00,"15,63113918",,,"1,1158172",13,
30/10/2011 6.00,"16,43137237",,,"1,18229093",13,
30/10/2011 7.00,"15,69598658",,,"1,32874308",13,
30/10/2011 8.00,"16,73226954",,,"1,37341384",13,
