"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
25/09/2011 13.00,"5,7","6,9","8,6","0,2","119,3","37,5"
25/09/2011 14.00,"4,3","7,5","9,1","0,2","117,5","37,5"
25/09/2011 15.00,"2,9","12,9","15,9","0,2","95,1","37,5"
25/09/2011 16.00,"2,7","7,2","8,7","0,2","101,6","37,5"
25/09/2011 17.00,"2,5","7,3","8,9","0,2","95,9","37,5"
25/09/2011 18.00,2,"10,8","12,2","0,4","80,5","37,5"
25/09/2011 19.00,"1,8","13,8","15,2","0,3",65,"37,5"
25/09/2011 20.00,"2,5","13,7","14,8","0,3","67,4","37,5"
25/09/2011 21.00,2,"18,1","19,3","0,3","55,9","37,5"
25/09/2011 22.00,"2,3",18,"19,5","0,3","49,2","37,5"
25/09/2011 23.00,"1,8","15,7","17,1","0,3","34,6","37,5"
26/09/2011 0.00,"1,8","11,4","12,8","0,2","64,9","37,5"
26/09/2011 1.00,"1,3","3,6","4,9","0,2","93,5","22,6"
26/09/2011 2.00,"1,5","3,9","5,2","0,2","88,4","22,6"
26/09/2011 3.00,"1,4",4,"5,3","0,2","82,6","22,6"
26/09/2011 4.00,"1,8",6,"7,2","0,2",76,"22,6"
26/09/2011 5.00,"1,7","6,2","7,6","0,2","71,6","22,6"
26/09/2011 6.00,"1,6","22,4","25,5","0,2","47,3","22,6"
26/09/2011 7.00,"1,7","26,2","30,3","0,3",43,"22,6"
26/09/2011 8.00,2,"31,9","43,3","0,3","42,5","22,6"
26/09/2011 9.00,"1,4","9,8","12,7","0,2","82,6","22,6"
26/09/2011 10.00,"2,8","7,9","10,2","0,2","98,3","22,6"
26/09/2011 11.00,"3,5","7,5","9,7","0,2","103,8","22,6"
26/09/2011 12.00,"2,9","8,2","10,2","0,2","102,6","22,6"
26/09/2011 13.00,"2,3","9,4","11,8","0,2","95,4","22,6"
26/09/2011 14.00,"1,4","12,6","16,4","0,2","71,2","22,6"
26/09/2011 15.00,"1,9","9,2","10,8","0,2","87,8","22,6"
26/09/2011 16.00,"2,1","7,7","9,3","0,2","95,9","22,6"
26/09/2011 17.00,"1,9",17,"18,9","0,3","62,7","22,6"
26/09/2011 18.00,"2,1","24,7","26,8","0,4","37,6","22,6"
26/09/2011 19.00,"1,3","25,7","27,5","0,3","48,3","22,6"
26/09/2011 20.00,"1,5","22,2","24,1","0,3","47,1","22,6"
26/09/2011 21.00,"1,5",24,26,"0,4","33,5","22,6"
26/09/2011 22.00,"1,7",20,"21,5","0,3","24,1","22,6"
26/09/2011 23.00,"1,3","17,3","19,2","0,3","23,5","22,6"
27/09/2011 0.00,"1,9","13,1","15,2","0,2","34,7","22,6"
27/09/2011 1.00,"1,4","6,6","7,9","0,2","62,7",24
27/09/2011 2.00,"1,5",,,"0,2",70,24
27/09/2011 3.00,"1,1","4,9","7,6",,"63,3",24
27/09/2011 4.00,,"4,5",6,"0,2","57,6",24
27/09/2011 5.00,"2,1","6,8","8,3","0,2",,24
27/09/2011 6.00,"1,8","21,6","24,8","0,3","36,2",24
27/09/2011 7.00,2,"30,3","39,8","0,4","17,5",24
27/09/2011 8.00,2,"27,9","42,5","0,4","26,2",24
27/09/2011 9.00,"1,8","22,6","33,8","0,3","45,1",24
27/09/2011 10.00,2,"7,7",10,"0,2","84,1",24
27/09/2011 11.00,"1,3","4,8","6,8","0,1","97,5",24
27/09/2011 12.00,2,5,"7,2","0,2","105,5",24
27/09/2011 13.00,"1,8","5,5","7,5","0,2","110,7",24
27/09/2011 14.00,"2,2","5,7","7,3","0,2","111,7",24
27/09/2011 15.00,"1,6","8,1","9,7","0,2","96,9",24
27/09/2011 16.00,"1,9","8,9","10,9","0,2","73,1",24
27/09/2011 17.00,"1,5",12,14,"0,2","43,8",24
27/09/2011 18.00,"1,7",23,"27,9","0,3","17,2",24
27/09/2011 19.00,"1,9","33,7","39,2","0,4","15,4",24
27/09/2011 20.00,"2,9","36,9","82,8","0,6","3,7",24
27/09/2011 21.00,"2,1","37,3",50,"0,5","7,1",24
27/09/2011 22.00,2,"32,5","36,6","0,5","23,7",24
27/09/2011 23.00,"1,6","19,7","21,3","0,3","57,9",24
28/09/2011 0.00,"1,8","11,5","12,8","0,2","70,4",24
28/09/2011 1.00,"1,4","8,1","9,2","0,2",67,"26,8"
28/09/2011 2.00,"1,8","6,4","7,6","0,2","62,7","26,8"
28/09/2011 3.00,"1,9","6,6","7,9","0,2","30,3","26,8"
28/09/2011 4.00,"1,5",7,"8,5","0,2","35,4","26,8"
28/09/2011 5.00,"1,9","10,5","11,8","0,3","37,3","26,8"
28/09/2011 6.00,"1,7","21,5","26,7","0,3","23,7","26,8"
28/09/2011 7.00,"1,9","33,9","46,4","0,4","21,7","26,8"
28/09/2011 8.00,"2,4","34,2","62,8","0,4","30,5","26,8"
28/09/2011 9.00,"1,7","10,5","14,1","0,2","74,5","26,8"
28/09/2011 10.00,"3,1","9,7","12,8","0,2","89,4","26,8"
28/09/2011 11.00,"3,6","9,1","11,4","0,2","97,6","26,8"
28/09/2011 12.00,"4,4","9,1","11,4","0,2","99,9","26,8"
28/09/2011 13.00,"6,9","12,1","15,8","0,2",101,"26,8"
28/09/2011 14.00,"6,3","7,7","9,8","0,2","105,5","26,8"
28/09/2011 15.00,"6,2","9,1","11,1","0,2","107,6","26,8"
28/09/2011 16.00,"6,1","10,7","12,7","0,2",111,"26,8"
28/09/2011 17.00,"4,1",12,"13,8","0,2","107,5","26,8"
28/09/2011 18.00,"3,3","23,5","25,4","0,2","85,8","26,8"
28/09/2011 19.00,3,"38,6","41,6","0,3","61,7","26,8"
28/09/2011 20.00,3,"40,1","42,3","0,4","58,3","26,8"
28/09/2011 21.00,"2,9","27,5","29,2","0,3",68,"26,8"
28/09/2011 22.00,3,"17,3","18,9","0,2","76,2","26,8"
28/09/2011 23.00,"2,1",16,"17,5","0,2",73,"26,8"
29/09/2011 0.00,"2,5","12,4","13,9","0,2","76,6","26,8"
29/09/2011 1.00,"2,4","10,2","11,7","0,2",75,"21,8"
29/09/2011 2.00,"2,2",,,"0,2","65,3","21,8"
29/09/2011 3.00,"2,2","10,6","14,1",,"61,2","21,8"
29/09/2011 4.00,,"10,6","12,8","0,2","59,6","21,8"
29/09/2011 5.00,"3,3","14,8","16,7","0,2",,"21,8"
29/09/2011 6.00,"3,3","38,2","74,4","0,2","7,3","21,8"
29/09/2011 7.00,"2,4","31,9",62,"0,5","8,2","21,8"
29/09/2011 8.00,"3,5","45,2","69,5","0,4",32,"21,8"
29/09/2011 9.00,"4,3","25,4","34,1","0,3","65,5","21,8"
29/09/2011 10.00,7,"12,7","15,4","0,2","92,4","21,8"
29/09/2011 11.00,"6,5","12,7","15,7","0,2","97,8","21,8"
29/09/2011 12.00,"5,9","13,3","16,5","0,2","101,6","21,8"
29/09/2011 13.00,6,"14,7","17,9","0,2",107,"21,8"
29/09/2011 14.00,"5,9","11,8","13,9","0,2","109,9","21,8"
29/09/2011 15.00,"5,7","11,2","13,1","0,1","114,1","21,8"
29/09/2011 16.00,"5,8","12,5","14,6","0,2","119,6","21,8"
29/09/2011 17.00,"4,8","13,2","15,2","0,2","117,4","21,8"
29/09/2011 18.00,"4,2","21,1",23,"0,2",104,"21,8"
29/09/2011 19.00,4,"24,1","25,9","0,2","96,4","21,8"
29/09/2011 20.00,"3,6","21,8","23,5","0,2","97,5","21,8"
29/09/2011 21.00,"3,5","17,4",19,"0,2","97,2","21,8"
29/09/2011 22.00,"3,4","15,2","16,7","0,2","96,2","21,8"
29/09/2011 23.00,"3,1","12,4","13,9","0,2","99,1","21,8"
30/09/2011 0.00,"2,9","10,2","11,6","0,2","101,1","21,8"
30/09/2011 1.00,"2,8","8,4","9,5","0,1","102,2","18,6"
30/09/2011 2.00,"3,1",9,"10,3","0,2","96,6","18,6"
30/09/2011 3.00,"2,7","8,5","9,8","0,1","87,6","18,6"
30/09/2011 4.00,"2,9","8,6","10,1","0,2","76,3","18,6"
30/09/2011 5.00,"2,6","11,4","12,7","0,2","64,6","18,6"
30/09/2011 6.00,"2,8","16,9","18,9","0,2","55,7","18,6"
30/09/2011 7.00,"2,5","30,4","37,7","0,3",37,"18,6"
30/09/2011 8.00,"3,4","31,4","42,6","0,3","46,3","18,6"
30/09/2011 9.00,"4,8","13,3","16,7","0,2","80,8","18,6"
30/09/2011 10.00,"5,2","11,9","15,2","0,2","86,7","18,6"
30/09/2011 11.00,"5,2","11,9","14,8","0,2","93,6","18,6"
30/09/2011 12.00,5,"12,6","15,5","0,2","97,6","18,6"
30/09/2011 13.00,"4,2","13,6","17,1","0,2","94,9","18,6"
30/09/2011 14.00,"3,5","11,2","13,6","0,2","98,5","18,6"
30/09/2011 15.00,"3,2","11,9",14,"0,1",104,"18,6"
30/09/2011 16.00,"3,4","11,8","13,9","0,1","101,8","18,6"
30/09/2011 17.00,"3,3","11,4","13,4","0,1",98,"18,6"
30/09/2011 18.00,"4,3","23,7","25,7","0,2","79,5","18,6"
30/09/2011 19.00,"3,7","21,9","23,5","0,2","78,1","18,6"
30/09/2011 20.00,"2,9","21,6","23,4","0,2","75,2","18,6"
30/09/2011 21.00,"2,6","20,2","21,7","0,2","73,4","18,6"
30/09/2011 22.00,"2,6","18,2","19,5","0,2","67,6","18,6"
30/09/2011 23.00,"2,6","15,6","17,1","0,2","61,9","18,6"
01/10/2011 0.00,"0,9","13,5",15,"0,2","64,7","18,6"
01/10/2011 1.00,"2,4","10,3","11,9","0,1","72,3","22,6"
01/10/2011 2.00,"2,2",,,"0,1",75,"22,6"
01/10/2011 3.00,"2,2","8,2","11,2",,"73,6","22,6"
01/10/2011 4.00,,8,"10,1","0,1","69,5","22,6"
01/10/2011 5.00,"2,7","10,3","12,1","0,2",,"22,6"
01/10/2011 6.00,"2,2","14,6","16,6","0,2","48,2","22,6"
01/10/2011 7.00,"2,3","23,9","29,4","0,3","37,7","22,6"
01/10/2011 8.00,"2,9","28,3",39,"0,4","41,3","22,6"
01/10/2011 9.00,"3,7","14,1","18,6","0,2","73,6","22,6"
01/10/2011 10.00,"5,9","10,2","12,9","0,2","93,3","22,6"
01/10/2011 11.00,"6,6","10,5",13,"0,2","101,5","22,6"
01/10/2011 12.00,"9,5","10,8","13,2","0,2","110,5","22,6"
01/10/2011 13.00,"7,7","11,5","13,7","0,2","109,3","22,6"
01/10/2011 14.00,"5,6","9,1","10,7","0,2","113,1","22,6"
01/10/2011 15.00,"5,5","8,3","9,8","0,2","119,7","22,6"
01/10/2011 16.00,5,"9,1","10,4","0,2","118,7","22,6"
01/10/2011 17.00,"4,3","10,2","11,8","0,2","114,7","22,6"
01/10/2011 18.00,3,"14,9","16,4","0,2",97,"22,6"
01/10/2011 19.00,"3,5","23,2","24,9","0,2",77,"22,6"
01/10/2011 20.00,"3,5","28,3","30,2","0,3","61,3","22,6"
01/10/2011 21.00,"2,3","37,6","39,2","0,3","31,2","22,6"
01/10/2011 22.00,"2,3","28,8","30,7","0,3","28,6","22,6"
01/10/2011 23.00,"2,5","21,7","23,6","0,3","53,8","22,6"
02/10/2011 0.00,"2,2","17,6","19,1","0,2","66,1","22,6"
02/10/2011 1.00,2,"14,7","16,2","0,2",62,"25,4"
02/10/2011 2.00,"2,4",14,"15,4","0,2","67,3","25,4"
02/10/2011 3.00,"2,3","11,6","13,2","0,2","67,8","25,4"
02/10/2011 4.00,"2,3","7,9","9,3","0,1","67,2","25,4"
02/10/2011 5.00,"1,9","7,2","8,7","0,2","61,5","25,4"
02/10/2011 6.00,"1,9","8,1","9,3","0,2","61,4","25,4"
02/10/2011 7.00,"1,8","8,2","9,9","0,2","62,3","25,4"
02/10/2011 8.00,"1,8","7,9",10,"0,2","70,4","25,4"
02/10/2011 9.00,"2,9","9,6",12,"0,2","83,8","25,4"
02/10/2011 10.00,"3,9","8,8",11,"0,2","94,7","25,4"
02/10/2011 11.00,"6,4","9,4","11,7","0,2","103,5","25,4"
02/10/2011 12.00,"6,6","8,4","10,5","0,2","104,9","25,4"
02/10/2011 13.00,"5,2","7,3",9,"0,2","103,9","25,4"
02/10/2011 14.00,"4,8","7,3","9,1","0,2","106,2","25,4"
02/10/2011 15.00,"4,7","7,7","9,4","0,2","110,3","25,4"
02/10/2011 16.00,"4,8","8,4","10,1","0,2","110,8","25,4"
02/10/2011 17.00,"4,7","11,7","13,3","0,2","106,3","25,4"
02/10/2011 18.00,"5,8","18,3",20,"0,2","94,4","25,4"
02/10/2011 19.00,"3,3","14,1","15,7","0,2","92,7","25,4"
02/10/2011 20.00,"3,4","16,4",18,"0,2","85,7","25,4"
02/10/2011 21.00,"3,3","14,1","15,7","0,2","83,8","25,4"
02/10/2011 22.00,3,"17,5","19,2","0,2","76,1","25,4"
02/10/2011 23.00,"3,1","28,1","29,8","0,2","57,1","25,4"
03/10/2011 0.00,"2,7",20,"21,4","0,2","69,4","25,4"
03/10/2011 1.00,"2,4","16,7","17,9","0,2","72,4","22,3"
03/10/2011 2.00,"2,4",,,"0,2","70,5","22,3"
03/10/2011 3.00,"2,1","8,3",11,,"80,6","22,3"
03/10/2011 4.00,,"7,9","9,7","0,2","77,5","22,3"
03/10/2011 5.00,3,"9,2","10,8","0,2",,"22,3"
03/10/2011 6.00,"2,5","14,4","16,5","0,2","57,1","22,3"
03/10/2011 7.00,"2,3","23,3","27,7","0,3","46,8","22,3"
03/10/2011 8.00,"2,3","30,2","41,5","0,3","42,7","22,3"
03/10/2011 9.00,"4,4","15,4","19,9","0,3","71,3","22,3"
03/10/2011 10.00,6,"10,8","13,9","0,2",90,"22,3"
03/10/2011 11.00,"7,4","9,9","12,3","0,2","96,8","22,3"
03/10/2011 12.00,"5,6",10,"12,5","0,2","96,2","22,3"
03/10/2011 13.00,"4,8","12,1","15,7","0,2","96,1","22,3"
03/10/2011 14.00,5,"9,3","11,5","0,2","102,7","22,3"
03/10/2011 15.00,5,"9,6","11,7","0,2","106,3","22,3"
03/10/2011 16.00,"5,1","10,7","12,8","0,2","110,3","22,3"
03/10/2011 17.00,"4,3","13,3","15,5","0,2","107,7","22,3"
03/10/2011 18.00,"2,7","21,2","22,8","0,2","87,5","22,3"
03/10/2011 19.00,"2,8","30,2",32,"0,3","72,3","22,3"
03/10/2011 20.00,"2,6","28,9","31,1","0,3","65,2","22,3"
03/10/2011 21.00,"2,5","22,9","24,4","0,2","65,3","22,3"
03/10/2011 22.00,"2,4","17,1","18,7","0,2","55,3","22,3"
03/10/2011 23.00,"2,3","19,8","21,4","0,3","24,5","22,3"
04/10/2011 0.00,"1,6","23,8","25,9","0,3","18,6","22,3"
04/10/2011 1.00,"2,3","15,7","17,3","0,2","53,5","23,8"
04/10/2011 2.00,"1,8",9,"10,5","0,2",73,"23,8"
04/10/2011 3.00,2,"7,9","8,8","0,2",73,"23,8"
04/10/2011 4.00,"2,2","7,6","9,2","0,2","68,5","23,8"
04/10/2011 5.00,"2,1","10,8","12,8","0,2","24,9","23,8"
04/10/2011 6.00,"1,8","18,2","21,9","0,3","23,8","23,8"
04/10/2011 7.00,2,"21,9","26,5","0,3",54,"23,8"
04/10/2011 8.00,"2,2","26,8","34,6","0,3","52,2","23,8"
04/10/2011 9.00,"2,6","21,7","27,8","0,3","62,8","23,8"
04/10/2011 10.00,"3,9","12,8","15,6","0,2","92,2","23,8"
04/10/2011 11.00,5,"10,1","12,4","0,2","104,2","23,8"
04/10/2011 12.00,"5,3","9,3","11,7","0,2","109,5","23,8"
04/10/2011 13.00,"5,3","12,4","14,9","0,2","112,4","23,8"
04/10/2011 14.00,"5,6","11,4","13,3","0,2","117,2","23,8"
04/10/2011 15.00,"5,7","10,9","12,7","0,2","118,1","23,8"
04/10/2011 16.00,"5,3","12,1","13,9","0,2","112,1","23,8"
04/10/2011 17.00,"4,3","14,7","16,5","0,2","106,4","23,8"
04/10/2011 18.00,"3,9","19,6","21,2","0,2","92,6","23,8"
04/10/2011 19.00,"3,4","27,7","29,3","0,3","79,8","23,8"
04/10/2011 20.00,3,"22,8","24,3","0,3","83,5","23,8"
04/10/2011 21.00,"2,6","21,4","22,8","0,2","77,4","23,8"
04/10/2011 22.00,"2,6","19,1","20,5","0,2","47,1","23,8"
04/10/2011 23.00,"2,2","18,3","20,1","0,3","30,8","23,8"
05/10/2011 0.00,"2,2","15,8","17,8","0,3","24,9","23,8"
05/10/2011 1.00,"1,9","12,1","14,3","0,3","36,5","28,2"
05/10/2011 2.00,"1,8",,,"0,2",47,"28,2"
05/10/2011 3.00,"2,1","7,7","10,7",,58,"28,2"
05/10/2011 4.00,,"7,7","9,8","0,2","45,6","28,2"
05/10/2011 5.00,"2,6","10,7","13,3","0,2",,"28,2"
05/10/2011 6.00,"2,1","17,5","22,7","0,3","29,5","28,2"
05/10/2011 7.00,"2,2","23,5","28,6","0,3","50,3","28,2"
05/10/2011 8.00,"2,3","23,3","30,1","0,3","54,1","28,2"
05/10/2011 9.00,"2,1",23,"30,7","0,3","60,4","28,2"
05/10/2011 10.00,3,"15,5","19,4","0,2","90,1","28,2"
05/10/2011 11.00,"4,7","13,3","16,1","0,2","101,6","28,2"
05/10/2011 12.00,,,,,,"28,2"
05/10/2011 13.00,,,,,,"28,2"
05/10/2011 14.00,,,,,,"28,2"
05/10/2011 15.00,,,,,,"28,2"
05/10/2011 16.00,,,,,,"28,2"
05/10/2011 17.00,,,,,,"28,2"
05/10/2011 18.00,,,,,,"28,2"
05/10/2011 19.00,,,,,,"28,2"
05/10/2011 20.00,,,,,,"28,2"
05/10/2011 21.00,,,,,,"28,2"
05/10/2011 22.00,,,,,,"28,2"
05/10/2011 23.00,,,,,,"28,2"
06/10/2011 0.00,,,,,,"28,2"
06/10/2011 1.00,,,,,,"38,9"
06/10/2011 2.00,,,,,,"38,9"
06/10/2011 3.00,,,,,,"38,9"
06/10/2011 4.00,,,,,,"38,9"
06/10/2011 5.00,,,,,,"38,9"
06/10/2011 6.00,,,,,,"38,9"
06/10/2011 7.00,,,,,,"38,9"
06/10/2011 8.00,,,,,,"38,9"
06/10/2011 9.00,,,,,,"38,9"
06/10/2011 10.00,,,,,,"38,9"
06/10/2011 11.00,,,,,,"38,9"
06/10/2011 12.00,,,,,,"38,9"
06/10/2011 13.00,,,,,,"38,9"
06/10/2011 14.00,"5,8","9,6","12,1","0,2","119,4","38,9"
06/10/2011 15.00,"4,3","7,8","9,7","0,2","115,9","38,9"
06/10/2011 16.00,"4,5","8,2",10,"0,2","114,9","38,9"
06/10/2011 17.00,"5,3","9,4","10,7","0,3",114,"38,9"
06/10/2011 18.00,"4,1","17,6",19,"0,4","95,3","38,9"
06/10/2011 19.00,"3,5","20,4","21,9","0,4","87,2","38,9"
06/10/2011 20.00,"3,4","13,5","14,8","0,4","86,5","38,9"
06/10/2011 21.00,"2,8","18,9","20,1","0,5","57,1","38,9"
06/10/2011 22.00,"2,3","19,7","21,1","0,5","41,3","38,9"
06/10/2011 23.00,"3,1",14,"15,7","0,5","35,4","38,9"
07/10/2011 0.00,"2,3","11,4","13,1","0,5","30,4","38,9"
07/10/2011 1.00,"2,2",9,"10,9","0,5","31,8",
07/10/2011 2.00,"2,4",,,"0,4","30,4",
07/10/2011 3.00,"2,6","8,8","11,8",,29,
07/10/2011 4.00,,"9,4","11,8","0,3","24,6",
07/10/2011 5.00,"3,1","9,4","11,7","0,2",,
07/10/2011 6.00,"3,1","20,5","29,8","0,2","27,8",
07/10/2011 7.00,"2,6","30,9","40,8","0,3","25,4",
07/10/2011 8.00,"2,4","25,2","34,2","0,3","39,9",
07/10/2011 9.00,"2,6",12,"15,4","0,2","90,4",
07/10/2011 10.00,"3,1","9,4","11,5","0,2","99,9",
07/10/2011 11.00,3,"7,2","8,7","0,2","99,8",
07/10/2011 12.00,,,,,,
07/10/2011 13.00,,,,,,
07/10/2011 14.00,,,,,,
07/10/2011 15.00,,,,,,
07/10/2011 16.00,,,,,,
07/10/2011 17.00,,,,,,
07/10/2011 18.00,,,,,,
07/10/2011 19.00,,,,,,
07/10/2011 20.00,,,,,,
07/10/2011 21.00,,,,,,
07/10/2011 22.00,,,,,,
07/10/2011 23.00,,,,,,
08/10/2011 0.00,,,,,,
08/10/2011 1.00,,,,,,
08/10/2011 2.00,,,,,,
08/10/2011 3.00,,,,,,
08/10/2011 4.00,,,,,,
08/10/2011 5.00,,,,,,
08/10/2011 6.00,,,,,,
08/10/2011 7.00,,,,,,
08/10/2011 8.00,,,,,,
08/10/2011 9.00,,,,,,
08/10/2011 10.00,,,,,,
08/10/2011 11.00,,,,,,
08/10/2011 12.00,,,,,,
08/10/2011 13.00,,,,,,
08/10/2011 14.00,,,,,,
08/10/2011 15.00,,,,,,
08/10/2011 16.00,,,,,,
08/10/2011 17.00,,,,,,
08/10/2011 18.00,,,,,,
08/10/2011 19.00,,,,,,
08/10/2011 20.00,,,,,,
08/10/2011 21.00,,,,,,
08/10/2011 22.00,,,,,,
08/10/2011 23.00,,,,,,
09/10/2011 0.00,,,,,,
09/10/2011 1.00,,,,,,
09/10/2011 2.00,,,,,,
09/10/2011 3.00,,,,,,
09/10/2011 4.00,,,,,,
09/10/2011 5.00,,,,,,
09/10/2011 6.00,,,,,,
09/10/2011 7.00,,,,,,
09/10/2011 8.00,,,,,,
09/10/2011 9.00,,,,,,
09/10/2011 10.00,,,,,,
09/10/2011 11.00,,,,,,
09/10/2011 12.00,,,,,,
09/10/2011 13.00,,,,,,
09/10/2011 14.00,,,,,,
09/10/2011 15.00,,,,,,
09/10/2011 16.00,,,,,,
09/10/2011 17.00,,,,,,
09/10/2011 18.00,,,,,,
09/10/2011 19.00,,,,,,
09/10/2011 20.00,,,,,,
09/10/2011 21.00,,,,,,
09/10/2011 22.00,,,,,,
09/10/2011 23.00,,,,,,
10/10/2011 0.00,,,,,,
10/10/2011 1.00,,,,,,
10/10/2011 2.00,,,,,,
10/10/2011 3.00,,,,,,
10/10/2011 4.00,,,,,,
10/10/2011 5.00,,,,,,
10/10/2011 6.00,,,,,,
10/10/2011 7.00,,,,,,
10/10/2011 8.00,,,,,,
10/10/2011 9.00,,,,,,
10/10/2011 10.00,,,,,,
10/10/2011 11.00,,,,,,
10/10/2011 12.00,,,,,,
10/10/2011 13.00,,,,,,
10/10/2011 14.00,,,,,,
10/10/2011 15.00,,,,,,
10/10/2011 16.00,,,,,,
10/10/2011 17.00,,,,,,
10/10/2011 18.00,,,,,,
10/10/2011 19.00,,,,,,
10/10/2011 20.00,,,,,,
10/10/2011 21.00,,,,,,
10/10/2011 22.00,,,,,,
10/10/2011 23.00,,,,,,
11/10/2011 0.00,,,,,,
11/10/2011 1.00,,,,,,"10,2"
11/10/2011 2.00,,,,,,"10,2"
11/10/2011 3.00,,,,,,"10,2"
11/10/2011 4.00,,,,,,"10,2"
11/10/2011 5.00,,,,,,"10,2"
11/10/2011 6.00,,,,,,"10,2"
11/10/2011 7.00,,,,,,"10,2"
11/10/2011 8.00,,,,,,"10,2"
11/10/2011 9.00,,,,,,"10,2"
11/10/2011 10.00,,,,,,"10,2"
11/10/2011 11.00,,,,,,"10,2"
11/10/2011 12.00,,,,,,"10,2"
11/10/2011 13.00,,,,,,"10,2"
11/10/2011 14.00,,,,,,"10,2"
11/10/2011 15.00,,,,,,"10,2"
11/10/2011 16.00,,,,,,"10,2"
11/10/2011 17.00,,,,,,"10,2"
11/10/2011 18.00,,,,,,"10,2"
11/10/2011 19.00,,,,,,"10,2"
11/10/2011 20.00,,,,,,"10,2"
11/10/2011 21.00,,,,,,"10,2"
11/10/2011 22.00,,,,,,"10,2"
11/10/2011 23.00,,,,,,"10,2"
12/10/2011 0.00,,,,,,"10,2"
12/10/2011 1.00,,,,,,"24,5"
12/10/2011 2.00,,,,,,"24,5"
12/10/2011 3.00,,,,,,"24,5"
12/10/2011 4.00,,,,,,"24,5"
12/10/2011 5.00,,,,,,"24,5"
12/10/2011 6.00,,,,,,"24,5"
12/10/2011 7.00,,,,,,"24,5"
12/10/2011 8.00,,,,,,"24,5"
12/10/2011 9.00,,,,,,"24,5"
12/10/2011 10.00,,,,,,"24,5"
12/10/2011 11.00,,,,,,"24,5"
12/10/2011 12.00,,,,,,"24,5"
12/10/2011 13.00,"4,5","8,6","11,8","0,2","69,9","24,5"
12/10/2011 14.00,7,"11,9","14,9","0,2","73,5","24,5"
12/10/2011 15.00,"5,2","8,4","10,8","0,2","79,5","24,5"
12/10/2011 16.00,"3,7",9,11,"0,1",75,"24,5"
12/10/2011 17.00,"2,7","7,4","8,9","0,1","76,7","24,5"
12/10/2011 18.00,"2,6","14,5","15,9","0,3","61,1","24,5"
12/10/2011 19.00,"2,5","30,2","31,5","0,4","29,1","24,5"
12/10/2011 20.00,"2,4","19,2","21,1","0,3","35,8","24,5"
12/10/2011 21.00,"2,5","21,8","23,7","0,4","23,4","24,5"
12/10/2011 22.00,"2,5","21,2","23,3","0,4","20,7","24,5"
12/10/2011 23.00,"2,6","17,3","19,3","0,3","23,9","24,5"
13/10/2011 0.00,"2,4","14,8",17,"0,3","17,5","24,5"
13/10/2011 1.00,"2,4","10,1","12,3","0,3","19,3","29,3"
13/10/2011 2.00,"2,4",,,"0,2","21,8","29,3"
13/10/2011 3.00,"2,3","7,6","10,7",,"23,7","29,3"
13/10/2011 4.00,,"8,4","11,2","0,2","22,7","29,3"
13/10/2011 5.00,"2,3","12,6","15,4","0,2",,"29,3"
13/10/2011 6.00,3,"24,5","37,7","0,2","8,5","29,3"
13/10/2011 7.00,"3,3","31,6","52,8","0,4","12,2","29,3"
13/10/2011 8.00,"3,1","27,4","48,8","0,3",23,"29,3"
13/10/2011 9.00,3,"13,2","19,1","0,3","57,9","29,3"
13/10/2011 10.00,"2,7","9,4","13,2","0,1","66,8","29,3"
13/10/2011 11.00,"3,1","8,1","11,4","0,2","71,2","29,3"
13/10/2011 12.00,"3,2",8,"10,7","0,2","76,8","29,3"
13/10/2011 13.00,"3,7","6,5","8,1","0,2","76,1","29,3"
13/10/2011 14.00,"3,7","6,3","8,5","0,1","73,9","29,3"
13/10/2011 15.00,3,"5,2","6,6","0,1","78,1","29,3"
13/10/2011 16.00,"3,3","5,2","6,5","0,1","77,2","29,3"
13/10/2011 17.00,"2,9","5,2","6,5","0,1","76,1","29,3"
13/10/2011 18.00,"2,9","8,6","9,8","0,2","61,8","29,3"
13/10/2011 19.00,"2,7","10,1","11,4","0,3","49,8","29,3"
13/10/2011 20.00,"2,8","13,4","14,8","0,3","40,2","29,3"
13/10/2011 21.00,"2,5","10,7","12,2","0,3","36,5","29,3"
13/10/2011 22.00,"2,8","17,7","20,3","0,4","19,9","29,3"
13/10/2011 23.00,"2,5","18,7",21,"0,3","20,9","29,3"
14/10/2011 0.00,"2,3","15,4","17,2","0,2","20,9","29,3"
14/10/2011 1.00,"2,5",16,"18,5","0,3","16,7","8,9"
14/10/2011 2.00,"1,8","9,9","12,4","0,2","55,3","8,9"
14/10/2011 3.00,"2,2","10,5",12,"0,2","54,1","8,9"
14/10/2011 4.00,"2,2","6,7","8,1","0,1","55,2","8,9"
14/10/2011 5.00,"2,1","7,8","9,4","0,1",59,"8,9"
14/10/2011 6.00,"2,6","13,6","15,8","0,1","53,5","8,9"
14/10/2011 7.00,"2,6","22,2","26,5","0,2","43,4","8,9"
14/10/2011 8.00,"2,2","18,4","22,2","0,2","56,7","8,9"
14/10/2011 9.00,"2,8","14,7","17,5","0,1","62,2","8,9"
14/10/2011 10.00,"2,5","11,5","13,8","0,2",60,"8,9"
14/10/2011 11.00,"2,3","9,9",12,"0,1","59,9","8,9"
14/10/2011 12.00,"2,5",11,"13,8","0,1","60,5","8,9"
14/10/2011 13.00,"2,8","10,8","13,7","0,1","58,2","8,9"
