,Provincia di TARANTO,,,,,
06/03/2008 8.00,"0,669229","47,995827","16,169113","23,220206",,
06/03/2008 9.00,"0,570659","75,823725","21,106561","43,491671",,
06/03/2008 10.00,"0,435491","57,708881","15,522008","33,932857",,
06/03/2008 11.00,"0,461017","58,257492","16,50493","32,973739",,
06/03/2008 12.00,"0,781331","59,916324","17,459945","33,168419",,
06/03/2008 13.00,"0,562509","44,679462","11,409314","27,20468",,
06/03/2008 14.00,"0,897123","43,469396","11,284126","26,185852",,
06/03/2008 15.00,"0,684914","35,550064","11,180076","18,420694",,
06/03/2008 16.00,"0,499461","39,175102","11,225759","21,978153",,
06/03/2008 17.00,"0,649239","36,93393","8,67034","23,656297",,
06/03/2008 18.00,"1,544055","46,797403","12,348247","27,88348",,
06/03/2008 19.00,"1,798245","57,57657","13,871677","36,332627",,
06/03/2008 20.00,"1,581883","62,049848","15,408668","38,450739",,
06/03/2008 21.00,"1,307242","68,279223","17,920101","40,831046",,
06/03/2008 22.00,"0,698293","54,157761","16,811991","28,400025",,
06/03/2008 23.00,"0,776564","42,038817","16,238471","17,152671",,
07/03/2008 0.00,"0,777333","42,985602","16,731622","17,343465",,
07/03/2008 1.00,"0,893279","41,276217","16,901651","15,371989",,
07/03/2008 2.00,"1,061355","36,282858","16,57768","10,872272",,
07/03/2008 3.00,"0,810241","35,478728","17,950552","7,961148",,
07/03/2008 4.00,"0,644933","33,928842","17,189258","7,578277",,
07/03/2008 5.00,"0,411656","32,923682","16,623358","7,440701",,
07/03/2008 6.00,"0,397355","35,727746","16,441495","10,52574",,
07/03/2008 7.00,"0,877594","47,582106","17,149505","21,301954",,
07/03/2008 8.00,"0,723666","64,528357","19,165255","35,16713",,
07/03/2008 9.00,"0,947101","85,247515","20,500904","53,851287",,
07/03/2008 10.00,"1,338457","86,034797","19,15594","56,702712",,
07/03/2008 11.00,"1,068121","99,885192","21,083716","67,60484",,
07/03/2008 12.00,"1,25911","76,869073","18,4657","48,589731",,
07/03/2008 13.00,"0,843302","57,448179","17,719633","30,300112",,
07/03/2008 14.00,"1,082114","63,777419","18,715225","35,106118",,
07/03/2008 15.00,"0,728894","37,94169","11,96506","19,613429",,
07/03/2008 16.00,"1,320312","35,221927","10,47038","19,181241",,
07/03/2008 17.00,"1,945715","39,009101","10,735148","22,564792",,
07/03/2008 18.00,"0,538982","59,861851","12,909069","40,096454",,
07/03/2008 19.00,"1,002305","73,203842","15,445878","49,555348",,
07/03/2008 20.00,"0,499923","93,623375","21,725744","60,353636",,
07/03/2008 21.00,"0,385514","114,194697","25,35121","75,376504",,
07/03/2008 22.00,"0,782868","163,002473","41,049182","100,132106",,
07/03/2008 23.00,"1,372903","104,634697","21,813721","71,237599",,
08/03/2008 0.00,"2,339687","102,91361","23,155293","67,456887",,
08/03/2008 1.00,"38,338562","12,992817","18,429776",,,
08/03/2008 2.00,"0,045955",,,,,
08/03/2008 3.00,"0,018773","37,298397","12,877768","17,565394",,
08/03/2008 4.00,"0,012315","33,88605","12,728042","14,380418",,
08/03/2008 5.00,"0,013366","33,984613","12,868466","14,263615",,
08/03/2008 6.00,"0,045354","34,529343","12,958974","14,669848",,
08/03/2008 7.00,"0,105276","44,219032","13,450441","23,612186",,
08/03/2008 8.00,"0,10077","120,125774","28,627329","76,285015",,
08/03/2008 9.00,"0,047607","108,093735","23,149371","72,649689",,
08/03/2008 10.00,"0,037094","72,725251","18,062209","45,062111",,
08/03/2008 11.00,"0,045955","61,28851","17,304295","34,78037",,
08/03/2008 12.00,"0,05031","57,06817","14,794545","34,407874",,
08/03/2008 13.00,"0,031538","43,433066","10,525362","27,313703",,
08/03/2008 14.00,"0,038146","43,392878","7,691648","31,621344",,
08/03/2008 15.00,"0,088005","25,289697","3,913918","19,301944",,
08/03/2008 16.00,"0,108129","20,262631","2,969909","15,719826",,
08/03/2008 17.00,"0,244192","25,441454","4,517036","18,528415",,
08/03/2008 18.00,"0,199588","43,003785","8,434337","30,092452",,
08/03/2008 19.00,"0,128103","60,266505","12,691667","40,834944",,
08/03/2008 20.00,"0,064727","79,867681","15,319844","56,417193",,
08/03/2008 21.00,"0,118642","96,466365","19,399554","66,767705",,
08/03/2008 22.00,"0,187874","117,390468","21,129392","85,052146",,
08/03/2008 23.00,"0,152432","95,550706","20,617637","63,982496",,
09/03/2008 0.00,"0,11669","72,269986","17,70609","45,152969",,
09/03/2008 1.00,"0,096265","58,429991","15,569381","34,581788",,
09/03/2008 2.00,"0,059471","56,414476","15,360446","32,885463",,
09/03/2008 3.00,"0,102422","45,493975","14,801316","22,815284",,
09/03/2008 4.00,"0,019073","37,240003","14,051009","15,706846",,
09/03/2008 5.00,"0,069233","34,002778","13,129838","13,880737",,
09/03/2008 6.00,"0,041599","36,578567","12,761885","17,022889",,
09/03/2008 7.00,"0,119994","38,87811","12,909069","19,098178",,
09/03/2008 8.00,"0,075541","46,200822","13,583234","25,39155",,
09/03/2008 9.00,"0,063526","45,390211","14,960333","22,467453",,
09/03/2008 10.00,"0,057518","42,787155","12,527574","23,595303",,
09/03/2008 11.00,"0,054365","41,479806","12,063184","22,999581",,
09/03/2008 12.00,"0,107379","60,049915","14,653284","37,608426",,
09/03/2008 13.00,"0,239687","51,797264","14,940045","28,91009",,
09/03/2008 14.00,"0,52683","46,780558","12,600311","27,479837",,
09/03/2008 15.00,"0,393471","43,669123","11,369556","26,254647",,
09/03/2008 16.00,"0,109031","34,653832","9,732774","19,744515",,
09/03/2008 17.00,"0,112935","22,479153","3,971438","16,401207",,
09/03/2008 18.00,"0,148978","37,586305","6,211345","28,08204",,
09/03/2008 19.00,"0,089207","57,042204","12,917523","37,261895",,
09/03/2008 20.00,"0,04175","94,231677","18,700847","65,603529",,
09/03/2008 21.00,"0,081247","110,707148","22,199443","76,722404",,
09/03/2008 22.00,"0,078093","108,50359","21,265589","75,950161",,
09/03/2008 23.00,"0,119843","115,416465","25,558462","76,281128",,
10/03/2008 0.00,"0,113836","89,086562","19,337815","59,477575",,
10/03/2008 1.00,"73,682418","14,347919","51,718889",,,
10/03/2008 2.00,"0,782931",,,,,
10/03/2008 3.00,"0,982723","53,532614","11,227446","36,343009",,
10/03/2008 4.00,"1,062307","42,425329","9,727697","27,529148",,
10/03/2008 5.00,"1,432506","34,666815","8,37005","21,848365",,
10/03/2008 6.00,"2,224828","55,894413","7,590988","44,285974",,
10/03/2008 7.00,"2,578698","88,66376","20,568578","57,166062",,
10/03/2008 8.00,"2,923843","181,009644","67,769899","77,153286",,
10/03/2008 9.00,"3,220274","181,756723","59,406617","90,732925",,
10/03/2008 10.00,"2,656009","104,083505","22,846535","69,101281",,
10/03/2008 11.00,"1,834089","50,593679","12,149469","31,995121",,
10/03/2008 12.00,"1,159885","42,019372","10,316431","26,219599",,
10/03/2008 13.00,"0,724129","42,098491","10,180246","26,507718",,
10/03/2008 14.00,"0,825616","47,767571","9,800444","32,763476",,
10/03/2008 15.00,"1,166883","35,513756","8,376817","22,685498",,
10/03/2008 16.00,"1,226685","32,73692","8,595055","19,571901",,
10/03/2008 17.00,"0,955065","50,641632","9,786064","35,66161",,
10/03/2008 18.00,"1,082513","57,000714","12,425223","37,975723",,
10/03/2008 19.00,"1,197511","56,127848","12,555482","36,902381",,
10/03/2008 20.00,"1,157462","58,143364","11,327268","40,803782",,
10/03/2008 21.00,"1,227503","63,477809","14,460424","41,33461",,
10/03/2008 22.00,,,,,,
10/03/2008 23.00,"1,73706","98,396453","33,22084","47,4927",,
11/03/2008 0.00,"1,920247","60,040813","20,555884","28,542794",,
11/03/2008 1.00,"1,366101","50,941261","16,16743","26,170289",,
11/03/2008 2.00,"1,855568","41,795","17,667171","14,716566",,
11/03/2008 3.00,"1,601306","40,373523","18,795594","11,562738",,
11/03/2008 4.00,"1,599156","43,211294","19,800502","12,860613",,
11/03/2008 5.00,"1,401363","42,278754","20,077958","11,501737",,
11/03/2008 6.00,"1,801038","60,804733","20,300423","29,69919",,
11/03/2008 7.00,"1,693311","68,664432","19,844495","38,263842",,
11/03/2008 8.00,"0,200004","59,812578","20,934001","27,734209",,
11/03/2008 9.00,"0,027053","103,433709","27,234168","61,718998",,
11/03/2008 10.00,"0,035141","88,508142","23,231423","52,924618",,
11/03/2008 11.00,"0,125571","72,665596","21,378081","39,914757",,
11/03/2008 12.00,"0,063194","51,478208","14,823314","28,769921",,
11/03/2008 13.00,"0,008907","47,967298","12,186686","29,30205",,
11/03/2008 14.00,"0,103486","57,081135","12,958126","37,23853",,
11/03/2008 15.00,"0,122783","41,604335","12,023427","23,185178",,
11/03/2008 16.00,"0,146352","54,749182","13,461427","34,132737",,
11/03/2008 17.00,"0,212516","75,486486","18,773597","46,733772",,
11/03/2008 18.00,"0,175405","96,588294","22,964976","61,419191",,
11/03/2008 19.00,"0,240265","126,567841","29,336185","81,643931",,
11/03/2008 20.00,"0,141384","179,701022","55,447869","94,749843",,
11/03/2008 21.00,"0,109394","161,509657","45,627121","91,614186",,
11/03/2008 22.00,"0,328695","136,408006","32,429594","86,744569",,
11/03/2008 23.00,"0,361534","96,577893","20,972905","64,465296",,
12/03/2008 0.00,"0,675234","92,227842","20,610016","60,669019",,
12/03/2008 1.00,"72,611105","19,147486","43,282725",,,
12/03/2008 2.00,"6,515605",,,,,
12/03/2008 3.00,"8,252978","92,229162","19,967985","61,655405",,
12/03/2008 4.00,"5,106825","90,000936","18,881026","61,093425",,
12/03/2008 5.00,"4,834509","71,882194","17,145277","45,625385",,
12/03/2008 6.00,"4,809093","74,354256","16,116677","49,677353",,
12/03/2008 7.00,"4,553116","83,583501","17,869348","56,223811",,
12/03/2008 8.00,"4,836325","86,12688","22,348323","51,896706",,
12/03/2008 9.00,"7,688376","170,504147","58,354337","81,087137",,
12/03/2008 10.00,"7,131038","126,509491","38,779666","67,096075",,
12/03/2008 11.00,"6,00002","66,770827","18,435249","38,531214",,
12/03/2008 12.00,"4,96159","57,908609","14,98657","34,954285",,
12/03/2008 13.00,"3,970361","59,525932","14,03072","38,039316",,
12/03/2008 14.00,"3,759771","59,784012","12,322027","40,919303",,
12/03/2008 15.00,"3,84328","36,312664","7,252633","25,209853",,
12/03/2008 16.00,"3,723462","37,649862","8,06976","25,29421",,
12/03/2008 17.00,"3,670814","50,747996","8,207639","38,189884",,
12/03/2008 18.00,"4,286247","50,605342","5,083778","42,840154",,
12/03/2008 19.00,"4,449636","70,426992","10,020374","55,101161",,
12/03/2008 20.00,"4,534962","102,377982","20,641317","70,778147",,
12/03/2008 21.00,"4,220891","104,516685","23,238195","68,933869",,
12/03/2008 22.00,"3,818167","98,488361","20,906927","66,478306",,
12/03/2008 23.00,"3,967033","115,426844","26,115049","75,437502",,
13/03/2008 0.00,"3,83965","172,954145","52,798555","92,06326",,
13/03/2008 1.00,"3,930422","132,495037","41,820627","68,419926",,
13/03/2008 2.00,"3,778227","101,545326","30,537345","54,851972",,
13/03/2008 3.00,"3,619982","67,497119","19,074735","38,276825",,
13/03/2008 4.00,"3,673537","55,644093","17,476854","28,867261",,
13/03/2008 5.00,"3,968545","54,496261","14,576308","32,169054",,
13/03/2008 6.00,"4,153721","86,067225","18,301596","58,046026",,
13/03/2008 7.00,"4,578533","84,320194","19,727764","54,109579",,
13/03/2008 8.00,"5,159473","105,416801","29,846259","59,69562",,
13/03/2008 9.00,"4,656596","109,796675","34,588299","56,80265",,
13/03/2008 10.00,"4,142828","81,626397","25,758928","42,160057",,
13/03/2008 11.00,"4,137382","79,856018","22,40753","45,530647",,
13/03/2008 12.00,"4,662043","66,165144","14,709113","43,685067",,
13/03/2008 13.00,"4,887156","54,779009","11,65462","36,934831",,
13/03/2008 14.00,"4,386096","54,845163","12,120708","36,285896",,
13/03/2008 15.00,"3,970361","42,147763","10,305434","26,364969",,
13/03/2008 16.00,"3,213626","49,007445","12,051344","30,550604",,
13/03/2008 17.00,"3,271417","62,534923","13,40813","42,005624",,
13/03/2008 18.00,"3,197287","89,154036","16,135281","64,458811",,
13/03/2008 19.00,"3,555534","126,561378","21,378081","93,847824",,
13/03/2008 20.00,"3,937683","147,537318","29,119645","102,960165",,
13/03/2008 21.00,"4,126488","114,799097","16,257088","89,934739",,
13/03/2008 22.00,"5,028761","83,468093","7,433652","72,140902",,
13/03/2008 23.00,"5,711365","53,279694","0,584508","53,550185",,
14/03/2008 0.00,"5,404557","68,305167","4,62108","61,286803",,
14/03/2008 1.00,"140,89035","35,241328","86,915883",,,
14/03/2008 2.00,"0,219233",,,,,
14/03/2008 3.00,"0,19994","49,711732","11,699458","31,795259",,
14/03/2008 4.00,"0,119263","39,595322","12,246739","20,832137",,
14/03/2008 5.00,"0,071909","37,60707","12,695894","18,153338",,
14/03/2008 6.00,"0,110494","54,393818","15,281773","30,984094",,
14/03/2008 7.00,"0,156094","155,673237","61,464654","61,473704",,
14/03/2008 8.00,"0,270095","167,959506","63,514247","70,623696",,
14/03/2008 9.00,"0,456003","184,329911","64,851591","84,953506",,
14/03/2008 10.00,"0,342003","96,799701","23,611221","60,639173",,
14/03/2008 11.00,"0,057877","66,565918","17,408345","39,901774",,
14/03/2008 12.00,"0,036832","74,050765","16,779856","48,356103",,
14/03/2008 13.00,"0,010524","52,4561","11,048119","35,540925",,
14/03/2008 14.00,"0,064893","45,335738","10,128648","29,826396",,
14/03/2008 15.00,"1,418871","45,370766","10,024604","30,021075",,
14/03/2008 16.00,"0,089447","42,268372","10,390865","26,354587",,
14/03/2008 17.00,"0,035077","51,319971","11,742591","33,338435",,
14/03/2008 18.00,"0,073662","55,380812","9,724314","40,498778",,
14/03/2008 19.00,"0,071909","76,258189","14,210039","54,508023",,
14/03/2008 20.00,"0,087693","105,07698","19,32088","75,50499",,
14/03/2008 21.00,"0,0684","124,589949","23,222956","89,044397",,
14/03/2008 22.00,"0,0684","118,7873","22,806794","83,876263",,
14/03/2008 23.00,"0,050862","77,495521","10,201384","61,896812",,
15/03/2008 0.00,"0,035077","73,158417","13,750718","52,110849",,
15/03/2008 1.00,"0,071909","69,289561","16,197033","44,485854",,
15/03/2008 2.00,"0,040339","51,020361","17,564831","24,105368",,
15/03/2008 3.00,"0,019292","46,872659","17,646035","19,830174",,
15/03/2008 4.00,"0,003508","36,588949","15,017022","13,573141",,
15/03/2008 5.00,"0,017539","31,825163","14,109381","10,198673",,
15/03/2008 6.00,"0,00877","39,033747","14,620289","16,628333",,
15/03/2008 7.00,"0,014032","50,222733","15,470419","26,520701",,
15/03/2008 8.00,"0,03157","63,559527","16,779844","37,857619",,
15/03/2008 9.00,"0,050862","98,341787","26,318907","58,027842",,
15/03/2008 10.00,"0,182402","102,061509","27,311133","60,22775",,
15/03/2008 11.00,"0,592804","91,462623","23,122311","56,048594",,
15/03/2008 12.00,"1,266286","88,016568","20,102487","57,23354",,
15/03/2008 13.00,"0,769944","62,298869","12,622308","42,975124",,
15/03/2008 14.00,"0,303418","60,975953","13,288032","40,629864",,
15/03/2008 15.00,"0,115755","30,083311","8,440259","17,153973",,
15/03/2008 16.00,"0,021047","25,664526","8,22202","13,066969",,
15/03/2008 17.00,"0,024554","31,962635","9,116968","17,996294",,
15/03/2008 18.00,"0,0684","36,731603","7,113062","25,843222",,
15/03/2008 19.00,"0,056124","73,969046","12,846469","54,309459",,
15/03/2008 20.00,"0,063139","82,750845","13,444505","62,179749",,
15/03/2008 21.00,"0,135047","91,825769","15,357902","68,325166",,
15/03/2008 22.00,"0,078924","83,850684","16,383971","58,770232",,
15/03/2008 23.00,"0,042093","60,630953","14,612683","38,252179",,
16/03/2008 0.00,"0,00877","72,442504","15,798617","48,252281",,
16/03/2008 1.00,"76,256905","17,170654","49,964171",,,
16/03/2008 2.00,"0,537333",,,,,
16/03/2008 3.00,"0,576344","58,371638","16,87373","32,522069",,
16/03/2008 4.00,"0,645547","46,543221","15,448421","22,872395",,
16/03/2008 5.00,"0,754209","41,58617","16,169961","16,804846",,
16/03/2008 6.00,"0,607135","34,792624","14,277713","12,909925",,
16/03/2008 7.00,"0,724167","34,978088","13,605231","14,127332",,
16/03/2008 8.00,"0,714751","41,5408","13,834467","20,342838",,
16/03/2008 9.00,"0,709669","36,146667","14,089927","14,553035",,
16/03/2008 10.00,"0,421048","34,081896","11,448228","16,540082",,
16/03/2008 11.00,"0,636878","27,896614","6,960801","17,235734",,
16/03/2008 12.00,"0,48786","35,032561","10,329968","19,207186",,
16/03/2008 13.00,"0,517305","40,669213","11,801811","22,589458",,
16/03/2008 14.00,"0,349603","38,782129","11,576801","21,046282",,
16/03/2008 15.00,"0,340336","25,475162","9,63042","10,716521",,
16/03/2008 16.00,"0,449447","25,33639","8,136585","12,869696",,
16/03/2008 17.00,"0,425981","27,896614","9,773376","12,920311",,
16/03/2008 18.00,"0,600707","37,162205","10,220003","21,507016",,
16/03/2008 19.00,"0,604743","45,931057","11,865248","27,757574",,
16/03/2008 20.00,"0,681718","49,160522","12,760189","29,616133",,
16/03/2008 21.00,"0,566031","52,239528","13,560402","31,469493",,
16/03/2008 22.00,"0,582173","37,800316","11,222374","20,607593",,
16/03/2008 23.00,"0,934616","23,835795","4,15838","17,471946",,
17/03/2008 0.00,"1,450575","16,872343","0,771449","15,878161",,
17/03/2008 1.00,"1,949197","12,46652","0,208088","13,818444",,
17/03/2008 2.00,"1,41575","15,959272","4,383386","9,244743",,
17/03/2008 3.00,"0,890823","26,56722","11,92954","8,281723",,
17/03/2008 4.00,"0,712807","21,374132","9,43925","6,905977",,
17/03/2008 5.00,"0,738964","25,515372","10,396789","9,580893",,
17/03/2008 6.00,"0,527618","44,770243","17,276386","18,293505",,
17/03/2008 7.00,"0,51865","74,526737","21,158147","42,114628",,
17/03/2008 8.00,"0,479788","98,388496","29,691457","52,899951",,
17/03/2008 9.00,"0,588003","115,272509","34,573075","62,305638",,
17/03/2008 10.00,"0,532251","68,650129","18,326123","40,579253",,
17/03/2008 11.00,"0,884246","60,953907","17,448098","34,224875",,
17/03/2008 12.00,"0,312087","44,062115","10,6218","27,79522",,
17/03/2008 13.00,"0,244228","43,204814","10,165021","27,638169",,
17/03/2008 14.00,"0,470222","50,141032","11,520132","32,500002",,
17/03/2008 15.00,"0,296542","33,585159","8,668646","20,307791",,
17/03/2008 16.00,"0,452735","35,438536","8,347211","22,655632",,
17/03/2008 17.00,"0,635234","47,951715","9,566979","33,305989",,
17/03/2008 18.00,"0,806523","59,725677","10,623487","43,467026",,
17/03/2008 19.00,"0,820572","61,620548","12,504729","42,476742",,
17/03/2008 20.00,"0,685006","81,575786","16,215639","56,752039",,
17/03/2008 21.00,"0,704437","105,813673","23,140066","70,382289",,
17/03/2008 22.00,"0,72581","130,16435","25,433276","91,231304",,
17/03/2008 23.00,"0,768558","121,737915","23,678895","85,490811",,
18/03/2008 0.00,"0,903976","152,084532","38,772048","92,700503",,
18/03/2008 1.00,"100,20683","22,201139","66,212232",,,
18/03/2008 2.00,"0,977712",,,,,
18/03/2008 3.00,"0,930611","65,741022","17,069135","39,596773",,
18/03/2008 4.00,"0,832483","56,274422","15,811299","32,053533",,
18/03/2008 5.00,"0,962012","46,589893","15,416274","22,968435",,
18/03/2008 6.00,"1,046937","57,092815","15,037311","34,060041",,
18/03/2008 7.00,"1,395916","135,216084","45,333599","65,75278",,
18/03/2008 8.00,"1,699935","145,86814","50,964679","67,772274",,
18/03/2008 9.00,"1,837671","151,995053","50,644923","74,394006",,
18/03/2008 10.00,"1,090827","70,310263","19,627942","40,243104",,
18/03/2008 11.00,"0,873162","62,707404","16,635205","37,226849",,
18/03/2008 12.00,"0,597689","64,003072","15,228488","40,681795",,
18/03/2008 13.00,"0,674407","57,693317","12,462439","38,611693",,
18/03/2008 14.00,"0,787522","52,993066","11,940537","34,708994",,
18/03/2008 15.00,"0,709734","39,574575","10,22169","23,918469",,
18/03/2008 16.00,"1,205727","45,311092","10,152333","29,765384",,
18/03/2008 17.00,"1,099034","46,037403","9,078056","32,140488",,
18/03/2008 18.00,"1,122942","57,222486","8,106132","44,824603",,
18/03/2008 19.00,"1,109025","79,085614","13,588321","58,291313",,
18/03/2008 20.00,"0,918478","84,645748","15,902655","60,304305",,
18/03/2008 21.00,"1,040514","125,814299","22,443904","91,464935",,
18/03/2008 22.00,"1,152559","106,884964","17,038684","80,815899",,
18/03/2008 23.00,"1,193594","88,167023","16,907574","62,286171",,
19/03/2008 0.00,"0,736495","106,956304","25,18627","68,386178",,
19/03/2008 1.00,"0,478865","85,042606","18,653474","56,480783",,
19/03/2008 2.00,"0,484217","69,909525","18,899644","40,959532",,
19/03/2008 3.00,"0,469231","62,292385","20,404474","31,028202",,
19/03/2008 4.00,"0,475653","49,396575","19,335271","19,76398",,
19/03/2008 5.00,"0,511693","44,530327","17,3745","17,902847",,
19/03/2008 6.00,"0,431763","49,030829","18,068132","21,342202",,
19/03/2008 7.00,"0,050313","105,589282","29,799734","59,939612",,
19/03/2008 8.00,"0,122036","117,184239","30,115249","71,05848",,
19/03/2008 9.00,"0,056379","105,363608","29,208455","60,62099",,
19/03/2008 10.00,"0,053882","85,57827","22,42868","51,224409",,
19/03/2008 11.00,"0,01356","86,247489","21,929604","52,659843",,
19/03/2008 12.00,"0,007136","81,530411","20,210765","50,576776",,
19/03/2008 13.00,"0,031401","87,985461","19,987453","57,378907",,
19/03/2008 14.00,"0,046387","99,769762","25,539843","60,652156",,
19/03/2008 15.00,"0,016771","60,725615","15,555839","36,899781",,
19/03/2008 16.00,"0,034613","64,960239","14,540781","42,694787",,
19/03/2008 17.00,"0,017484","68,595675","17,122432","42,371621",,
19/03/2008 18.00,"0,009634","114,804297","26,667418","73,967019",,
19/03/2008 19.00,"0,010705","113,49693","25,066146","75,115631",,
19/03/2008 20.00,"0,035327","133,0942","29,730375","87,570019",,
19/03/2008 21.00,"0,063516","133,33676","31,505891","85,08849",,
19/03/2008 22.00,"0,027832","90,248674","22,451511","55,862999",,
19/03/2008 23.00,"0,016771","68,104138","20,38502","36,873816",,
20/03/2008 0.00,"0,023908","55,54681","16,787463","29,827678",,
20/03/2008 1.00,"61,363729","18,908934","32,39358",,,
20/03/2008 2.00,"0,60393",,,,,
20/03/2008 3.00,"1,832535","49,584621","19,608489","19,532972",,
20/03/2008 4.00,"0,765683","47,837608","19,262521","18,315566",,
20/03/2008 5.00,"1,017489","43,932404","18,705086","15,262968",,
20/03/2008 6.00,"2,926626","69,372578","19,920625","38,855682",,
20/03/2008 7.00,"2,917311","72,734332","21,751122","39,411174",,
20/03/2008 8.00,"3,001175","109,801854","32,127607","60,583362",,
20/03/2008 9.00,"2,705062","123,931095","35,918027","68,906605",,
20/03/2008 10.00,"3,159282","122,180183","32,466817","72,449805",,
20/03/2008 11.00,"3,220962","93,758265","28,464072","50,14977",,
20/03/2008 12.00,"3,438787","74,708321","20,301272","43,611073",,
20/03/2008 13.00,"3,271427","54,977456","17,362666","28,37926",,
20/03/2008 14.00,"2,879715","46,66255","15,041551","23,616066",,
20/03/2008 15.00,"2,579925","36,036419","12,711132","16,558251",,
20/03/2008 16.00,"3,230153","42,606913","12,250124","23,840594",,
20/03/2008 17.00,"2,881737","60,632252","15,024629","37,621409",,
20/03/2008 18.00,"2,67197","85,757235","18,776977","57,006411",,
20/03/2008 19.00,"2,294904","66,201452","17,26454","39,757705",,
20/03/2008 20.00,"2,163884","67,47251","16,380579","42,385903",,
20/03/2008 21.00,"4,78732","96,87622","19,144942","67,56851",,
20/03/2008 22.00,"4,366315","86,641764","18,596811","58,168027",,
20/03/2008 23.00,"3,515114","74,61882","18,167954","46,794766",,
21/03/2008 0.00,"8,322656","103,886356","19,470608","74,083842",,
21/03/2008 1.00,"8,68483","80,940293","16,637735","55,468457",,
21/03/2008 2.00,"8,331849","60,272967","14,757334","37,67202",,
21/03/2008 3.00,"5,416069","53,572824","12,924295","33,779704",,
21/03/2008 4.00,"8,208672","63,634762","11,877942","45,454071",,
21/03/2008 5.00,"8,707781","47,93099","9,576284","33,270939",,
21/03/2008 6.00,"6,22131","42,685991","9,693862","27,841931",,
21/03/2008 7.00,"6,712175","83,396753","11,826334","65,308929",,
21/03/2008 8.00,"8,462378","114,987143","27,687551","72,584775",,
21/03/2008 9.00,"11,721942","89,141053","21,406002","56,358781",,
21/03/2008 10.00,"9,278649","60,123851","17,784764","32,881579",,
21/03/2008 11.00,"6,337132","50,648152","16,855125","24,821794",,
21/03/2008 12.00,"5,213841","58,068147","17,005688","32,015905",,
21/03/2008 13.00,"5,017125","50,108604","12,569024","30,858186",,
21/03/2008 14.00,"4,642083","37,259448","9,74377","22,335066",,
21/03/2008 15.00,"4,180631","34,51248","11,295966","17,20459",,
21/03/2008 16.00,"4,024363","34,611062","11,25198","17,370715",,
21/03/2008 17.00,"3,653886","41,979144","11,763741","23,958697",,
21/03/2008 18.00,"3,610713","48,054199","11,220677","30,871169",,
21/03/2008 19.00,"3,730211","49,692247","8,485935","36,706403",,
21/03/2008 20.00,"3,682412","56,30685","13,373464","35,826444",,
21/03/2008 21.00,"3,436948","56,795805","15,632828","32,849133",,
21/03/2008 22.00,"3,512325","45,976449","16,006704","21,448625",,
21/03/2008 23.00,"3,319226","51,867302","16,70879","26,266329",,
22/03/2008 0.00,"1,332415","50,143632","17,432872","23,430469",,
22/03/2008 1.00,"46,180075","17,964095","18,649122",,,
22/03/2008 2.00,"2,755656",,,,,
22/03/2008 3.00,"3,432387","42,211299","19,446927","12,402463",,
22/03/2008 4.00,"2,863336","41,274897","20,352024","10,076679",,
22/03/2008 5.00,"5,618206","36,534476","18,525756","8,135063",,
22/03/2008 6.00,"5,643751","36,93005","17,544529","10,036445",,
22/03/2008 7.00,"6,566888","41,780737","17,772917","14,540054",,
22/03/2008 8.00,"7,961222","43,99986","18,030074","16,366164",,
22/03/2008 9.00,"7,022366","50,392632","19,386024","20,682888",,
22/03/2008 10.00,"8,162434","53,000849","19,007921","23,87304",,
22/03/2008 11.00,"8,239068","49,977613","17,016686","23,902906",,
22/03/2008 12.00,"8,384474","46,071111","15,209023","22,767273",,
22/03/2008 13.00,"8,848204","43,522567","12,020042","25,109913",,
22/03/2008 14.00,"8,516126","43,173666","12,692515","23,728989",,
22/03/2008 15.00,"8,808905","28,110625","9,107663","14,155886",,
22/03/2008 16.00,"8,677253","25,735864","8,105288","13,31746",,
22/03/2008 17.00,"9,197966","36,12852","8,1848","23,595303",,
22/03/2008 18.00,"9,704925","27,222194","4,524647","20,298709",,
22/03/2008 19.00,"9,421972","39,828775","7,611289","28,178099",,
22/03/2008 20.00,"9,618468","62,140647","15,472951","38,442957",,
22/03/2008 21.00,"8,83445","63,044607","18,754144","34,313132",,
22/03/2008 22.00,"8,940558","45,995894","16,525232","20,672506",,
22/03/2008 23.00,"8,439493","43,28003","17,111434","17,055337",,
23/03/2008 0.00,"8,506301","41,779435","16,73671","16,128652",,
23/03/2008 1.00,"8,307841","40,735371","16,524396","15,409635",,
23/03/2008 2.00,"8,144749","43,300795","16,271466","18,36489",,
23/03/2008 3.00,"8,10938","43,816978","17,502231","16,993034",,
23/03/2008 4.00,"8,264612","35,106479","14,794545","12,431015",,
23/03/2008 5.00,"8,246928","35,035161","16,50493","9,735339",,
23/03/2008 6.00,"8,231207","35,090936","16,679186","9,523786",,
23/03/2008 7.00,"8,307841","36,59283","14,325935","14,637399",,
23/03/2008 8.00,"8,026852","44,893473","18,11381","17,194205",,
23/03/2008 9.00,"5,733746","36,114257","14,789482","13,447242",,
23/03/2008 10.00,"3,504304","32,507365","12,490351","13,365482",,
23/03/2008 11.00,"3,817519","29,48541","8,991777","15,709439",,
23/03/2008 12.00,"3,993186","31,877036","8,529076","18,874947",,
23/03/2008 13.00,"3,651283","39,862504","10,27837","24,119649",,
23/03/2008 14.00,"3,755426","33,234937","10,133723","17,709458",,
