,Provincia di TARANTO,,,,,,
16/04/2008 23.00,,,,,,,
17/04/2008 0.00,,,,,,,
17/04/2008 1.00,,,,,,,
17/04/2008 2.00,,,,,,,
17/04/2008 3.00,,,,,,,
17/04/2008 4.00,,,,,,,
17/04/2008 5.00,,,,,,,
17/04/2008 6.00,,,,,,,
17/04/2008 7.00,,,,,,,
17/04/2008 8.00,,,,,,,
17/04/2008 9.00,,,,,,,
17/04/2008 10.00,"1,582116",,,,,,
17/04/2008 11.00,"1,880118","97,334031","46,878197","25,474627",,,
17/04/2008 12.00,"2,069755","88,425125","25,962801","48,650725",,,
17/04/2008 13.00,"1,509873","47,876517","9,556828","33,246275",,,
17/04/2008 14.00,"3,314135","33,391894","6,499794","23,442152",,,
17/04/2008 15.00,"5,44349","29,679956","5,964347","20,5492",,,
17/04/2008 16.00,"6,727605","27,364848","6,263792","17,773052",,,
17/04/2008 17.00,"8,360291","44,078978","6,216422","34,571406",,,
17/04/2008 18.00,"46,897305","5,554092","38,407911",,,,
17/04/2008 19.00,"13,487718","59,328805","5,181902","51,419089","0,599249",,
17/04/2008 20.00,"20,484423","51,636445","5,402679","43,382667","0,607618",,
17/04/2008 21.00,"14,513566","40,592695","4,15415","34,246938","0,610132",,
17/04/2008 22.00,"14,038566","48,155362","4,851162","40,745389","0,637164",,
17/04/2008 23.00,"14,851291","56,08766","4,233663","49,630604","0,630092",,
18/04/2008 0.00,"10,46616","31,72788","4,120315","25,427898","0,641918",,
18/04/2008 1.00,"11,992291","54,807535","4,460362","48,00179","0,65512",,
18/04/2008 2.00,"10,901426","38,075282","4,231126","31,60966","33,211231","0,680658","0,032373"
18/04/2008 3.00,"13,606911","37,805498","3,740511","32,092477","0,65508","0,102847",
18/04/2008 4.00,"11,51549","23,61142","3,702445","17,94697","30,76923","0,666081","0,079282"
18/04/2008 5.00,"14,64902","57,890444","6,964187","47,245116","0,676179","0,079282",
18/04/2008 6.00,"16,427998","77,87165","14,009571","56,430153","34,67643","0,678418","0,158124"
18/04/2008 7.00,"18,138337","93,600064","17,419343","66,937744","0,667574","0,198647",
18/04/2008 8.00,"24,860523","62,612739","15,050005","39,564327","29,30402","0,696295","0,079172"
18/04/2008 9.00,"23,133911","49,303194","14,614379","26,913961","0,648518","0,079282",
18/04/2008 10.00,"22,173101","35,508555","12,915839","15,715929","28,81562","0,600742","0,079282"
18/04/2008 11.00,"23,695611","38,284089","11,957448","19,963861","0,626516","0,079282",
18/04/2008 12.00,"24,190473","42,434391","14,24387","20,608894","34,18803","0,620426","0,128614"
18/04/2008 13.00,"22,626408","44,185324","14,429972","22,075493","0,623452","0,157574",
18/04/2008 14.00,"22,135166","36,937833","13,57478","16,135142","28,81562","0,60035","0,188405"
18/04/2008 15.00,"0,605143","0,079172",,,,,
18/04/2008 16.00,"32,234421","0,628167","0,079282",,,,
18/04/2008 17.00,"38,706909","6,365297","28,967201","0,623059","0,079282",,
18/04/2008 18.00,"44,401896","6,000721","35,225541","32,722832","0,627459","0,079282",
18/04/2008 19.00,"36,433313","1,836421","33,647316","0,828584","0,118263",,
18/04/2008 20.00,"29,197482","0,612423","28,27802","53,724041","1,733979","0,251061",
18/04/2008 21.00,"16,861966","0,558284","16,026119","0,711579","0,080603",,
18/04/2008 22.00,"14,849062","0,580279","13,997551","63,980461","0,682268","0,079282",
18/04/2008 23.00,"10,56775","0,521912","9,783359","0,759944","0,079282",,
19/04/2008 0.00,"11,028174","0,305365","10,611395","59,58485","0,743796","0,079282",
19/04/2008 1.00,"47,75589","1,414322","45,618883","1,610923","0,079282",,
19/04/2008 2.00,"2,436386","64,95726","1,128523","1,742007",,,
19/04/2008 3.00,"4,305667","34,566953","0,469467","33,922474","1,665808",,
19/04/2008 4.00,"4,69939","45,134709","0,825585","43,905695","78,632462","1,300337","1,119642"
19/04/2008 5.00,"6,227324","36,88336","0,52022","36,118462","1,162234","1,509005",
19/04/2008 6.00,"3,182292","28,948464","0,626802","28,009365","86,446869","1,302499","0,122447"
19/04/2008 7.00,"4,786081","41,230806","1,747603","38,577927","1,097641","0,442659",
19/04/2008 8.00,"3,099214","43,53163","4,124544","37,23333","100,122101","0,886536","0,632055"
19/04/2008 9.00,"0,173382","29,928974","2,971601","25,39025","0,682975","0,081484",
19/04/2008 10.00,"12,496184","45,373326","8,828521","31,858853","108,424797","1,51427","0,603426"
19/04/2008 11.00,"25,357196","50,310932","11,247752","33,087944","1,82301","0,174641",
19/04/2008 12.00,"6,756501","21,732098","4,268345","15,198083","106,959702","0,755268","0,369984"
19/04/2008 13.00,"2,398459","25,04328","5,676745","16,35059","0,629345","0,205693",
19/04/2008 14.00,"2,192566","24,15095","3,505354","18,78929","100,610397","0,63905","0,078621"
19/04/2008 15.00,"3,967932","20,035656","1,769595","17,334372","0,765367","0,078071",
19/04/2008 16.00,"11,847806","37,003968","4,149921","30,662226","108,424797","1,18239","0,470408"
19/04/2008 17.00,"18,16182","38,893675","3,040117","34,266405","1,161881","0,72279",
19/04/2008 18.00,"13,780298","36,08831","1,224843","34,233959","123,076797","1,113122","0,68513"
19/04/2008 19.00,"12,183731","30,273975","0,614114","29,353961","1,300887","0,909323",
19/04/2008 20.00,"14,230006","41,75479","0,359501","41,278817","129,426102","1,652374","0,140946"
19/04/2008 21.00,"16,877694","53,054042","0,884798","51,734472","1,425711","0,643508",
19/04/2008 22.00,"8,661904","24,057567","0,464392","23,378558","134,798401","1,161959","0,762871"
19/04/2008 23.00,"1,753692","8,602834","0,599733","7,688596","0,686591","0,079282",
20/04/2008 0.00,"4,887221","29,043145","0,354426","28,547976","118,681198","1,283482","0,231681"
20/04/2008 1.00,"8,24109","25,814982","0,488076","25,109913","1,267608","0,898752",
20/04/2008 2.00,"8,949068","21,394877","0,656408","20,402531","104,5177","1,040474","0,922977"
20/04/2008 3.00,"5,109367","12,332931","0,603117","11,419976","0,914628","0,643508",
20/04/2008 4.00,"1,807874","0,791155","0,379804","0,443873","82,05127","0,660226","0,079282"
20/04/2008 5.00,"1,645328","1,238611","0,422098","0,850106","0,633392","0,079282",
20/04/2008 6.00,"1,226321","4,758599","0,442398","4,106467","68,864471","0,70926","0,079282"
20/04/2008 7.00,"2,884291","12,069645","1,981066","9,038382","0,892784","0,079282",
20/04/2008 8.00,"2,822885","23,835795","3,912227","17,849635","78,144081","1,013365","0,666191"
20/04/2008 9.00,"1,562249","8,632662","1,783976","5,901424","0,71869","0,295106",
20/04/2008 10.00,"4,695777","38,355407","8,078219","25,987291","86,446869","0,788783","0,412708"
20/04/2008 11.00,"30,943364","45,059493","9,323364","30,785512","1,121451","0,437374",
20/04/2008 12.00,"58,850737","51,937318","10,450929","35,938067","101,0989","0,899031","1,321811"
20/04/2008 13.00,"15,842825","27,227377","5,582006","18,681571","0,717198","0,162529",
20/04/2008 14.00,"7,114103","10,365422","2,178159","7,030573","96,7033","0,714093",
20/04/2008 15.00,"9,503531","19,951356","3,410615","14,732139","0,718768",,
20/04/2008 16.00,"10,079667","32,174047","5,50757","23,745854","104,029198","0,705252",
20/04/2008 17.00,"11,912822","36,033818","5,669979","27,359132","0,665925",,
20/04/2008 18.00,"8,309721","28,074297","3,450372","22,799701","110,866798","0,681561",
20/04/2008 19.00,"3,11005","14,654516","1,179166","12,855416","0,635396",,
20/04/2008 20.00,"1,881923","4,106221","0,570127","3,258956","105,982903","0,629895",
20/04/2008 21.00,"1,692286","10,3745","0,724925","9,284978","0,687572","0,069262",
20/04/2008 22.00,"1,721183","8,203365","0,541368","7,388786","96,7033","0,676296","0,065628"
20/04/2008 23.00,"1,349133","10,023021","0,671634","9,005935","0,732167","0,113748",
21/04/2008 0.00,"2,246749","9,644304","0,227544","9,355062","88,88887","0,751105","0,136322"
21/04/2008 1.00,"7,032196","0,573511","6,164892","0,764384","0,086329",,
21/04/2008 2.00,"3,294268","69,352852","0,746704","0,137312",,,
21/04/2008 3.00,"3,43153","10,064523","0,537139","9,253829","0,078952",,
21/04/2008 4.00,"4,099775","23,785202","0,554901","22,963235","68,864471","0,685137","0,118923"
21/04/2008 5.00,"5,521152","17,267921","0,634415","16,399905","0,749847","0,079282",
21/04/2008 6.00,"5,401951","45,128228","8,183108","32,614225","74,725273","0,809764","0,079282"
21/04/2008 7.00,"5,736073","66,817536","10,088046","51,385341","0,702227","0,485604",
21/04/2008 8.00,"7,327219","73,399671","14,563626","51,105004","57,142841","0,713622","0,079282"
21/04/2008 9.00,"7,41391","61,455827","12,636686","42,109446","0,715389","0,124869",
21/04/2008 10.00,"7,422941","48,762348","13,749035","27,700482","46,398041","0,69162","0,184992"
21/04/2008 11.00,"4,724675","46,896006","10,841729","30,293632","0,691149","0,078511",
21/04/2008 12.00,"7,148418","46,694977","10,082125","31,25795","46,398041","0,750869","0,079282"
21/04/2008 13.00,"22,577654","66,951127","19,32512","37,346254","0,693624","0,079172",
21/04/2008 14.00,"13,444373","54,207033","17,415103","27,523966","44,932831","0,688084","0,678303"
21/04/2008 15.00,"39,251278","48,659882","11,999747","30,281929","0,722736","0,413589",
21/04/2008 16.00,"21,367586","39,311294","8,238091","26,698518","54,700851","0,696019","0,625009"
21/04/2008 17.00,"11,714151","37,22446","7,106295","26,346786","0,727177","0,486705",
21/04/2008 18.00,"13,251123","46,165812","6,046398","36,920546","69,352852","0,731931","0,600784"
21/04/2008 19.00,"10,1808","30,696795","2,220453","27,320185","0,746821","0,133019",
21/04/2008 20.00,"7,711912","24,03294","1,619028","21,587493","86,93528","0,740339","0,094258"
21/04/2008 21.00,"5,085889","36,224483","3,781959","30,464928","0,738178","0,07686",
21/04/2008 22.00,"3,366511","28,495817","3,303187","23,447352","61,53846","0,735428","0,099764"
21/04/2008 23.00,"3,005298","14,386043","0,517682","13,644527","0,683408","0,079282",
22/04/2008 0.00,"3,267177","13,191528","1,323813","11,360267","34,67643","0,66899","0,079172"
22/04/2008 1.00,"2,942085","10,285009","0,361194","9,769085","0,65453",,
22/04/2008 2.00,"2,613381","12,812813","0,909329","11,439444","20,51281","0,642624",
22/04/2008 3.00,"3,749398","18,535065","1,901553","15,730201","0,642978",,
22/04/2008 4.00,"6,621047","20,979859","3,088333","16,271414","18,55921","0,64514",
22/04/2008 5.00,"6,579507","5,420057","0,631032","4,463382","0,651269",,
22/04/2008 6.00,"3,720501","13,767387","1,707","11,157806","19,53602","0,685922",
22/04/2008 7.00,"4,237037","69,397187","16,422042","44,248345","0,724938",,
22/04/2008 8.00,"5,835407","76,588944","19,802198","46,258734","33,211231","0,71708",
22/04/2008 9.00,"5,445296","54,382115","13,496967","33,710931","0,692563",,
22/04/2008 10.00,"5,076858","27,154739","5,999874","17,967741","22,46641","0,703996",
22/04/2008 11.00,"4,244261","30,321968","7,919192","18,192264","0,716726",,
22/04/2008 12.00,"3,52364","26,508865","7,920884","14,373928","19,0476","0,692366",
22/04/2008 13.00,"7,424747","71,995057","20,536431","40,535126","0,6761",,
22/04/2008 14.00,"5,732461","56,592158","20,01536","25,921078","65,934052","0,661131",
22/04/2008 15.00,"10,379471","155,119427","63,154738","58,326363","0,709968",,
22/04/2008 16.00,"9,881","54,677845","17,467552","27,914625","117,704399","0,677475",
22/04/2008 17.00,"5,14007","17,25106","5,115922","9,413466","0,669932",,
22/04/2008 18.00,"4,025726","14,741415","4,261578","8,212934","79,609283","0,657633",
22/04/2008 19.00,"3,344839","15,427512","4,076328","9,183743","0,650916",,
22/04/2008 20.00,"1,972226","7,75072","1,835574","4,939701","54,700851","0,637439",
22/04/2008 21.00,"1,145047","12,222689","2,430232","8,502359","0,650562",,
22/04/2008 22.00,"0,343153","12,395186","1,932005","9,439425","33,699631","0,648205",
22/04/2008 23.00,"0,727846","14,375666","1,786513","11,647102","0,686512",,
23/04/2008 0.00,"0,93735","7,321421","0,622572","6,395913","27,83882","0,667181",
23/04/2008 1.00,"9,264289","1,060742","7,678211","0,677121",,,
23/04/2008 2.00,"5,013646","17,094","0,672093",,,,
23/04/2008 3.00,"2,149221","24,890225","0,806976","23,67706",,,
23/04/2008 4.00,"1,41957","11,34723","0,790903","10,141573","11,23321","0,63296",
23/04/2008 5.00,"0,856076","24,091295","4,852007","16,681544","0,637557",,
23/04/2008 6.00,"1,340103","71,242799","22,552181","36,706403","19,53602","0,644314",
23/04/2008 7.00,"0,429844","39,072655","8,650037","25,827639","0,663527",,
23/04/2008 8.00,"1,41957","87,68065","22,939588","52,544339","22,954821","0,720655",
23/04/2008 9.00,"0,711591","47,176132","13,0258","27,222864","0,701049",,
23/04/2008 10.00,"1,630879","52,033321","13,532494","31,305958","21,97802","0,703799",
23/04/2008 11.00,"1,341909","59,627096","16,147115","34,893273","0,688202",,
23/04/2008 12.00,"4,426673","54,488461","14,377523","32,466258","19,0476","0,657909",
23/04/2008 13.00,"3,86318","65,453111","15,973721","40,989378","0,633587",,
23/04/2008 14.00,"0,016255","32,406201","6,412668","22,589458","22,46641","0,690637",
23/04/2008 15.00,"0,361763",,,,,,
23/04/2008 16.00,"26,86202","0,079282",,,,,
23/04/2008 17.00,"0,541821","38,001323","4,084787","31,760213","0,957376","0,122667",
23/04/2008 18.00,"0,316062","60,796972","8,757466","47,402167","26,86202","0,736802","0,136762"
23/04/2008 19.00,0,"59,52723","6,090384","50,223746","0,670207","0,079282",
23/04/2008 20.00,"1,343715","47,943954","2,325342","44,5183","26,86202","0,696019","0,079282"
23/04/2008 21.00,"5,822764","20,306721","0,376421","19,802909","0,71594","0,070142",
23/04/2008 22.00,"5,004615","9,356376","0,271529","9,166871","28,81562","0,713897","0,079282"
23/04/2008 23.00,"3,991411","52,348474","8,49524","39,42284","0,751379","0,079282",
24/04/2008 0.00,"3,736756","95,519562","23,575694","59,412683","18,07081","0,776329","0,118923"
24/04/2008 1.00,"3,671737","48,180008","8,040153","35,893936","0,743993","0,172438",
24/04/2008 2.00,"4,260515","56,186223","13,051176","36,213222","9,27961","0,741125","0,158455"
24/04/2008 3.00,"2,788569","33,701847","4,521264","26,987937","0,721912","0,079282",
24/04/2008 4.00,"2,64589","28,285707","6,864371","17,795115","18,55921","0,706667","0,0773"
24/04/2008 5.00,"3,061286","32,164962","7,151126","21,214996","0,670599","0,103617",
24/04/2008 6.00,"1,782589","42,412346","8,8429","28,875042","34,18803","0,684941","0,129274"
24/04/2008 7.00,"2,691042","131,303115","51,932361","51,712409","0,687101","0,087651",
24/04/2008 8.00,"1,91082","97,532478","29,170397","52,84286","27,83882","0,769492",
24/04/2008 9.00,"30,07423","6,741717","19,887286","0,723208",,,
24/04/2008 10.00,"13,882818","1,637638","11,379736","20,02442","0,730359",,
24/04/2008 11.00,"18,174506","2,713604","14,023499","0,748512",,,
24/04/2008 12.00,"18,859308","1,759445","16,189653","21,97802","0,743247",,
24/04/2008 13.00,"5,342239","0,179329","5,536724","0,719398",,,
24/04/2008 14.00,"6,649588","1,018447","5,103233","11,23321","0,68714",,
24/04/2008 15.00,"8,291558","1,481148","6,029915","0,708829",,,
24/04/2008 16.00,"5,72744","0,623419","4,854042","13,67521","0,697906",,
24/04/2008 17.00,"5,014103","0,537139","4,371233","0,650168",,,
24/04/2008 18.00,"5,255342","0,369652","4,907255","14,65201","0,66671",,
24/04/2008 19.00,"4,88311","0,339201","4,759297","0,701324",,,
24/04/2008 20.00,"13,249894","0,63949","13,312272","15,14041","0,708907",,
24/04/2008 21.00,"12,942509","0,492306","12,331076","0,722423",,,
24/04/2008 22.00,"97,087613","17,469236","70,554923","22,954821","0,750476",,
24/04/2008 23.00,"80,49801","4,844394","73,222047","0,776131",,,
25/04/2008 0.00,"75,429449","5,525332","67,011738","24,908421","0,784423",,
25/04/2008 1.00,"41,434436","3,449526","36,254752","0,764031",,,
25/04/2008 2.00,"21,97802","0,753029",,,,,
25/04/2008 3.00,,,,,,,
25/04/2008 4.00,"14,16361","0,725605",,,,,
25/04/2008 5.00,"0,691187",,,,,,
25/04/2008 6.00,"15,14041","0,706589",,,,,
25/04/2008 7.00,"0,666356",,,,,,
25/04/2008 8.00,"11,72161","0,674372",,,,,
25/04/2008 9.00,"0,677083",,,,,,
25/04/2008 10.00,"12,69841","0,723208",,,,,
25/04/2008 11.00,"0,69822",,,,,,
25/04/2008 12.00,"12,69841","0,714015",,,,,
25/04/2008 13.00,"0,712128",,,,,,
25/04/2008 14.00,"12,69841","0,683879",,,,,
25/04/2008 15.00,"0,674568",,,,,,
25/04/2008 16.00,"6,349206","0,68164",,,,,
25/04/2008 17.00,"0,688006",,,,,,
25/04/2008 18.00,"12,21001","0,688987",,,,,
25/04/2008 19.00,"0,693308",,,,,,
25/04/2008 20.00,"17,582411","0,713111",,,,,
25/04/2008 21.00,"0,696137",,,,,,
25/04/2008 22.00,"19,53602","0,702661",,,,,
25/04/2008 23.00,"0,730241",,,,,,
26/04/2008 0.00,"22,46641","0,737706",,,,,
26/04/2008 1.00,"0,743718",,,,,,
26/04/2008 2.00,"15,62881","0,685177",,,,,
26/04/2008 3.00,"0,679243",,,,,,
26/04/2008 4.00,"9,76801","0,665059",,,,,
26/04/2008 5.00,"0,674174",,,,,,
26/04/2008 6.00,"14,16361","0,687416",,,,,
26/04/2008 7.00,"0,684311",,,,,,
26/04/2008 8.00,"11,72161","0,699516",,,,,
26/04/2008 9.00,"0,674372",,,,,,
26/04/2008 10.00,"23,44322","0,660226",,,,,
26/04/2008 11.00,"0,643136",,,,,,
26/04/2008 12.00,"22,46641","0,670913",,,,,
26/04/2008 13.00,"0,685726",,,,,,
26/04/2008 14.00,"16,60561","0,64903",,,,,
26/04/2008 15.00,"0,650994",,,,,,
26/04/2008 16.00,"9,27961","0,656219",,,,,
26/04/2008 17.00,"0,638028",,,,,,
26/04/2008 18.00,"15,14041","0,660541",,,,,
26/04/2008 19.00,"0,654608",,,,,,
26/04/2008 20.00,"22,954821","0,656848",,,,,
26/04/2008 21.00,"0,634453",,,,,,
26/04/2008 22.00,"18,07081","0,683015",,,,,
26/04/2008 23.00,"0,638146",,,,,,
27/04/2008 0.00,"16,11721","0,660856",,,,,
27/04/2008 1.00,"0,623334",,,,,,
27/04/2008 2.00,"13,67521","0,613079",,,,,
27/04/2008 3.00,,,,,,,
27/04/2008 4.00,"8,791209","0,583297",,,,,
27/04/2008 5.00,"0,620819",,,,,,
27/04/2008 6.00,"11,72161","0,628127",,,,,
27/04/2008 7.00,"0,578465",,,,,,
27/04/2008 8.00,"7,814408","0,600938",,,,,
27/04/2008 9.00,"0,633549",,,,,,
27/04/2008 10.00,"11,72161","0,583219",,,,,
27/04/2008 11.00,"0,626201",,,,,,
27/04/2008 12.00,"12,69841","0,590527",,,,,
27/04/2008 13.00,"0,607932",,,,,,
27/04/2008 14.00,"16,11721","0,602863",,,,,
27/04/2008 15.00,"0,607736",,,,,,
27/04/2008 16.00,"16,11721","0,612451",,,,,
27/04/2008 17.00,"0,59422",,,,,,
27/04/2008 18.00,"15,62881","0,590095",,,,,
27/04/2008 19.00,"0,590213",,,,,,
27/04/2008 20.00,"22,46641","0,603806",,,,,
27/04/2008 21.00,"0,601095",,,,,,
27/04/2008 22.00,"25,88522","0,594732",,,,,
27/04/2008 23.00,"0,628127",,,,,,
28/04/2008 0.00,"19,53602","0,655709",,,,,
28/04/2008 1.00,"0,621016",,,,,,
28/04/2008 2.00,"16,11721","0,644668",,,,,
28/04/2008 3.00,"0,643608",,,,,,
28/04/2008 4.00,"11,72161","0,627342",,,,,
28/04/2008 5.00,"0,634807",,,,,,
28/04/2008 6.00,"22,46641","0,753069",,,,,
28/04/2008 7.00,"0,662348",,,,,,
28/04/2008 8.00,"15,14041","0,631232",,,,,
28/04/2008 9.00,"0,691894",,,,,,
28/04/2008 10.00,"16,11721","0,696963",,,,,
28/04/2008 11.00,"0,690087",,,,,,
28/04/2008 12.00,"19,53602","0,685608",,,,,
28/04/2008 13.00,"0,178801","0,671818",,,,,
28/04/2008 14.00,"0,028897","11,72161","0,70042",,,,
28/04/2008 15.00,"0,149904","0,711933",,,,,
28/04/2008 16.00,"0,296195","14,65201","0,706864",,,,
28/04/2008 17.00,"0,388305","0,726155",,,,,
28/04/2008 18.00,"0,549018","19,0476","0,740574",,,,
28/04/2008 19.00,"0,917259","0,707767",,,,,
28/04/2008 20.00,"0,326819","35,164822","0,708043",,,,
28/04/2008 21.00,"0,048752","0,783361",,,,,
28/04/2008 22.00,"0,20223","66,42247","0,780729",,,,
28/04/2008 23.00,"0,146256","0,802299",,,,,
29/04/2008 0.00,"0,058683","52,25885","0,734602",,,,
29/04/2008 1.00,"0,669892",,,,,,
29/04/2008 2.00,"0,23112","27,35042","0,672288",,,,
29/04/2008 3.00,"0,805309","17,288671",0,"17,494018",,,
29/04/2008 4.00,"0,842325","4,355242",0,"4,62951","28,81562","0,711776",
29/04/2008 5.00,"1,289218","3,590027","0,1954","3,639234","0,727727",,
29/04/2008 6.00,"1,148379","29,537282","6,814463","19,107272","35,653221","0,704703",
29/04/2008 7.00,"1,486031","24,555605","3,546803","19,138412","0,796523",,
29/04/2008 8.00,"3,64195","55,327638","10,211538","39,698013","42,97924","0,786779",
29/04/2008 9.00,"2,610035","26,997822","6,244336","17,435612","0,68718",,
29/04/2008 10.00,"2,421347","21,213313","4,670986","14,061144","27,35042","0,687218",
29/04/2008 11.00,"4,801163","37,613532","7,862517","25,575847","0,718886",,
29/04/2008 12.00,"3,175196","27,423223","6,700269","17,161756","21,97802","0,694056",
29/04/2008 13.00,"3,003662","24,87336","4,963663","17,274673","0,689145",,
29/04/2008 14.00,"7,134034","34,498195","5,197975","26,546666","24,42001","0,705134",
29/04/2008 15.00,"21,364169","50,746716","8,643271","37,520169","0,737627",,
29/04/2008 16.00,"8,109073","53,741425","6,235876","44,210695","27,83882","0,778804",
29/04/2008 17.00,"9,127446","37,972816","2,311808","34,452001","0,876911",,
29/04/2008 18.00,"7,352514","29,713684","2,959757","25,205971","32,234421","0,797545",
29/04/2008 19.00,"4,03016","26,920004","0,727464","26,120959","0,745093",,
29/04/2008 20.00,"1,908548","16,040982","0,109965","16,187058","43,46764","0,742382",
29/04/2008 21.00,"1,189005","15,344506","1,510754","13,504358","0,756408",,
29/04/2008 22.00,"0,86941","3,107551","0,174252","3,103212","43,956032","0,752911",
29/04/2008 23.00,"1,390333","3,727505","0,449166","3,066871","0,76183",,
30/04/2008 0.00,"0,944343","8,851852","1,223998","7,085084","35,164822","0,841352",
30/04/2008 1.00,"1,394847","3,098472","0,000845","3,432872","0,864653",,
30/04/2008 2.00,"2,841155","2,966181",0,"3,528915","29,79241","0,828938",
30/04/2008 3.00,"2,352733",0,0,0,"0,721676",,
30/04/2008 4.00,"2,753581","4,566647","0,197092","4,917637","25,39682","0,718022",
30/04/2008 5.00,"1,29283","1,090756","0,066825","1,083724","0,71928",,
30/04/2008 6.00,"0,529952","11,60014","1,981066","8,598404","25,39682","0,710792",
30/04/2008 7.00,"1,241368","46,228067","11,400858","28,767319","0,804186",,
30/04/2008 8.00,"5,803287","106,773422","28,379486","63,303701","58,119652","1,035799",
30/04/2008 9.00,"32,660172","90,194183","19,408856","60,476921","1,124437",,
30/04/2008 10.00,"12,857869","53,370497","13,439443","32,786823","58,608051","0,808625",
30/04/2008 11.00,"10,909593","39,875465","8,475785","26,898378","0,821315",,
30/04/2008 12.00,"11,240026","37,632977","8,785381","24,179343","51,770451","0,824734",
30/04/2008 13.00,"5,248959","29,460764","7,217106","18,407715","0,731773",,
30/04/2008 14.00,"2,927825","31,172749","7,881127","19,102073","39,56044","0,737745",
30/04/2008 15.00,"23,926369","34,966425","7,871824","22,912624","0,718768",,
30/04/2008 16.00,"33,3409","35,856155","6,760326","25,508355","38,58363","0,704232",
30/04/2008 17.00,"30,119664","33,280366","5,101543","25,475907","0,708003",,
30/04/2008 18.00,"13,807626","22,297571","2,221299","18,906104","40,04884","0,731891",
30/04/2008 19.00,"1,679234","6,905092","0,231774","6,586702","0,789295",,
30/04/2008 20.00,"0,748433","6,475794","0,069363","6,907276","42,97924","0,697041",
30/04/2008 21.00,"0,752946","11,532698","0,078667","11,931335","0,713583",,
30/04/2008 22.00,"0,10924","10,055444","0,041448","10,16753","43,46764","0,695234",
30/04/2008 23.00,"9,840146","0,321437","9,396594","0,706471",,,
01/05/2008 0.00,"11,068383","0,093893","11,381038","31,25762","0,689969",,
01/05/2008 1.00,"7,222851","0,019456","7,33817","0,651701",,,
01/05/2008 2.00,"21,97802","0,710714",,,,,
01/05/2008 3.00,"10,788236","0,066825","11,287589",,,,
01/05/2008 4.00,"20,632257","0,146339","20,45186","25,39682","0,706903",,
01/05/2008 5.00,"29,730547","0,588737","28,854278","0,724426",,,
01/05/2008 6.00,"23,742412","0,466084","23,178678","30,28083","0,70706",,
01/05/2008 7.00,"12,67663","0,832353","11,675654","0,665255",,,
01/05/2008 8.00,"18,061669","2,222991","14,663357","23,93162","0,668438",,
01/05/2008 9.00,"11,273305","2,042817","8,146743","0,685648",,,
01/05/2008 10.00,"12,531368","2,832028","8,194765","24,42001","0,723838",,
01/05/2008 11.00,"9,550922","2,597718","5,618488","0,701246",,,
01/05/2008 12.00,"6,119127","2,257672","2,668425","34,67643","0,697081",,
01/05/2008 13.00,"2,479816","1,929467","0,698255","0,663567",,,
01/05/2008 14.00,"1,037579","1,128413","0,273852","26,37361","0,67995",,
01/05/2008 15.00,"0,324243","1,30774",0,"0,692484",,,
01/05/2008 16.00,"0,211406","0,831506",0,"27,83882","0,690677",,
01/05/2008 17.00,"1,038877","1,465075","0,036339","0,686552",,,
01/05/2008 18.00,"1,780747","1,298436","0,406233","29,79241","0,676336",,
01/05/2008 19.00,"9,298012","1,306895","7,304425","0,687534",,,
01/05/2008 20.00,"23,581575","0,865342","22,372713","37,606831","0,697748",,
01/05/2008 21.00,"17,597352","0,28591","17,357737","0,728081",,,
01/05/2008 22.00,"13,213578","0,000845","13,744465","33,699631","0,732599",,
01/05/2008 23.00,"15,789371","0,519374","15,788607","0,737745",,,
02/05/2008 0.00,"6,08281","0,316361","5,758659","37,606831","0,704703",,
02/05/2008 1.00,"5,654809","0,311286","5,401744","0,697434",,,
02/05/2008 2.00,"6,573068","0,393337","5,996169","32,234421","0,688909",,
02/05/2008 3.00,"6,911578","1,192699","5,127892","0,653037",,,
02/05/2008 4.00,0,0,0,"24,42001","0,678811",,
02/05/2008 5.00,"1,42797","0,461008","0,783916","0,662074",,,
02/05/2008 6.00,"13,447033","5,996491","4,56202","28,81562","0,659913",,
02/05/2008 7.00,"45,739072","17,034456","19,818492","0,69382",,,
02/05/2008 8.00,"23,777421","6,700269","13,51344","36,141621","0,697199",,
02/05/2008 9.00,"24,523197","7,771162","12,616611","0,71099","0,079943",,
02/05/2008 10.00,"67,56719","21,733364","34,267703","30,28083","0,718062","0,046579",
02/05/2008 11.00,"45,152874","13,819242","23,980762","0,68832","0,065628",,
02/05/2008 12.00,"37,596687","9,272611","23,395423","38,09523","0,702897","0,079943",
02/05/2008 13.00,"36,762711","9,470548","22,25719","0,688162","0,080163",,
02/05/2008 14.00,"34,066332","7,819377","22,092356","37,606831","0,637204","0,080824",
02/05/2008 15.00,"22,475273","5,843386","13,525118","0,628677","0,080163",,
02/05/2008 16.00,"19,016241","4,460362","12,185711","34,67643","0,665689","0,080163",
02/05/2008 17.00,"20,332667","4,176142","13,939143","0,674844","0,055498",,
02/05/2008 18.00,"9,793455","1,240916","7,898848","30,76923","0,681836","0,077521",
02/05/2008 19.00,0,"0,091355",0,"0,678536","0,079943",,
02/05/2008 20.00,"12,907491","1,146176","11,198035","43,46764","0,70156","0,079503",
02/05/2008 21.00,"0,411141","0,072746","0,389362","0,671543","0,080163",,
02/05/2008 22.00,"0,980514","0,150568","0,782618","35,653221","0,653665","0,079723",
02/05/2008 23.00,"1,272333","0,171714","1,190149","0,662348","0,079282",,
