"NetC","Comune Lecce","","","","","",""
"Stat","Piazza_Libertini","","","","","",""
,NO2,NOX,CO,O3,PM10,BENZENE
25/06/2011 3.00,"8,6","10,7",,,,"0,7"
25/06/2011 4.00,,,"0,2",,"34,2","0,2"
25/06/2011 5.00,"17,8","25,6","0,2",,,"0,5"
25/06/2011 6.00,"16,6","21,9","0,2",,"31,7","0,5"
25/06/2011 7.00,"18,1","25,3","0,2",,,"0,4"
25/06/2011 8.00,"23,3","33,1","0,3",,"35,7","0,6"
25/06/2011 9.00,"19,7","28,5","0,2",,,"0,6"
25/06/2011 10.00,"26,6",39,"0,2",,"42,5","0,8"
25/06/2011 11.00,"28,4","44,3","0,3",,,1
25/06/2011 12.00,"30,3","45,7","0,3",,"55,2","0,9"
25/06/2011 13.00,"18,1","26,8","0,3",,,"1,2"
25/06/2011 14.00,"16,7","24,9","0,2",,"55,7","1,2"
25/06/2011 15.00,"10,7","17,3","0,1",,,"0,3"
25/06/2011 16.00,12,"19,1","0,2",,"52,7","0,3"
25/06/2011 17.00,"13,1","20,6","0,2",,,"0,3"
25/06/2011 18.00,"20,7","28,6","0,2",,"46,4","0,5"
25/06/2011 19.00,33,"41,8","0,2",,,"0,3"
25/06/2011 20.00,"36,9","45,7","0,2",,"24,4","0,6"
25/06/2011 21.00,"25,7",34,"0,2",,,"0,5"
25/06/2011 22.00,"24,8","35,1","0,2",,"36,1","0,6"
25/06/2011 23.00,"31,6","41,9","0,3",,,"0,6"
26/06/2011 0.00,"29,4","41,4","0,3",,"26,9","1,1"
26/06/2011 1.00,"18,4","26,6","0,2",,,"1,3"
26/06/2011 2.00,"11,9","19,3","0,2",,"27,4","0,5"
26/06/2011 3.00,5,11,"0,1",,,"0,2"
26/06/2011 4.00,"3,3","8,8","0,1",,"26,4","0,1"
26/06/2011 5.00,"3,9","10,3","0,1",,,0
26/06/2011 6.00,"8,3","15,6","0,2",,"26,9","0,1"
26/06/2011 7.00,"10,2",18,"0,2",,,"1,1"
26/06/2011 8.00,"13,1",22,"0,3",,"24,4","0,9"
26/06/2011 9.00,"11,1","19,1","0,2",,,"1,1"
26/06/2011 10.00,"15,7",26,"0,2",,"29,3","0,4"
26/06/2011 11.00,"19,2",31,"0,2",,,"0,4"
26/06/2011 12.00,"16,8","28,2","0,2",,"26,4","0,4"
26/06/2011 13.00,"8,3",16,"0,1",,,"0,3"
26/06/2011 14.00,"5,4","12,1","0,1",,"18,6","0,2"
26/06/2011 15.00,"6,3","12,8","0,1",,,"0,1"
26/06/2011 16.00,"7,8",15,"0,1",,"17,6","0,1"
26/06/2011 17.00,11,"19,1","0,2",,,"0,3"
26/06/2011 18.00,"18,1","28,3","0,2",,23,"0,7"
26/06/2011 19.00,"33,6",49,"0,3",,,"1,3"
26/06/2011 20.00,"30,9","39,9","0,3",,"15,6","1,5"
26/06/2011 21.00,"33,7","43,7","0,4",,,"1,8"
26/06/2011 22.00,"30,2","39,7","0,3",,"29,8","1,8"
26/06/2011 23.00,"20,4","27,9","0,3",,,"1,8"
27/06/2011 0.00,"17,2","25,6","0,2",,"25,4","1,3"
27/06/2011 1.00,"11,3","16,4","0,2",,,"0,8"
27/06/2011 2.00,"9,7","15,2","0,2",,"18,6","0,5"
27/06/2011 3.00,"3,9",9,,,,"0,2"
27/06/2011 4.00,,,"0,2",,"16,1","0,1"
27/06/2011 5.00,"19,1","25,5","0,2",,,"0,2"
27/06/2011 6.00,25,"33,6","0,2",,"13,7","0,3"
27/06/2011 7.00,"25,9","39,8","0,2",,,1
27/06/2011 8.00,"23,9","36,9","0,3",,"15,6","0,4"
27/06/2011 9.00,"24,8","39,5","0,3",,,"0,6"
27/06/2011 10.00,"29,6","48,3","0,3",,19,"1,1"
27/06/2011 11.00,"35,5","62,7","0,3",,,"1,6"
27/06/2011 12.00,"27,6","46,4","0,3",,23,2
27/06/2011 13.00,"19,7","32,5","0,2",,,"1,3"
27/06/2011 14.00,"15,6","26,7","0,2",,"12,7","0,9"
27/06/2011 15.00,"17,6","28,8","0,2",,,"0,5"
27/06/2011 16.00,"17,8","29,6","0,2",,"10,7","0,7"
27/06/2011 17.00,"24,4",38,"0,3",,,"0,6"
27/06/2011 18.00,"35,2","51,2","0,4",,20,"1,2"
27/06/2011 19.00,"44,5","58,7","0,4",,,"0,7"
27/06/2011 20.00,"45,6","55,4","0,3",,"11,7","2,4"
27/06/2011 21.00,"28,8","34,7","0,3",,,"1,2"
27/06/2011 22.00,"18,9","24,1","0,2",,"14,7","1,5"
27/06/2011 23.00,"17,9","24,4","0,2",,,"0,6"
28/06/2011 0.00,"15,7","21,7","0,2",,"16,6","0,4"
28/06/2011 1.00,"11,9","16,7","0,2",,,"0,4"
28/06/2011 2.00,"8,6","13,3","0,2",,"15,6","0,2"
28/06/2011 3.00,"6,6","11,2","0,2",,,"0,2"
28/06/2011 4.00,"7,8","12,5","0,2",,"14,7","0,1"
28/06/2011 5.00,"17,9",24,"0,2",,,"0,2"
28/06/2011 6.00,"35,6","45,1","0,3",,"23,9","0,5"
28/06/2011 7.00,"33,8","47,5","0,3",,,"1,1"
28/06/2011 8.00,"30,4","45,6","0,3",,"14,2","1,2"
28/06/2011 9.00,"35,6","53,9","0,4",,,"1,1"
28/06/2011 10.00,"34,4","55,7","0,3",,"17,6","1,6"
28/06/2011 11.00,"34,8","55,2","0,3",,,"0,9"
28/06/2011 12.00,34,"54,3","0,3",,22,"1,4"
28/06/2011 13.00,"21,4","35,6","0,2",,,"1,3"
28/06/2011 14.00,"15,2","24,2","0,2",,"12,7","0,6"
28/06/2011 15.00,"21,4","34,5","0,2",,,"0,4"
28/06/2011 16.00,"25,7","37,6","0,2",,"16,1","0,7"
28/06/2011 17.00,"35,2","50,5","0,3",,,"1,1"
28/06/2011 18.00,"38,8","53,8","0,3",,"17,6","1,1"
28/06/2011 19.00,46,"58,6","0,4",,,"1,7"
28/06/2011 20.00,"42,4","52,7","0,4",,"16,1","2,5"
28/06/2011 21.00,24,"29,8","0,3",,,"1,1"
28/06/2011 22.00,"19,9","25,2","0,3",,"20,5",1
28/06/2011 23.00,"16,5","22,2","0,2",,,"0,9"
29/06/2011 0.00,"13,8","19,9","0,2",,"17,6","0,8"
29/06/2011 1.00,"9,8","14,8","0,2",,,"0,5"
29/06/2011 2.00,"5,7","10,2","0,2",,"15,1","0,3"
29/06/2011 3.00,5,"9,1",,,,"0,1"
29/06/2011 4.00,,,"0,2",,"20,5","0,1"
29/06/2011 5.00,16,"21,6","0,2",,,"0,3"
29/06/2011 6.00,"28,8","37,4","0,2",,23,"0,4"
29/06/2011 7.00,"31,2","42,5","0,3",,,"0,8"
29/06/2011 8.00,"34,3","47,3","0,3",,22,1
29/06/2011 9.00,"32,7","46,4","0,3",,,"1,4"
29/06/2011 10.00,"36,9",54,"0,3",,21,"1,3"
29/06/2011 11.00,"32,9",51,"0,3",,,"1,4"
29/06/2011 12.00,"34,3","51,3",,,22,"2,2"
29/06/2011 13.00,"22,8","34,4","0,3",,,"1,5"
29/06/2011 14.00,"21,6","32,5","0,2",,"24,4","0,7"
29/06/2011 15.00,"20,6","31,4","0,2",,,"0,5"
29/06/2011 16.00,"20,1","29,7","0,2",,"20,5","0,3"
29/06/2011 17.00,"31,7","44,5","0,3",,,"0,9"
29/06/2011 18.00,"39,6",52,"0,4",,23,"1,1"
29/06/2011 19.00,"51,9","64,2","0,5",,,"2,3"
29/06/2011 20.00,"52,7","63,3","0,5",,"14,2","2,4"
29/06/2011 21.00,51,"59,7","0,6",,,2
29/06/2011 22.00,"43,9",52,"0,5",,"27,8","2,1"
29/06/2011 23.00,49,"58,9","0,4",,,"3,6"
30/06/2011 0.00,"39,1","46,3","0,3",,23,"1,7"
30/06/2011 1.00,"25,8","31,9","0,3",,,"1,1"
30/06/2011 2.00,"14,9","19,9","0,2",,23,1
30/06/2011 3.00,"14,8","19,7","0,3",,,"0,9"
30/06/2011 4.00,"21,1","26,5","0,2",,"23,4","1,1"
30/06/2011 5.00,52,"70,8","0,3",,,"0,9"
30/06/2011 6.00,"67,8","93,9","0,4",,"21,5","1,7"
30/06/2011 7.00,"45,6","58,9","0,4",,,"1,9"
30/06/2011 8.00,"36,4","48,8","0,4",,"19,5","1,3"
30/06/2011 9.00,"30,8","46,3","0,4",,,"1,4"
30/06/2011 10.00,"30,4","45,7","0,3",,23,"1,9"
30/06/2011 11.00,58,"79,9","0,4",,,"1,3"
30/06/2011 12.00,"44,8","60,7","0,4",,"29,8","1,8"
30/06/2011 13.00,"30,9","40,1","0,4",,,"1,9"
30/06/2011 14.00,"22,2","28,8","0,4",,"40,5","2,3"
30/06/2011 15.00,"20,6","27,4","0,3",,,"1,1"
30/06/2011 16.00,"38,7",54,"0,3",,"23,9","0,8"
30/06/2011 17.00,"45,3","55,9","0,4",,,"2,2"
30/06/2011 18.00,"59,1","82,3","0,5",,"26,9","3,2"
30/06/2011 19.00,"33,5","42,2","0,7",,,"1,5"
30/06/2011 20.00,"45,5","53,9","0,5",,21,2
30/06/2011 21.00,"54,1",66,"0,4",,,"2,3"
30/06/2011 22.00,"36,1","42,8","0,3",,"29,8","1,9"
30/06/2011 23.00,"30,4","35,6","0,4",,,"1,3"
01/07/2011 0.00,"25,4","29,9","0,3",,"31,7","1,5"
01/07/2011 1.00,"24,6","28,6","0,3",,,"1,3"
01/07/2011 2.00,"14,1","17,2","0,3",,"28,8","0,9"
01/07/2011 3.00,"9,1","12,1",,,,"0,5"
01/07/2011 4.00,,,"0,2",,"26,9","0,3"
01/07/2011 5.00,"15,5",20,"0,2",,,"0,5"
01/07/2011 6.00,"23,2","30,8","0,2",,23,"0,4"
01/07/2011 7.00,"24,6","33,1","0,3",,,"0,6"
01/07/2011 8.00,"25,7","35,3","0,3",,"25,9","0,9"
01/07/2011 9.00,"41,5","56,5","0,4",,,"1,3"
01/07/2011 10.00,"33,3","48,3","0,4",,23,"1,5"
01/07/2011 11.00,"37,3","55,2","0,4",,,"2,1"
01/07/2011 12.00,"33,7","48,9","0,3",,"21,5","1,8"
01/07/2011 13.00,"27,7","39,8","0,3",,,"1,6"
01/07/2011 14.00,"18,7","28,6","0,3",,19,1
01/07/2011 15.00,"20,2","30,3","0,3",,,"1,5"
01/07/2011 16.00,"22,7","33,3","0,3",,"20,5","1,3"
01/07/2011 17.00,"33,2","46,4","0,4",,,"1,9"
01/07/2011 18.00,"32,4","43,9","0,4",,"18,1","1,9"
01/07/2011 19.00,"42,6","56,1","0,4",,,"2,2"
01/07/2011 20.00,"39,5",50,"0,6",,"11,7","2,3"
01/07/2011 21.00,"27,5","36,3","0,7",,,"2,6"
01/07/2011 22.00,"21,6","28,5","0,6",,"18,1","1,5"
01/07/2011 23.00,47,"59,5","0,7",,,"2,2"
02/07/2011 0.00,"36,6","45,3","0,4",,"10,7","3,1"
02/07/2011 1.00,"18,3","24,3","0,3",,,"1,3"
02/07/2011 2.00,"17,8","24,1","0,2",,"15,1","0,9"
02/07/2011 3.00,"17,4","23,1","0,3",,,1
02/07/2011 4.00,"15,4","20,2","0,3",,"11,7","1,1"
02/07/2011 5.00,"19,5","25,4","0,2",,,"1,1"
02/07/2011 6.00,"31,6","41,2","0,3",,"16,6","1,1"
02/07/2011 7.00,"36,2",51,"0,3",,,"1,3"
02/07/2011 8.00,"24,8","35,9","0,3",,"9,3",1
02/07/2011 9.00,"22,9","33,8","0,3",,,"1,5"
02/07/2011 10.00,"31,2","46,1","0,4",,"9,3","1,2"
02/07/2011 11.00,"31,3","44,3","0,3",,,2
02/07/2011 12.00,"26,5","37,8","0,3",,,2
02/07/2011 13.00,"17,2","25,4","0,3",,,"1,9"
02/07/2011 14.00,"9,6","16,7","0,2",,"11,7","0,6"
02/07/2011 15.00,13,"21,1","0,2",,,"0,3"
02/07/2011 16.00,"15,9",24,"0,4",,"15,6","0,7"
02/07/2011 17.00,"22,9","30,7","0,5",,,"1,2"
02/07/2011 18.00,"37,9","48,1","0,5",,"18,6","1,5"
02/07/2011 19.00,"31,6",39,"0,7",,,"1,8"
02/07/2011 20.00,"58,8","82,3","1,6",,"21,5","3,1"
02/07/2011 21.00,"63,5","86,2","1,6",,,"3,5"
02/07/2011 22.00,"58,1","88,4",2,,"31,7","5,5"
02/07/2011 23.00,"37,7",50,"1,7",,,5
03/07/2011 0.00,"23,6","32,2","0,7",,"35,7","3,5"
03/07/2011 1.00,"21,3","31,2","0,6",,,"2,7"
03/07/2011 2.00,"22,1","31,5","0,6",,"28,3","1,9"
03/07/2011 3.00,"21,5","30,2",,,,"1,7"
03/07/2011 4.00,,,"0,3",,"24,4",1
03/07/2011 5.00,"17,1","23,2","0,2",,,"0,8"
03/07/2011 6.00,"15,5","23,2","0,2",,"14,7","0,5"
03/07/2011 7.00,"20,7","31,6","0,2",,,"0,4"
03/07/2011 8.00,"19,7","28,3","0,2",,"8,3","0,6"
03/07/2011 9.00,"16,5","26,5","0,2",,,"0,6"
03/07/2011 10.00,"19,4","30,2","0,3",,"7,3","0,5"
03/07/2011 11.00,"23,5","33,7","0,2",,,"0,9"
03/07/2011 12.00,"19,5","30,9","0,2",,"14,7","0,9"
03/07/2011 13.00,"10,9","18,2","0,2",,,"0,6"
03/07/2011 14.00,"8,9","15,1","0,2",,"8,8","0,4"
03/07/2011 15.00,"9,1","16,1","0,1",,,"0,2"
03/07/2011 16.00,"14,4","25,1","0,2",,"15,6","0,3"
03/07/2011 17.00,"18,6","27,2","0,2",,,"0,8"
03/07/2011 18.00,"38,5","51,3","0,3",,"8,8","0,8"
03/07/2011 19.00,"44,2","56,8","0,7",,,"1,7"
03/07/2011 20.00,"54,9","68,5","0,7",,"6,3","2,2"
03/07/2011 21.00,"54,5","66,6","1,1",,,"2,2"
03/07/2011 22.00,54,"64,3","0,7",,"13,2",4
03/07/2011 23.00,"63,7","77,4","0,6",,,"2,4"
04/07/2011 0.00,"45,2","59,9","0,4",,"15,6",2
04/07/2011 1.00,"35,2","44,3","0,3",,,"1,9"
04/07/2011 2.00,"24,1","29,8","0,2",,"15,6","1,2"
04/07/2011 3.00,"17,5","22,8","0,2",,,"0,7"
04/07/2011 4.00,"12,4","17,1","0,2",,"16,1",1
04/07/2011 5.00,"19,5","24,8","0,2",,,"0,7"
04/07/2011 6.00,"39,1",48,"0,2",,20,"0,8"
04/07/2011 7.00,"41,5","56,2","0,3",,,"1,3"
04/07/2011 8.00,"29,1","41,4","0,3",,"15,6",1
04/07/2011 9.00,32,"45,4","0,3",,,"1,8"
04/07/2011 10.00,"21,7","32,6","0,3",,"16,6","1,2"
04/07/2011 11.00,"23,5",34,"0,3",,,"0,7"
04/07/2011 12.00,"32,5","45,5","0,4",,22,"1,6"
04/07/2011 13.00,"21,2",31,"0,3",,,"1,8"
04/07/2011 14.00,20,"27,8","0,2",,"20,5","0,8"
04/07/2011 15.00,19,27,"0,3",,,"1,3"
04/07/2011 16.00,"21,8","30,3","0,3",,"19,5","1,3"
04/07/2011 17.00,"32,8","42,8","0,3",,,"1,3"
04/07/2011 18.00,"46,1","57,2","0,4",,"16,1","1,5"
04/07/2011 19.00,"68,1","81,4","0,5",,,"2,5"
04/07/2011 20.00,"59,6","70,9","0,5",,"9,3","2,2"
04/07/2011 21.00,53,"61,7","0,4",,,2
04/07/2011 22.00,"49,2","64,9","0,4",,"14,7",2
04/07/2011 23.00,"51,9","76,9","0,5",,,"1,8"
05/07/2011 0.00,"33,3","51,2","0,4",,"26,9","2,4"
05/07/2011 1.00,"20,9","27,7","0,3",,,"1,3"
05/07/2011 2.00,"11,2","15,7","0,2",,22,"0,8"
05/07/2011 3.00,"6,6","10,4",,,,"0,4"
05/07/2011 4.00,,,"0,2",,"24,4","0,3"
05/07/2011 5.00,"28,6","39,6","0,2",,,"0,4"
05/07/2011 6.00,"51,8","80,3","0,4",,"21,5",1
05/07/2011 7.00,54,"87,8","0,5",,,"1,6"
05/07/2011 8.00,"37,2","61,4","0,4",,22,"1,7"
05/07/2011 9.00,"37,5",59,"0,3",,,"1,7"
05/07/2011 10.00,22,"32,2","0,2",,23,"1,8"
05/07/2011 11.00,"45,9","64,1","0,4",,,"1,4"
05/07/2011 12.00,"43,3","59,6","0,5",,"27,8","2,2"
05/07/2011 13.00,"26,5",38,"0,3",,,"1,5"
05/07/2011 14.00,"24,8","34,9","0,2",,,"1,3"
05/07/2011 15.00,"28,5","39,4","0,3",,,1
05/07/2011 16.00,"45,4","58,6","0,3",,,"1,1"
05/07/2011 17.00,54,"68,1","0,4",,,"1,7"
05/07/2011 18.00,"46,7","59,4","0,4",,,"1,6"
05/07/2011 19.00,"51,1","63,6","0,4",,,"1,6"
05/07/2011 20.00,"53,2","69,2","0,4",,"24,4","2,3"
05/07/2011 21.00,"62,7","87,1","0,6",,,"2,3"
05/07/2011 22.00,"53,6","76,7","0,5",,20,"2,8"
05/07/2011 23.00,"61,3","84,4","0,5",,,"1,9"
06/07/2011 0.00,"34,2","43,3","0,3",,"24,4","2,1"
06/07/2011 1.00,"9,7","13,3","0,2",,,"1,1"
06/07/2011 2.00,"8,7","12,9","0,2",,"22,5","0,4"
06/07/2011 3.00,"16,1","21,8","0,2",,,"0,3"
06/07/2011 4.00,"10,6","15,8","0,2",,"16,1","0,6"
06/07/2011 5.00,"23,7","30,9","0,2",,,"0,4"
06/07/2011 6.00,"44,9","63,8","0,3",,"10,3","1,2"
06/07/2011 7.00,"41,5","57,4","0,4",,,"1,6"
06/07/2011 8.00,"32,5","45,3","0,3",,"9,3","1,4"
06/07/2011 9.00,29,"41,6","0,3",,,"1,2"
06/07/2011 10.00,33,"47,4","0,3",,"10,7","2,1"
06/07/2011 11.00,"32,7","49,5","0,4",,,2
06/07/2011 12.00,"27,8","41,1","0,3",,"12,2","1,1"
06/07/2011 13.00,"23,8","35,4","0,3",,,"1,5"
06/07/2011 14.00,"18,5","29,4","0,2",,"14,7","0,6"
06/07/2011 15.00,18,"28,9","0,2",,,"0,6"
06/07/2011 16.00,"31,7","47,1","0,3",,"16,1",1
06/07/2011 17.00,"29,9","41,8","0,3",,,"1,2"
06/07/2011 18.00,"49,9","65,6","0,4",,"13,2","1,4"
06/07/2011 19.00,"49,7","63,2","0,5",,,"1,7"
06/07/2011 20.00,"51,6","66,3","0,4",,"17,1","2,3"
06/07/2011 21.00,"36,7","46,6","0,4",,,"2,4"
06/07/2011 22.00,"31,3","38,5","0,3",,23,"1,7"
06/07/2011 23.00,28,"35,6","0,3",,,"1,5"
07/07/2011 0.00,"24,7","33,3","0,3",,"14,7","1,5"
07/07/2011 1.00,"19,7","27,3","0,3",,,"1,4"
07/07/2011 2.00,"13,7","19,2","0,2",,"14,2","1,2"
07/07/2011 3.00,"10,9",16,,,,"0,6"
07/07/2011 4.00,,,"0,2",,"19,5","0,5"
07/07/2011 5.00,"21,9",30,"0,3",,,"0,6"
07/07/2011 6.00,"36,1","51,7","0,3",,23,"1,4"
07/07/2011 7.00,35,"50,8","0,3",,,"1,4"
07/07/2011 8.00,"33,4","48,5","0,3",,"12,7","1,4"
07/07/2011 9.00,"34,2","51,6","0,4",,,"1,8"
07/07/2011 10.00,"35,2","51,8","0,4",,"14,2","1,8"
07/07/2011 11.00,"38,2","56,4","0,4",,,"1,6"
07/07/2011 12.00,"35,7",53,"0,4",,"12,7","1,3"
07/07/2011 13.00,"28,9",42,"0,3",,,"2,1"
07/07/2011 14.00,21,"31,4","0,3",,"19,5",1
07/07/2011 15.00,"18,3","27,4","0,2",,,"0,6"
07/07/2011 16.00,"23,3","33,6","0,3",,"10,7","0,8"
07/07/2011 17.00,"35,9",49,"0,3",,,"0,9"
07/07/2011 18.00,"32,7","42,9","0,3",,"15,6","1,7"
07/07/2011 19.00,"57,5","72,3","0,5",,,"1,8"
07/07/2011 20.00,"62,9","79,9","0,5",,"12,2","2,6"
07/07/2011 21.00,"49,7","61,4","0,5",,,"2,4"
07/07/2011 22.00,35,45,"0,4",,"23,9","1,6"
07/07/2011 23.00,"46,3","59,5","0,5",,,"2,2"
08/07/2011 0.00,"33,5","42,4","0,4",,"16,6","1,9"
08/07/2011 1.00,"31,3","39,4","0,3",,,2
08/07/2011 2.00,"23,7","29,5","0,3",,"17,6","1,1"
08/07/2011 3.00,"21,9","29,2","0,2",,,"0,8"
08/07/2011 4.00,"32,1",40,"0,2",,"12,7","0,7"
08/07/2011 5.00,"36,7","50,8","0,3",,,"1,3"
08/07/2011 6.00,"68,4","142,7","0,5",,"12,7","1,9"
08/07/2011 7.00,"77,3","113,3","0,5",,,"2,4"
08/07/2011 8.00,41,"56,6","0,4",,"14,7","2,1"
08/07/2011 9.00,"34,7","48,7","0,3",,,"1,4"
08/07/2011 10.00,"46,9",67,"0,3",,"13,2","1,3"
08/07/2011 11.00,"45,6","64,7","0,4",,,"1,5"
08/07/2011 12.00,"37,9","53,5","0,3",,"12,7","1,9"
08/07/2011 13.00,"36,5","53,5","0,3",,,"1,2"
08/07/2011 14.00,"27,8","41,7","0,2",,"9,3","0,7"
08/07/2011 15.00,"26,5",39,"0,2",,,"0,7"
08/07/2011 16.00,"28,6",41,"0,2",,"10,3","0,6"
08/07/2011 17.00,"35,8","48,1","0,3",,,"0,9"
08/07/2011 18.00,"48,3","61,3","0,3",,"14,7","1,8"
08/07/2011 19.00,"68,9","81,7","0,4",,,"1,6"
08/07/2011 20.00,"92,7","113,8","0,5",,"8,3","1,7"
08/07/2011 21.00,"138,4","194,5",1,,,"2,7"
08/07/2011 22.00,"67,5","76,7","0,5",,"19,5","2,4"
08/07/2011 23.00,"25,2","28,4","0,5",,,"1,8"
09/07/2011 0.00,"35,5","40,5","0,5",,"30,8","1,5"
09/07/2011 1.00,"35,8","40,3","0,5",,,"1,6"
09/07/2011 2.00,"48,3","53,3","0,6",,"31,7","1,6"
09/07/2011 3.00,"29,3","34,1",,,,"1,6"
09/07/2011 4.00,,,"0,4",,23,"1,3"
09/07/2011 5.00,"42,8","48,5","0,4",,,"1,4"
09/07/2011 6.00,"100,8","141,9","0,6",,"32,2","1,8"
09/07/2011 7.00,"99,3","150,4","0,7",,,"2,5"
09/07/2011 8.00,"60,7","79,1","0,4",,"25,9","2,2"
09/07/2011 9.00,"45,8","58,1","0,4",,,"2,4"
09/07/2011 10.00,"45,2","58,1","0,4",,"26,9","1,4"
09/07/2011 11.00,"42,7","55,1","0,4",,,"1,3"
09/07/2011 12.00,"39,5","51,5","0,3",,21,"1,2"
09/07/2011 13.00,"22,4","30,6","0,2",,,"0,7"
09/07/2011 14.00,"14,4","20,7","0,2",,"15,6","0,3"
09/07/2011 15.00,"12,3","17,1","0,2",,,"0,1"
09/07/2011 16.00,"15,1","20,8","0,2",,"15,6","0,2"
09/07/2011 17.00,26,"34,1","0,2",,,"0,3"
09/07/2011 18.00,"36,6",44,"0,3",,"22,5","0,9"
09/07/2011 19.00,68,"87,4","0,4",,,1
09/07/2011 20.00,"84,3","104,6","0,6",,"17,1",2
09/07/2011 21.00,81,"99,3","0,5",,,"2,7"
09/07/2011 22.00,"68,2","82,7","0,5",,22,"2,1"
09/07/2011 23.00,"47,4","55,4","0,4",,,"1,4"
10/07/2011 0.00,"64,2","75,6","0,5",,"32,2","1,6"
10/07/2011 1.00,"58,9",70,"0,5",,,"1,5"
10/07/2011 2.00,"62,3","77,6","0,5",,"23,9","2,1"
10/07/2011 3.00,"28,5","32,3","0,4",,,"1,8"
10/07/2011 4.00,"27,9","31,4","0,3",,"30,3","1,7"
10/07/2011 5.00,"51,5","61,8","0,4",,,"1,7"
10/07/2011 6.00,"37,5","49,1","0,3",,"39,6","1,6"
10/07/2011 7.00,"43,3","55,2","0,4",,,"2,1"
10/07/2011 8.00,"26,2","33,2","0,3",,"29,8",2
10/07/2011 9.00,"23,7","30,6","0,3",,,"1,5"
10/07/2011 10.00,"24,3","32,1","0,3",,"30,8","0,9"
10/07/2011 11.00,"21,1","28,6","0,2",,,1
10/07/2011 12.00,"14,3","19,8","0,2",,"25,9","0,6"
10/07/2011 13.00,"9,6","14,4","0,2",,,"0,4"
10/07/2011 14.00,"9,4","14,2","0,2",,"16,1","0,1"
10/07/2011 15.00,"8,3",13,"0,2",,,"0,1"
10/07/2011 16.00,12,"17,5","0,2",,"17,1","0,1"
10/07/2011 17.00,"12,7","18,2","0,2",,,"0,4"
10/07/2011 18.00,"22,5","28,2","0,2",,"14,7","0,5"
10/07/2011 19.00,"50,3","60,8","0,4",,,"0,6"
10/07/2011 20.00,"91,1","117,5","0,6",,"12,2","1,5"
10/07/2011 21.00,"80,9","95,7","0,5",,,"2,4"
10/07/2011 22.00,"82,7","95,8","0,5",,"21,5",2
10/07/2011 23.00,"62,5","71,5","0,5",,,"1,7"
11/07/2011 0.00,"50,2","57,3","0,4",,"24,4","1,8"
11/07/2011 1.00,26,"29,6","0,3",,,"0,9"
11/07/2011 2.00,"19,5","23,4","0,3",,20,"0,4"
11/07/2011 3.00,"21,9","25,5",,,,"0,4"
11/07/2011 4.00,,,"0,3",,"21,5","0,7"
11/07/2011 5.00,"44,4","50,6","0,4",,,"1,3"
11/07/2011 6.00,"66,2","78,7","0,4",,"29,8","1,2"
11/07/2011 7.00,"86,7","111,9","0,5",,,"1,7"
11/07/2011 8.00,"60,5","79,7","0,4",,"20,5","2,2"
11/07/2011 9.00,"56,3",73,"0,4",,,"1,7"
11/07/2011 10.00,"43,9","58,1","0,4",,"26,4","1,4"
11/07/2011 11.00,"60,7","80,8","0,4",,,"1,6"
11/07/2011 12.00,"46,1","60,6","0,4",,"31,7","1,6"
11/07/2011 13.00,"33,9","45,1","0,3",,,"1,7"
11/07/2011 14.00,"25,8","34,7","0,3",,"29,8","1,4"
11/07/2011 15.00,"25,4","34,7","0,3",,,1
11/07/2011 16.00,"28,5","39,1","0,3",,"24,4","1,3"
11/07/2011 17.00,"42,8","55,8","0,4",,,1
11/07/2011 18.00,"50,1","63,9","0,4",,"20,5","1,8"
11/07/2011 19.00,"70,2","86,9","0,4",,,"1,3"
11/07/2011 20.00,81,"92,6","0,5",,"22,5",2
11/07/2011 21.00,"34,8","39,6","0,4",,,"1,5"
11/07/2011 22.00,"23,9","27,6","0,3",,"30,3","1,1"
11/07/2011 23.00,"35,6","40,4","0,4",,,"1,6"
12/07/2011 0.00,"29,5","33,6","0,3",,"30,8","1,8"
12/07/2011 1.00,"17,6","21,2","0,3",,,"1,6"
12/07/2011 2.00,"10,4","14,1","0,2",,"29,8","0,7"
12/07/2011 3.00,"9,4","13,9","0,2",,,"0,4"
12/07/2011 4.00,"9,7","14,8","0,2",,"19,5","0,2"
12/07/2011 5.00,"21,4","28,9","0,2",,,"0,2"
12/07/2011 6.00,47,60,"0,3",,"25,9","0,6"
12/07/2011 7.00,"37,1","49,8","0,3",,,"1,3"
12/07/2011 8.00,"27,2","37,4","0,3",,23,"0,8"
12/07/2011 9.00,"32,1","44,6","0,4",,,"0,9"
12/07/2011 10.00,"43,6","61,1","0,4",,"27,4","1,1"
12/07/2011 11.00,"37,5","53,1","0,4",,,"2,1"
12/07/2011 12.00,"39,3","54,3","0,4",,"26,9","1,2"
12/07/2011 13.00,"26,7","37,2","0,3",,,"1,2"
12/07/2011 14.00,"22,8","31,9","0,3",,"36,1","0,6"
12/07/2011 15.00,"22,9","32,4","0,3",,,"0,7"
12/07/2011 16.00,"28,3","37,8","0,3",,"29,8","0,7"
12/07/2011 17.00,"31,8","41,4","0,3",,,"0,9"
12/07/2011 18.00,"54,1","67,1","0,4",,"27,8","1,4"
12/07/2011 19.00,"78,6","99,3","0,6",,,"1,8"
12/07/2011 20.00,"57,6","69,6","0,5",,"23,4","1,8"
12/07/2011 21.00,"46,7","54,7","0,4",,,"1,8"
12/07/2011 22.00,"34,1","41,7","0,4",,"36,1","1,8"
