,Regione Puglia,,,
,Scuola Elementare G.Ungaretti Via Ca del Fico,,,
Parm,SO2,NOX,NO,NO2



19/11/2006 5.00,"2,71632666","10,79990906",0,"11,89499176"
19/11/2006 6.00,"2,62421697","7,78962949",0,"9,21229706"
19/11/2006 7.00,"2,74702989","24,37014168","0,57618633","23,86005832"
19/11/2006 8.00,"2,77050937","24,39866872","3,08454304","20,47782592"
19/11/2006 9.00,"3,08476542","27,7669244","2,88600443","23,39024168"
19/11/2006 10.00,3,"9,09179326","0,06336381","10,14546778"
19/11/2006 11.00,3,"8,95301648","1,13463158","7,21617098"
19/11/2006 12.00,2,"8,69621576","2,13324415","5,42510689"
19/11/2006 13.00,2,"4,94147414","0,39454457","4,72555198"
19/11/2006 14.00,2,"0,22307878",0,"3,83651022"
19/11/2006 15.00,3,"0,01686002",0,"3,37446777"
19/11/2006 16.00,"2,80663016","3,2839403","0,25176431","3,47180769"
19/11/2006 17.00,3,"6,28643612","0,90821255","4,89557466"
19/11/2006 18.00,3,"38,03375256","3,54836593","32,60902616"
19/11/2006 19.00,3,"38,61740968","2,89276192","34,20021168"
19/11/2006 20.00,3,"30,041822","1,20137476","28,21702832"
19/11/2006 21.00,3,"42,69769416","3,49260508","37,36183752"
19/11/2006 22.00,3,"22,54789096","0,4663568","21,85484832"
19/11/2006 23.00,2,"12,24862954","0,04477728","12,63218439"
20/11/2006 0.00,2,"9,1903626","0,0143617","9,7651901"
20/11/2006 1.00,,"7,3979429",0,"8,17789359"
20/11/2006 2.00,3,,,
20/11/2006 3.00,3,"7,88171523",0,"8,83072114"
20/11/2006 4.00,3,"5,02447979",0,"6,09870258"
20/11/2006 5.00,2,"8,86222707",0,"9,9923185"
20/11/2006 6.00,2,"15,41194942","0,25260978","16,28439502"
20/11/2006 7.00,2,"57,25883608","11,64961741","39,40209448"
20/11/2006 8.00,3,"78,52530464","23,52903197","42,43391464"
20/11/2006 9.00,4,"176,30033848","73,84232706","62,98441568"
20/11/2006 10.00,4,"81,12313904","20,38449701","49,86423344"
20/11/2006 11.00,3,"20,18481192","1,93470304","17,22665347"
20/11/2006 12.00,3,"17,54936274","2,32755792","13,98586318"
20/11/2006 13.00,3,"16,26535914","2,55397821","12,35313946"
20/11/2006 14.00,3,"19,5298372","2,9307817","15,04103862"
20/11/2006 15.00,2,"15,26668904","0,96228371","14,39470041"
20/11/2006 16.00,3,"18,26529585","0,2272645","18,42848696"
20/11/2006 17.00,3,"52,74016824","6,0448936","43,49039024"
20/11/2006 18.00,4,"92,71811888","25,85320304","53,06608776"
20/11/2006 19.00,4,"96,37944592","30,48214186","49,61894296"
20/11/2006 20.00,3,"76,6615444","18,36278579","48,50535592"
20/11/2006 21.00,3,"36,5396584","3,19437381","31,65769144"
20/11/2006 22.00,3,"40,12578648","2,43907838","36,40660232"
20/11/2006 23.00,3,"19,62451944","0,20698704","19,46547928"
21/11/2006 0.00,2,"20,59983064","0,1664346","20,621876"
21/11/2006 1.00,3,"20,07844736","0,20445313","20,1598412"
21/11/2006 2.00,3,"6,36165994",0,"7,05004112"
21/11/2006 3.00,2,"5,88307678",0,"6,68533859"
21/11/2006 4.00,2,"4,28131407",0,"5,24859487"
21/11/2006 5.00,3,"4,26445214",0,"5,06948827"
21/11/2006 6.00,2,"6,81689949",0,"7,69248842"
21/11/2006 7.00,3,"14,22262423","0,07772551","15,06310119"
21/11/2006 8.00,2,"21,93832624","0,95467951","20,61539432"
21/11/2006 9.00,3,"56,925498","10,26322151","41,198342"
21/11/2006 10.00,3,"27,71375168","3,19183866","22,82954768"
21/11/2006 11.00,3,"22,08228072","2,8919177","17,65494721"
21/11/2006 12.00,3,"21,44286968","2,27855706","17,95735678"
21/11/2006 13.00,3,"29,1196644","3,2492892","24,14819672"
21/11/2006 14.00,3,"36,66414872","3,90320228","30,69337424"
21/11/2006 15.00,3,"24,567288","2,9037455","20,12349408"
21/11/2006 16.00,"2,98723715","27,88625232","2,46020007","24,12613224"
21/11/2006 17.00,3,"27,32595984","2,50413188","23,49796376"
21/11/2006 18.00,3,"52,89580504","9,63634588","38,12887456"
21/11/2006 19.00,4,"87,98676016","24,24123108","50,80778632"
21/11/2006 20.00,3,"60,70357176","11,74762163","42,69866928"
21/11/2006 21.00,3,"38,58628232","3,94628862","32,55061456"
21/11/2006 22.00,3,"37,25170632","2,84038168","32,9140284"
21/11/2006 23.00,3,"37,98708064","3,85673532","32,12232656"
22/11/2006 0.00,3,"20,57000344","0,81781378","19,59784704"
22/11/2006 1.00,,"11,51843101","0,00168969","12,60233042"
22/11/2006 2.00,3,,,
22/11/2006 3.00,2,"6,68330996",0,"8,14285046"
22/11/2006 4.00,2,"4,09325166",0,"5,8975315"
22/11/2006 5.00,2,"4,55756939","0,04815665","6,39461708"
22/11/2006 6.00,2,"6,632728",0,"8,49457242"
22/11/2006 7.00,3,"27,44526864","2,83784778","24,08850408"
22/11/2006 8.00,3,"86,1476456","25,07172061","47,69160872"
22/11/2006 9.00,3,"82,2683888","25,16128015","43,6720876"
22/11/2006 10.00,3,"58,04998344","12,11513373","39,47867008"
22/11/2006 11.00,3,"62,14323128","14,50182439","39,9458864"
22/11/2006 12.00,3,"43,66002288","4,52839072","36,73364992"
22/11/2006 13.00,3,"60,3974988","11,9926272","42,0160088"
22/11/2006 14.00,3,"21,34818744","1,62295554","19,1306116"
22/11/2006 15.00,3,"29,458184","1,62802459","26,9775552"
22/11/2006 16.00,3,"24,4116512","1,31289522","22,41164184"
22/11/2006 17.00,3,"26,22612008","1,10506272","24,5466384"
22/11/2006 18.00,3,"41,82870928","3,63876471","36,26773376"
22/11/2006 19.00,2,"28,57363544","1,13547705","27,0632128"
22/11/2006 20.00,2,"35,82631032","1,312051","33,91337344"
22/11/2006 21.00,3,"35,06370912","1,45060517","33,19176552"
22/11/2006 22.00,3,"42,57704696","2,54299588","38,9049936"
22/11/2006 23.00,3,"38,52530864","1,74714676","36,06785328"
23/11/2006 0.00,2,"13,74922833","0,00337937","15,89762992"
23/11/2006 1.00,2,"17,76725618","0,00506906","19,80680952"
23/11/2006 2.00,2,"7,95693905",0,"10,47253068"
23/11/2006 3.00,2,"4,2955795",0,"7,06561627"
23/11/2006 4.00,2,"4,01154234",0,"6,81772356"
23/11/2006 5.00,2,"3,10625432",0,"5,90272258"
23/11/2006 6.00,2,"6,6521826",0,"9,08770158"
23/11/2006 7.00,2,"13,46519117","0,30076518","14,42974354"
23/11/2006 8.00,3,"30,24414984","3,89897744","24,445398"
23/11/2006 9.00,3,"36,45793952","6,07784184","27,25401128"
23/11/2006 10.00,3,"40,370924","6,12346458","30,99187568"
23/11/2006 11.00,3,"24,70087944","2,43823416","20,97230736"
23/11/2006 12.00,3,"25,34935336","2,93331561","20,8606848"
23/11/2006 13.00,3,"27,37135072","2,70351595","23,23709048"
23/11/2006 14.00,3,"51,93991976","10,36967042","36,0457888"
23/11/2006 15.00,3,"42,74306592","9,3279765","28,49476544"
23/11/2006 16.00,"2,70910291","6,67034086","0,00253515","7,52636047"
23/11/2006 17.00,3,"7,66901097",0,"9,04616912"
23/11/2006 18.00,3,"26,23778328","0,82288283","25,84840448"
23/11/2006 19.00,3,"22,96552912","1,19715118","21,94052504"
23/11/2006 20.00,3,"30,23246752","1,95244536","28,0496136"
23/11/2006 21.00,3,"19,26395448","0,20783375","20,3402384"
23/11/2006 22.00,3,"55,970932","6,1657067","46,785684"
23/11/2006 23.00,3,"29,06779184","2,01327527","27,42402632"
24/11/2006 0.00,2,"9,93223198",0,"12,70746557"
24/11/2006 1.00,,"9,32784114",0,"12,02737673"
24/11/2006 2.00,2,,,
24/11/2006 3.00,2,"3,11663074",0,"5,71712665"
24/11/2006 4.00,2,"3,63023218",0,"6,38034018"
24/11/2006 5.00,2,"3,51091",0,"6,20252991"
24/11/2006 6.00,2,"19,68157352","2,9375392","17,24612146"
24/11/2006 7.00,3,"63,4142524","18,46500238","35,09185376"
24/11/2006 8.00,4,"157,59667648","70,81860146","48,91289872"
24/11/2006 9.00,4,"93,8101768","36,08517473","38,44035848"
24/11/2006 10.00,3,"29,80576648","4,90096813","22,29741896"
24/11/2006 11.00,3,"38,56423696","7,42368779","27,18651768"
24/11/2006 12.00,3,"6,632728","0,03294823","7,92221139"
24/11/2006 13.00,3,"8,83758522","0,96819699","7,35763794"
24/11/2006 14.00,3,"10,65205218","1,14139157","8,90599849"
24/11/2006 15.00,3,"8,09571583","1,28839417","6,12206339"
24/11/2006 16.00,3,"10,54181009","1,35006829","8,47510443"
24/11/2006 17.00,3,"17,27829659","2,02003401","14,18703235"
24/11/2006 18.00,3,"65,069184","6,88382906","54,53916904"
24/11/2006 19.00,3,"50,2331156","3,90151259","44,27429112"
24/11/2006 20.00,3,"39,7211308","1,60605744","37,28136144"
24/11/2006 21.00,3,"41,59395392","1,57564311","39,23986128"
24/11/2006 22.00,3,"26,63077576","0,53816904","26,57521304"
24/11/2006 23.00,3,"9,54184174","0,01858654","11,2979755"
25/11/2006 0.00,2,"11,02817509",0,"12,77365518"
25/11/2006 1.00,3,"5,35780258",0,"7,39527566"
25/11/2006 2.00,3,"9,16701708",0,"11,13444214"
25/11/2006 3.00,2,"8,62099003","0,038864","10,49718592"
25/11/2006 4.00,3,"6,93751801",0,"9,1707646"
25/11/2006 5.00,2,"8,30452918",0,"10,47771794"
25/11/2006 6.00,3,"27,75266088","4,39912794","21,57841136"
25/11/2006 7.00,3,"56,71668848","17,78829289","29,42923632"
25/11/2006 8.00,5,"126,0179124","58,39848146","36,39231968"
25/11/2006 9.00,3,"39,36314704","9,77321161","24,4609808"
25/11/2006 10.00,3,"11,57549847",0,"13,39143959"
25/11/2006 11.00,3,"8,61061361","0,00929264","9,79763674"
25/11/2006 12.00,3,"11,06708429","0,94369593","9,62501947"
25/11/2006 13.00,3,"8,6975121","1,24277267","6,80604124"
25/11/2006 14.00,3,"8,3278747","0,43847638","7,7431067"
25/11/2006 15.00,3,"7,68198006","0,9783351","6,18436018"
25/11/2006 16.00,"3,13172234","8,66379015","1,46919171","6,41278682"
25/11/2006 17.00,3,"18,49615455","2,01581042","15,41223048"
25/11/2006 18.00,3,"32,79139272","2,41626701","29,1021696"
25/11/2006 19.00,3,"31,18705264","1,86796111","28,33901392"
25/11/2006 20.00,3,"34,47228928","2,58270285","30,52854072"
25/11/2006 21.00,3,"40,3553412","3,11580283","35,59673648"
25/11/2006 22.00,3,"38,84826456","3,03300702","34,22617664"
25/11/2006 23.00,3,"15,4534532","0,02872465","16,19873742"
26/11/2006 0.00,3,"27,52050584","1,29937774","26,02362016"
26/11/2006 1.00,,"23,46614808","0,76881166","22,74130888"
26/11/2006 2.00,3,,,
26/11/2006 3.00,2,"15,40546582","0,6066019","15,56537594"
26/11/2006 4.00,2,"10,30835489",0,"12,02997131"
26/11/2006 5.00,3,"14,99173006",0,"16,54916686"
26/11/2006 6.00,3,"20,59594928","0,07181224","21,95608872"
26/11/2006 7.00,3,"20,98504128","0,96988667","20,63355832"
26/11/2006 8.00,3,"14,19927871","0,00844843","15,73280596"
26/11/2006 9.00,3,"14,8957553","0,03210402","15,64195154"
26/11/2006 10.00,3,"24,11724144","0,98340415","22,6854976"
26/11/2006 11.00,3,"13,73755557","0,20614282","14,31163739"
26/11/2006 12.00,3,"9,60020745","0,36497445","9,25253128"
26/11/2006 13.00,3,"12,84523664","1,23770362","10,95274286"
26/11/2006 14.00,3,"13,43276747","1,62379976","10,94754414"
26/11/2006 15.00,3,"9,79604978","1,48777824","7,51727656"
26/11/2006 16.00,3,"8,74679772","1,89584153","5,84042388"
26/11/2006 17.00,3,"12,63512696","2,0436896","9,50431874"
26/11/2006 18.00,3,"37,80939848","2,91641751","33,355318"
26/11/2006 19.00,3,"36,04162064","2,96204025","31,51622256"
26/11/2006 20.00,3,"28,11320672","1,9330146","25,16312456"
26/11/2006 21.00,3,"32,01840936","1,75982002","29,33709704"
26/11/2006 22.00,3,"28,36094456","0,49001239","27,68359944"
26/11/2006 23.00,3,"31,00286968","1,00199069","29,84066048"
27/11/2006 0.00,3,"15,05009386","0,02619074","16,1234658"
27/11/2006 1.00,3,"6,77799029",0,"8,04550862"
27/11/2006 2.00,3,"4,28779766",0,"5,30829707"
27/11/2006 3.00,3,"3,219091",0,"4,25572195"
27/11/2006 4.00,3,"2,65101668",0,"3,9585092"
27/11/2006 5.00,3,"4,65224781",0,"6,40759574"
27/11/2006 6.00,"2,7109091","11,29146131",0,"12,82557172"
27/11/2006 7.00,"2,64589025","25,04068008","0,16390069","25,64982416"
27/11/2006 8.00,4,"80,26067408","21,332429","47,58258648"
27/11/2006 9.00,4,"112,82901288","36,41465707","56,96618536"
27/11/2006 10.00,3,"39,95198568","3,76718077","34,202812"
27/11/2006 11.00,3,"15,13180318","0,47480523","15,13578014"
27/11/2006 12.00,3,"9,92963931","0,43509701","9,53287063"
27/11/2006 13.00,3,"7,92192077","1,02142269","6,3582757"
27/11/2006 14.00,5,"7,2747298","1,5004515","5,36670102"
27/11/2006 15.00,3,"7,87782431","1,24108299","6,4348513"
27/11/2006 16.00,"3,34664495","13,08388101","0,10222657","13,43166998"
27/11/2006 17.00,"3,19132261","30,68771472","4,66103161","23,54859352"
27/11/2006 18.00,"4,20813955","93,09940992","24,3333345","55,78254264"
27/11/2006 19.00,"3,43152987","57,34831768","7,20571593","46,31844856"
27/11/2006 20.00,"3,31955411","55,767304","7,08912766","44,91544208"
27/11/2006 21.00,"3,91555679","48,39011968","5,27101289","40,32616408"
27/11/2006 22.00,3,"22,09266288","0,06420803","22,69848008"
27/11/2006 23.00,3,"22,89807376","1,05943998","22,43370632"
28/11/2006 0.00,"2,79579402","10,52495007",0,"12,68150634"
28/11/2006 1.00,,"6,89082697",0,"9,19802016"
28/11/2006 2.00,3,,,
28/11/2006 3.00,3,,,
28/11/2006 4.00,3,,,
28/11/2006 5.00,2,,,
28/11/2006 6.00,2,,,
28/11/2006 7.00,4,,,
28/11/2006 8.00,4,,,
28/11/2006 9.00,3,,,
28/11/2006 10.00,4,,,
28/11/2006 11.00,3,,,
28/11/2006 12.00,3,,,
28/11/2006 13.00,3,,,
28/11/2006 14.00,4,,,
28/11/2006 15.00,3,,,
28/11/2006 16.00,3,,,
28/11/2006 17.00,4,,,
28/11/2006 18.00,4,,,
28/11/2006 19.00,4,,,
28/11/2006 20.00,4,,,
28/11/2006 21.00,4,,,
28/11/2006 22.00,3,,,
28/11/2006 23.00,3,,,
29/11/2006 0.00,3,,,
29/11/2006 1.00,2,,,
29/11/2006 2.00,"2,83552719",,,
29/11/2006 3.00,3,,,
29/11/2006 4.00,2,,,
29/11/2006 5.00,2,,,
29/11/2006 6.00,"2,46347707",,,
29/11/2006 7.00,"2,91318836",,,
29/11/2006 8.00,"3,80719238",,,
29/11/2006 9.00,4,,,
29/11/2006 10.00,3,,,
29/11/2006 11.00,3,,,
29/11/2006 12.00,3,,,
29/11/2006 13.00,3,,,
29/11/2006 14.00,3,,,
29/11/2006 15.00,"2,98723715","12,92564962","0,56435853","12,06890919"
29/11/2006 16.00,3,"19,03051075","1,31036132","17,03067156"
29/11/2006 17.00,3,"32,79139272","2,4762527","29,01003032"
29/11/2006 18.00,3,"29,42963784","1,90597964","26,52200208"
29/11/2006 19.00,3,"38,64723688","3,82125193","32,803706"
29/11/2006 20.00,3,"38,02210848","3,273789","33,01915016"
29/11/2006 21.00,3,"37,26855104","3,47148464","32,00032184"
29/11/2006 22.00,3,"17,44560615","0,02196591","18,05729319"
29/11/2006 23.00,3,"16,96572474",0,"18,03133588"
30/11/2006 0.00,3,"18,28734121",0,"19,7250524"
30/11/2006 1.00,,"11,39262523",0,"12,88137535"
30/11/2006 2.00,3,,,
30/11/2006 3.00,3,"10,72857425",0,"12,13380438"
30/11/2006 4.00,3,"5,66777984",0,"7,13829522"
30/11/2006 5.00,3,"4,74562989",0,"6,389426"
30/11/2006 6.00,3,"8,12813953",0,"9,93650913"
30/11/2006 7.00,2,"7,74682937",0,"9,56012619"
30/11/2006 8.00,3,"10,70004147","0,02957011","11,96637628"
30/11/2006 9.00,3,"7,54061061",0,"8,39333966"
30/11/2006 10.00,3,"6,4576366","0,00675874","7,34595562"
30/11/2006 11.00,3,"7,45890129","0,01013811","8,23110646"
30/11/2006 12.00,4,"7,44204127","0,00844843","7,95465803"
30/11/2006 13.00,4,"8,2500563","0,11996888","8,26874418"
30/11/2006 14.00,4,"9,0087857","0,17910786","8,79957274"
30/11/2006 15.00,4,"4,74562989","0,23402324","4,40238191"
30/11/2006 16.00,4,"7,53153243","0,85667653","6,22070156"
30/11/2006 17.00,4,"12,21231302","1,31036132","10,20775692"
30/11/2006 18.00,4,"11,03595693","1,02480206","9,4692756"
30/11/2006 19.00,4,"25,51537232","1,25206656","23,6095672"
30/11/2006 20.00,4,"24,56338752","1,30698195","22,57905656"
30/11/2006 21.00,3,"4,63408954",0,"5,27585043"
30/11/2006 22.00,3,"4,1204881",0,"5,72231773"
30/11/2006 23.00,3,"18,4585436","0,42833827","19,00733349"
01/12/2006 0.00,3,"8,15537597",0,"9,86382827"
01/12/2006 1.00,3,"4,09195533",0,"5,81446657"
01/12/2006 2.00,3,"7,29937357",0,"9,01372248"
01/12/2006 3.00,3,"4,95573957",0,"6,7281693"
01/12/2006 4.00,3,"4,71968978",0,"6,27650902"
01/12/2006 5.00,"2,94931017","5,59125778",0,"7,25899978"
01/12/2006 6.00,3,"12,8893331","0,11912466","14,14549989"
01/12/2006 7.00,3,"47,39144384","6,4918184","37,45137648"
01/12/2006 8.00,4,"94,85812488","30,06308751","48,74028336"
01/12/2006 9.00,5,"136,60641544","55,9788276","50,70526488"
01/12/2006 10.00,4,"55,60906688","15,3230113","32,10804392"
01/12/2006 11.00,4,"27,22089544","3,88799387","21,26690832"
01/12/2006 12.00,3,"21,0862052","3,56103795","15,63027305"
01/12/2006 13.00,3,"14,71806741","2,29629813","11,20062984"
01/12/2006 14.00,3,"14,75568027","2,10958856","11,52510198"
01/12/2006 15.00,"3,45862072","19,06033986","2,54975337","15,15655019"
01/12/2006 16.00,3,"26,3389472","3,10819863","21,58231184"
01/12/2006 17.00,4,"67,79286624","15,78430154","43,59161152"
01/12/2006 18.00,4,"46,80132416","6,64642645","36,62334664"
01/12/2006 19.00,3,"34,39963328","2,56242663","30,48699296"
01/12/2006 20.00,3,"37,185532","2,03608539","34,0834076"
01/12/2006 21.00,4,"115,19467312","39,2246344","55,01678664"
01/12/2006 22.00,4,"65,08346664","13,42886818","44,4988364"
01/12/2006 23.00,3,"33,8549236","0,74769122","32,82187"
02/12/2006 0.00,3,"30,17411328","1,35598281","28,11578792"
02/12/2006 1.00,,"23,32479392","1,17771917","21,71339856"
02/12/2006 2.00,3,,,
02/12/2006 3.00,3,"20,18351176","2,17464081","16,85676178"
02/12/2006 4.00,3,"20,33136672","2,13239868","17,06960944"
02/12/2006 5.00,3,"20,870914","2,10451826","17,65235262"
02/12/2006 6.00,3,"27,52178688","6,96662363","16,83858439"
02/12/2006 7.00,3,"41,11147984","14,53983295","18,80357165"
02/12/2006 8.00,3,"70,39070064","25,84138148","30,74138456"
02/12/2006 9.00,4,"95,14993432","33,74325885","43,37876768"
02/12/2006 10.00,4,"61,64519352","17,96402013","34,09120856"
02/12/2006 11.00,3,"29,31161008","4,25296957","22,98399904"
02/12/2006 12.00,3,"9,07104042","0,23148934","9,24214721"
02/12/2006 13.00,3,"9,2033317","1,04507828","7,60423432"
02/12/2006 14.00,3,"9,1903626","1,17349559","7,39397742"
02/12/2006 15.00,4,"5,37336626","1,13040799","3,64053022"
02/12/2006 16.00,3,"8,56262623","1,38893105","6,4348513"
02/12/2006 17.00,3,"24,65936992","2,49230408","20,84770232"
02/12/2006 18.00,4,"54,45477336","5,40618769","46,18736184"
02/12/2006 19.00,3,"48,26817232","3,89897744","42,31190992"
02/12/2006 20.00,3,"28,88490904","0,6665851","27,90942576"
02/12/2006 21.00,3,"34,74853504","0,72994891","34,3585444"
02/12/2006 22.00,3,"31,43087088","0,26359335","31,974376"
02/12/2006 23.00,3,"9,90888646",0,"12,05592862"
03/12/2006 0.00,3,"9,00748936",0,"11,18895326"
03/12/2006 1.00,3,"17,51564271","0,06167413","18,70492392"
03/12/2006 2.00,3,"17,38594602","0,17657395","17,98201393"
03/12/2006 3.00,3,"12,26808223","0,28471379","13,33952306"
03/12/2006 4.00,"2,7632846","8,01141193",0,"10,4141229"
03/12/2006 5.00,3,"2,732726",0,"5,45625337"
03/12/2006 6.00,3,"5,55105224",0,"8,1752971"
03/12/2006 7.00,3,"13,40034186","0,56435853","14,89956783"
03/12/2006 8.00,3,"27,2701868","3,21887487","23,86135848"
03/12/2006 9.00,3,"26,67486648","1,07126902","25,43568016"
03/12/2006 10.00,4,"50,75449888","8,24487968","38,12367392"
03/12/2006 11.00,4,"22,60756448","1,79445919","19,86652128"
03/12/2006 12.00,3,"13,17596484","0,38271677","13,23829413"
03/12/2006 13.00,3,"9,1190297","0,38778583","8,8437017"
03/12/2006 14.00,4,"10,77267262","1,10252757","9,08640334"
03/12/2006 15.00,"3,5724037","11,31091591","1,54945237","8,93844513"
03/12/2006 16.00,4,"7,70273291","1,57564311","5,28753084"
03/12/2006 17.00,3,"22,62830968","2,33769728","19,0527607"
03/12/2006 18.00,3,"30,80444232","2,2177284","27,4188448"
03/12/2006 19.00,4,"39,85342208","2,12057089","36,62334664"
03/12/2006 20.00,4,"59,26135016","5,28453037","51,18416352"
03/12/2006 21.00,4,"46,83115136","0,92088456","45,76035488"
03/12/2006 22.00,3,"29,23769216","0,01858654","30,76734952"
03/12/2006 23.00,3,"13,56116592",0,"16,14552837"
04/12/2006 0.00,3,"10,7921253",0,"13,49137983"
04/12/2006 1.00,,"7,19950598",0,"9,95338253"
04/12/2006 2.00,3,,,
04/12/2006 3.00,3,"4,67429699",0,"7,43810446"
04/12/2006 4.00,3,"3,42920068",0,"6,25055362"
04/12/2006 5.00,3,"8,87130716",0,"11,72626923"
04/12/2006 6.00,3,"16,25368638","0,00844843","18,69843459"
04/12/2006 7.00,4,"60,82421896","9,74364275","45,93297024"
04/12/2006 8.00,5,"156,54350864","58,83779956","66,26414576"
04/12/2006 9.00,6,"174,81010656","65,53576078","74,25383928"
04/12/2006 10.00,4,"93,08646568","22,14094639","59,13752904"
04/12/2006 11.00,4,"56,79192568","12,24270682","38,0237528"
04/12/2006 12.00,4,"29,77852048","4,49206187","22,89834144"
04/12/2006 13.00,3,"23,75407616","3,61510912","18,2169299"
04/12/2006 14.00,4,"32,53979264","4,86632896","25,08654896"
04/12/2006 15.00,3,"18,72312616","1,57310796","16,31943624"
04/12/2006 16.00,4,"34,23105224","2,58439254","30,28453128"
04/12/2006 17.00,4,"66,43878784","11,01851569","49,55793104"
04/12/2006 18.00,5,"112,77193968","34,40054008","60,00320616"
04/12/2006 19.00,5,"118,18810032","37,53999975","60,60022816"
04/12/2006 20.00,4,"62,2858856","10,11537594","46,78956536"
04/12/2006 21.00,3,"37,71989776","2,7592768","33,50714992"
04/12/2006 22.00,3,"47,4225712","4,06794719","41,20612384"
04/12/2006 23.00,3,"27,45435064","1,19630571","25,63556064"
05/12/2006 0.00,3,"26,17034704","0,67925836","25,14496056"
05/12/2006 1.00,3,"8,41606952","0,01520717","8,48548659"
05/12/2006 2.00,3,"5,44988832",0,"5,6107009"
05/12/2006 3.00,3,"4,89348485","0,02281137","5,00070216"
05/12/2006 4.00,3,"7,15540953","0,01013811","7,47963884"
05/12/2006 5.00,3,"5,8221203",0,"6,59578625"
05/12/2006 6.00,3,"19,76589272","0,44861449","19,76268056"
05/12/2006 7.00,3,"66,25074264","16,02508477","41,74605352"
05/12/2006 8.00,6,"223,0043992","103,97715448","63,42700544"
05/12/2006 9.00,6,"264,3726224","125,3415815","72,0033388"
05/12/2006 10.00,4,"97,53897832","26,66426431","56,64431928"
05/12/2006 11.00,4,"33,86010512","3,52555456","28,46751944"
05/12/2006 12.00,3,"33,53196768","7,38735894","22,20657984"
05/12/2006 13.00,3,"16,095455","2,52271841","12,23113857"
05/12/2006 14.00,3,"9,59631462","0,91919612","8,35050895"
05/12/2006 15.00,"3,54531183","9,35767216","0,88709211","8,0247443"
05/12/2006 16.00,3,"14,42365574","2,11043278","11,19154593"
05/12/2006 17.00,3,"26,97705808","0,69615521","26,06126744"
05/12/2006 18.00,3,"72,774544","12,6938365","53,32436072"
05/12/2006 19.00,4,"121,49666336","40,20381621","59,81890848"
05/12/2006 20.00,5,"133,2680252","47,70184016","60,07980088"
05/12/2006 21.00,4,"56,33017768","8,00747832","44,2353628"
05/12/2006 22.00,3,"21,50124304","0,15714195","21,95478856"
05/12/2006 23.00,3,"18,52468733","0,47733913","19,01512489"
06/12/2006 0.00,3,"11,85564471",0,"13,38495026"
06/12/2006 1.00,,"8,88427626",0,"10,60100943"
06/12/2006 2.00,3,,,
06/12/2006 3.00,3,"9,13459147",0,"10,91769973"
06/12/2006 4.00,3,"6,35776902",0,"8,1869775"
06/12/2006 5.00,3,"20,67506784","2,26166145","18,50505874"
06/12/2006 6.00,3,"19,16927224","0,87779822","18,89571858"
06/12/2006 7.00,4,"66,22997832","19,39940442","36,4740768"
06/12/2006 8.00,4,"168,83627288","81,47215891","43,79409232"
06/12/2006 9.00,4,"91,54954272","33,29886546","40,45855096"
06/12/2006 10.00,3,"33,78748736","5,08936988","26,01453816"
06/12/2006 11.00,3,"10,73635609","0,31512937","10,34144587"
06/12/2006 12.00,3,"9,78307878","0,87526307","8,44525429"
06/12/2006 13.00,3,"12,71813262","3,12678516","7,92350964"
06/12/2006 14.00,3,"5,68463986","0,26612726","6,7735946"
06/12/2006 15.00,3,"7,29029539","0,21797061","8,2492762"
06/12/2006 16.00,3,"17,84507458","1,90344449","14,9333089"
06/12/2006 17.00,4,"49,4302668","5,55150309","40,93616856"
06/12/2006 18.00,3,"45,95050328","4,36449002","39,27748944"
06/12/2006 19.00,3,"70,68249096","14,43931228","48,54948488"
06/12/2006 20.00,4,"136,2186236","51,60167055","57,0414608"
06/12/2006 21.00,4,"113,51769616","41,07485818","50,4963024"
06/12/2006 22.00,3,"50,45100712","8,82529085","36,92834888"
06/12/2006 23.00,3,"21,90978008","0,53394545","21,32662008"
07/12/2006 0.00,3,"12,73758913","0,00084422","13,7301829"
07/12/2006 1.00,3,"7,94786087",0,"9,24733829"
07/12/2006 2.00,3,"5,45766825",0,"6,73465863"
07/12/2006 3.00,3,"3,75992888",0,"5,25638245"
07/12/2006 4.00,3,"4,71061161",0,"6,32842555"
07/12/2006 5.00,3,"4,43695087",0,"6,22070156"
07/12/2006 6.00,3,"10,2020018",0,"12,16625294"
07/12/2006 7.00,3,"40,19192256","5,36986008","32,09506144"
07/12/2006 8.00,4,"99,2328","36,37664851","43,41899616"
07/12/2006 9.00,4,"137,31718232","57,01547117","49,82400496"
07/12/2006 10.00,5,"164,92975096","68,45639689","59,8799204"
07/12/2006 11.00,4,"94,12015024","28,38943893","50,572878"
07/12/2006 12.00,4,"41,52263632","7,26063131","30,397454"
07/12/2006 13.00,3,"15,00210648","2,43231964","11,27591102"
07/12/2006 14.00,3,"8,19947434","1,14814906","6,44133871"
07/12/2006 15.00,"3,25092288","11,60273491","1,75982002","8,90729674"
07/12/2006 16.00,3,"12,9541824","1,38893105","10,8294399"
07/12/2006 17.00,3,"21,15106024","2,23631493","17,73022838"
07/12/2006 18.00,3,"15,38471298","2,11719027","12,1428883"
07/12/2006 19.00,3,"22,01614464","2,273488","18,5387998"
07/12/2006 20.00,3,"19,40014624","1,9448424","16,4258639"
07/12/2006 21.00,3,"11,75448079","1,43877738","9,55234053"
07/12/2006 22.00,3,"15,3821203","1,22840972","13,50564909"
