"NetC","Provincia di Lecce","","","","","","","","","",""
"Stat","Galatina","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM2.5
05/03/2012 15.00,"7,59988642","17,14600531","24,48484256","0,35606245","81,1600314","23,79999"
05/03/2012 16.00,"0,6112048","19,94162464","27,19493048","0,365231","80,84268675","23,79999"
05/03/2012 17.00,"1,70361026","24,97389392","31,98999704","0,3982704","70,07128275","23,79999"
05/03/2012 18.00,"2,63350828","37,23289224","44,23499952","0,47850045","41,1179475","23,79999"
05/03/2012 19.00,"2,0918195","51,34721888","61,06088632","0,62962076","24,13026315","23,79999"
05/03/2012 20.00,"2,45836156","48,17352832","56,416428","0,60904686","31,85881335","23,79999"
05/03/2012 21.00,"2,54503131","55,90995832","64,99974016","0,73339896","31,9055163","23,79999"
05/03/2012 22.00,"2,59378426","44,87595928","52,27566696","0,64854618","44,0559042","23,79999"
05/03/2012 23.00,"2,88990822","46,11004056","54,02572056","0,72953465","17,96541989","23,79999"
06/03/2012 0.00,"2,28141068","51,4665468","61,58538616","0,96696631","9,98176704","23,79999"
06/03/2012 1.00,"2,89712892","45,20147728","57,38751368","0,96353655","9,76253649","28,1"
06/03/2012 2.00,"2,45836156",,,"0,91447025","9,98379596","28,1"
06/03/2012 3.00,"3,07317874","34,31013256","45,50600152",,"12,56381774","28,1"
06/03/2012 4.00,,"31,27005256","41,9676352","0,62451689","12,18625401","28,1"
06/03/2012 5.00,"1,8751446","26,97252664","37,210866","0,54289932",,"28,1"
06/03/2012 6.00,"2,23265773","27,91866072","39,4088056","0,48833655","10,01086212","28,1"
06/03/2012 7.00,"2,63531345","34,08317816","47,27159968","0,41960737","13,91980128","28,1"
06/03/2012 8.00,"2,56760058","40,93702896","72,44126328","0,45615109","10,04875316","28,1"
06/03/2012 9.00,"3,17248777","44,91356832","68,83670352","0,41088968","25,587072","28,1"
06/03/2012 10.00,"2,35453908","27,3538368","36,008696","0,26525885","72,68513175","28,1"
06/03/2012 11.00,"2,31391196","19,61025592","25,655216","0,2077463","85,22729775","28,1"
06/03/2012 12.00,"2,26786932","20,46105768","27,24426008","0,21809849","88,10708025","28,1"
06/03/2012 13.00,"2,38162179","16,71930045","23,30863752","0,23031118","98,9116212","28,1"
06/03/2012 14.00,"3,55528148","14,66035369","21,31193592","0,19258382","95,43643095","28,1"
06/03/2012 15.00,"2,97657797","13,68437902","20,05978624","0,18749161","97,5292458","28,1"
06/03/2012 16.00,"2,9756759","14,12275665","21,45994384","0,19521439","96,1556883","28,1"
06/03/2012 17.00,"2,29946548","16,25303822","22,935396","0,19694325","89,5002486","28,1"
06/03/2012 18.00,"2,21008745","21,09593728","27,550008","0,24624489","75,192747","28,1"
06/03/2012 19.00,"2,21460293","25,9621876","32,30350768","0,27653139","63,2920533","28,1"
06/03/2012 20.00,"2,22634013","35,75562368","42,30387952","0,35206184","44,4287298","28,1"
06/03/2012 21.00,"1,87785185","40,97400704","47,73443752","0,39830069","33,99226635","28,1"
06/03/2012 22.00,"2,62086697","37,83987576","45,08406136","0,42488715","31,66936815","28,1"
06/03/2012 23.00,"2,11168151","37,66349376","45,24635192","0,45436631","24,65331225","28,1"
07/03/2012 0.00,"1,99882807","34,35877384","42,13640744","0,45819916","16,277207","28,1"
07/03/2012 1.00,"2,52426621","31,68118992","39,93133608","0,45682796","19,08119546","22,9"
07/03/2012 2.00,"1,98167637","29,90563024","38,166388","0,44125191","25,35160215","22,9"
07/03/2012 3.00,"2,47641839","28,15471624","35,37058512","0,35446756","36,7427928","22,9"
07/03/2012 4.00,"2,02591383","28,60866328","35,65816904","0,33723838","29,34375675","22,9"
07/03/2012 5.00,"1,56728446","29,28891464","36,46763336","0,3225454","33,1484811","22,9"
07/03/2012 6.00,"1,91035314","31,22854304","38,05537728","0,30069349","43,8183795","22,9"
07/03/2012 7.00,"1,68735758","39,10311504","47,74285032","0,30484672","39,3789858","22,9"
07/03/2012 8.00,"2,15050345","43,53878296","56,2145208","0,30984457","38,324748","22,9"
07/03/2012 9.00,"1,82368338","43,35461912","58,82336832","0,30456479","44,5288788","22,9"
07/03/2012 10.00,"2,67052301","34,97548944","47,29498344","0,27147762","55,0215015","22,9"
07/03/2012 11.00,"1,69006789","28,68193112","36,92070088","0,23686897","69,4020999","22,9"
07/03/2012 12.00,"2,61003389","24,47260576","32,3554376","0,21979007","79,19844765","22,9"
07/03/2012 13.00,"1,6584697","24,07573192","31,35513656","0,21719678","80,55444915","22,9"
07/03/2012 14.00,"1,93924408","32,4353592","41,90662328","0,22672298","65,6683776","22,9"
07/03/2012 15.00,"2,30668923","28,24679816","35,5666416","0,22623485","69,01369335","22,9"
07/03/2012 16.00,"2,03765103","30,56060496","37,72886504","0,23536612","64,36789695","22,9"
07/03/2012 17.00,"2,24620214","34,72452032","42,67777112","0,2744274","59,4122172","22,9"
07/03/2012 18.00,"1,81826786","39,19844736","46,09151328","0,33302923","49,55833365","22,9"
07/03/2012 19.00,"1,91035314","47,60998544","55,18177312","0,36183269","31,0448334","22,9"
07/03/2012 20.00,"1,74062398","44,7734952","52,64565808","0,37248545","31,11248385","22,9"
07/03/2012 21.00,"2,13695905","55,17263376","64,2792412","0,5410761","17,76513585","22,9"
07/03/2012 22.00,"1,8751446","47,99582704","56,92790712","0,52696562","14,93069771","22,9"
07/03/2012 23.00,"2,25703319","47,8778184","57,25443848","0,50906073","13,99220183","22,9"
08/03/2012 0.00,"2,04758204","40,67181544","51,47010312","0,48219234","14,24255637","22,9"
08/03/2012 1.00,"1,99792599","35,88273344","45,80392936","0,44670061","17,43019929","9,1"
08/03/2012 2.00,"2,67774575",,,"0,44423897","26,80974765","9,1"
08/03/2012 3.00,"2,21821328","25,01538432","32,27626168",,"48,2605263","9,1"
08/03/2012 4.00,,"22,82090544","29,20851504","0,21843867","60,6443691","9,1"
08/03/2012 5.00,"2,07737505","19,45590016","25,48059304","0,17545832",,"9,1"
08/03/2012 6.00,"2,31842541","17,2867266","23,50467488","0,16334465","69,8229651","9,1"
08/03/2012 7.00,"2,32655124","18,9319395","25,15084952","0,173352","70,8778413","9,1"
08/03/2012 8.00,"2,6217721","20,92603696","27,40720072","0,17767765","74,0959359","9,1"
08/03/2012 9.00,"2,46016673","22,15621776","30,68266704","0,20237565","70,87917795","9,1"
08/03/2012 10.00,"3,05963433","17,1719435","24,34593576","0,19274459","70,37304645","9,1"
08/03/2012 11.00,"2,64524446","17,0746705","24,03695656","0,19541594","73,21021575","9,1"
08/03/2012 12.00,"2,37560013","16,17319883","23,52977944","0,19213996","79,22510085","9,1"
08/03/2012 13.00,"2,69309329","14,11367847","20,73227488","0,18044336","86,39517075","9,1"
08/03/2012 14.00,"3,08039944","10,79731447","17,75541516","0,17844888","95,2131306","9,1"
08/03/2012 15.00,"2,58475533","8,98219934","15,60487786","0,1666183","96,00412815","9,1"
08/03/2012 16.00,"2,63531345","10,84400551","17,43604806","0,17252369","91,84886235","9,1"
08/03/2012 17.00,"2,42856752","12,79724926","19,33211728","0,16983487","87,8952711","9,1"
08/03/2012 18.00,"2,28863138","16,16095247","22,48165928","0,18281297","82,2588774","9,1"
08/03/2012 19.00,"2,29675721","16,05654771","22,215528","0,18219202","81,23039505","9,1"
08/03/2012 20.00,"2,17939134","16,25952372","22,52515728","0,1953973","82,03426035","9,1"
08/03/2012 21.00,"1,9166738","18,9857623","25,5993856","0,2141503","79,6971378","9,1"
08/03/2012 22.00,"2,08820915","17,83080723","24,38618336","0,22092245","80,20053615","9,1"
08/03/2012 23.00,"2,03223551","17,65377133","24,02137376","0,21394293","77,5325628","9,1"
09/03/2012 0.00,"2,21821328","17,9352139","24,14924832","0,21503454","74,78203635","9,1"
09/03/2012 1.00,"2,10265259","17,93197115","24,11095096","0,21131003","67,56839565","12,1"
09/03/2012 2.00,"2,06022029","19,1374948","25,28910624","0,21541083","57,66509595","12,1"
09/03/2012 3.00,"2,0186911","18,94815135","25,46502936","0,19742789","55,68661455","12,1"
09/03/2012 4.00,"1,62687049","19,20234984","25,73636128","0,20764261","53,27442015","12,1"
09/03/2012 5.00,"1,54561626","21,5083748","28,15628408","0,20308979","45,9924507","12,1"
09/03/2012 6.00,"1,60430123","22,34168176","29,17994976","0,21172361","44,92873665","12,1"
09/03/2012 7.00,"1,47248786","33,62016824","42,65245624","0,22825729","35,3042382","12,1"
09/03/2012 8.00,"1,86250532","37,82947448","49,53768296","0,27135064","37,38424515","12,1"
09/03/2012 9.00,"1,75145808","33,6214684","45,3021632","0,28299481","51,7465494","12,1"
09/03/2012 10.00,"1,39755428","21,03886408","28,46656344","0,2439079","82,72983705","12,1"
09/03/2012 11.00,"1,5122129","18,46697361","25,42801304","0,22624533","90,36841275","12,1"
09/03/2012 12.00,"1,38401293","17,22577013","24,09666832","0,22124166","93,82602705","12,1"
09/03/2012 13.00,"1,70541544","18,50588281","25,61236808","0,2171793","92,71429335","12,1"
09/03/2012 14.00,"1,49596327","20,44031248","28,82487224","0,22861494","88,14362865","12,1"
09/03/2012 15.00,"1,32171863","16,72254129","23,82728664","0,22451414","90,03820035","12,1"
09/03/2012 16.00,"2,03223551","21,66206136","28,63338544","0,24386945","82,5620376","12,1"
09/03/2012 17.00,"1,40477803","28,95754592","36,4630828","0,2841237","74,4004128","12,1"
09/03/2012 18.00,"1,60520331","41,63353232","49,84473104","0,36517508","53,17969755","12,1"
09/03/2012 19.00,"1,61423223","41,32095856","49,64934376","0,34726786","54,6175539","12,1"
09/03/2012 20.00,"1,27748116","32,46067408","39,57627768","0,28940814","61,16875485","12,1"
09/03/2012 21.00,"1,305469","23,86172176","30,53595928","0,23279147","64,0803177","12,1"
09/03/2012 22.00,"1,06351453","23,50700752","30,32368904","0,26755157","54,34960545","12,1"
09/03/2012 23.00,"1,3966522","26,80845792","33,74844432","0,26683626","48,6232173","12,1"
10/03/2012 0.00,"1,52485217","27,03153096","34,21518264","0,29949121","47,5141968","12,1"
10/03/2012 1.00,"1,2323406","27,13139472","34,26384304","0,29422425","41,1882912","23,79999"
10/03/2012 2.00,"0,98948303",,,"0,28261852","38,46146535","23,79999"
10/03/2012 3.00,"1,30005144","15,1246695","21,82410336",,"53,594478","23,79999"
10/03/2012 4.00,,"13,45157199","19,91307848","0,23655675","67,9452711","23,79999"
10/03/2012 5.00,"2,06022029","14,59161346","21,42877824","0,24631945",,"23,79999"
10/03/2012 6.00,"2,76080312","18,98187138","26,00704312","0,25955967","81,2676018","23,79999"
10/03/2012 7.00,"3,16165367","20,11995688","27,09172072","0,2777861","78,6605358","23,79999"
10/03/2012 8.00,"3,28533816","24,71644312","34,7078668","0,29036926","71,84407965","23,79999"
10/03/2012 9.00,"3,65188225","25,512772","35,6938852","0,31220602","66,5520828","23,79999"
10/03/2012 10.00,"4,22787647","19,4338548","27,40330024","0,29247558","71,13629355","23,79999"
10/03/2012 11.00,"5,81050949","19,5389192","27,8992348","0,29298352","74,26170045","23,79999"
10/03/2012 12.00,"4,7948438","18,90470306","27,16248384","0,29193036","77,12185215","23,79999"
10/03/2012 13.00,"5,16228692","20,62447632","29,75245992","0,28950367","76,7469717","23,79999"
10/03/2012 14.00,"5,99829346","21,62380224","30,97671352","0,29151679","78,1699653","23,79999"
10/03/2012 15.00,"5,79515991","17,62718114","25,27289248","0,2680432","81,48683235","23,79999"
10/03/2012 16.00,"5,3428512","18,21341564","25,53967384","0,28542267","80,1531948","23,79999"
10/03/2012 17.00,"5,12798147","18,91961858","26,20373056","0,29710296","78,7579716","23,79999"
10/03/2012 18.00,"4,95825231","23,04592872","30,3743188","0,33090194","73,855698","23,79999"
10/03/2012 19.00,"5,38708866","25,48814544","32,94419976","0,35287035","68,38714365","23,79999"
10/03/2012 20.00,"5,51348244","26,46735712","34,49622752","0,34028718","66,4255599","23,79999"
10/03/2012 21.00,"4,87609803","28,62940848","36,7097308","0,35695134","61,8751644","23,79999"
10/03/2012 22.00,"4,26669739","28,27339408","36,07490856","0,35379186","57,20365245","23,79999"
10/03/2012 23.00,"4,31274105","23,23269288","30,6612144","0,31982396","61,1694132","23,79999"
11/03/2012 0.00,"3,79994219","22,97266088","30,3684872","0,31685204","60,42916845","23,79999"
11/03/2012 1.00,"4,19627726","22,43506384","29,45776336","0,30991097","60,098976","22,29999"
11/03/2012 2.00,"3,63382541","24,05303648","31,19481536","0,28662612","56,50468425","22,29999"
11/03/2012 3.00,"4,35968882","18,18099003","25,45657832","0,27086483","59,36415765","22,29999"
11/03/2012 4.00,"4,15474807","23,54721688","30,70018096","0,28290161","49,68214335","22,29999"
11/03/2012 5.00,"3,88390368","19,13361344","26,0602732","0,24949757","52,81429335","22,29999"
11/03/2012 6.00,"3,95342173","19,11416266","25,9830284","0,23888908","53,90707455","22,29999"
11/03/2012 7.00,"4,16648628","20,75353632","27,94076344","0,24483291","54,41049285","22,29999"
11/03/2012 8.00,"4,52039008","19,43450488","26,9164668","0,23512729","61,23981675","22,29999"
11/03/2012 9.00,"5,14242796","20,33071664","27,86546888","0,23864443","62,7561564","22,29999"
11/03/2012 10.00,"5,63987723","18,81650824","26,40104896","0,26482664","68,2017483","22,29999"
11/03/2012 11.00,"6,12920373","16,11101868","23,66436512","0,26934101","77,08801695","22,29999"
11/03/2012 12.00,"6,8027008","15,94889829","23,69941208","0,27550969","84,3591735","22,29999"
11/03/2012 13.00,"7,77051868","17,13627706","24,8704356","0,2835412","89,636946","22,29999"
11/03/2012 14.00,"7,94024581","14,69277738","21,93056352","0,27882062","94,871427","22,29999"
11/03/2012 15.00,"8,03233414","13,30825612","20,41809504","0,26947266","97,329666","22,29999"
11/03/2012 16.00,"8,11990598","13,03070446","19,84428472","0,27120268","98,61797715","22,29999"
11/03/2012 17.00,"8,00254011","14,38150378","21,51447408","0,28071957","96,42770655","22,29999"
11/03/2012 18.00,"7,16743666","19,97080176","27,19688072","0,28709678","87,13136565","22,29999"
11/03/2012 19.00,"6,54178843","25,13211192","32,6520844","0,29873862","80,83861695","22,29999"
11/03/2012 20.00,"6,11475725","31,29534832","38,59284048","0,34670051","72,1756287","22,29999"
11/03/2012 21.00,"6,39824193","26,13078776","33,27069288","0,30485138","86,27539095","22,29999"
11/03/2012 22.00,"6,0271844","27,30844592","34,17493504","0,30605599","87,463593","22,29999"
11/03/2012 23.00,"5,72203456","28,39660336","35,4589004","0,31374848","78,2342442","22,29999"
12/03/2012 0.00,"5,90530508","31,43607152","38,40460408","0,30669441","71,5037127","22,29999"
12/03/2012 1.00,"5,64168241","24,51669648","31,13770392","0,2700738","75,2786916",11
12/03/2012 2.00,"4,80748206",,,"0,21735289","77,7626262",11
12/03/2012 3.00,"5,20201195","13,19088035","19,7397748",,"78,4378938",11
12/03/2012 4.00,,"11,80960184","18,60511561","0,17607694","85,82005215",11
12/03/2012 5.00,"4,1096075","12,41593719","19,2081432","0,17185032",,11
12/03/2012 6.00,"3,94439382","16,32177653","23,33915304","0,17585093","81,9287049",11
12/03/2012 7.00,"4,51316633","16,79517243","23,95581128","0,17570064","86,27674755",11
12/03/2012 8.00,"3,11290072","18,8301255","26,7743096","0,1815804","84,10542945",11
12/03/2012 9.00,"4,82012438","20,52916312","29,51164352","0,19906821","83,3915586",11
12/03/2012 10.00,"4,39038188","15,40027666","23,40146512","0,16978477","86,7402459",11
12/03/2012 11.00,"3,93536489","9,26558642","17,73853985","0,17848616","84,9349704",11
12/03/2012 12.00,"3,99675712","10,09370612","18,04622271","0,18533752","87,6280209",11
12/03/2012 13.00,"4,27030774","13,5637605","21,3807488","0,19681394","88,53536685",11
12/03/2012 14.00,"3,97960236","13,83482857","22,55047216","0,2025236","90,63634125",11
12/03/2012 15.00,"4,1096075","12,08261632","19,96437744","0,19050197","92,73121095",11
12/03/2012 16.00,"4,36329917","13,95739159","21,86760136","0,19587495","92,53294785",11
12/03/2012 17.00,"3,70785691","15,29068273","22,89644856","0,18845506","89,59973925",11
12/03/2012 18.00,"3,78279049","19,34242296","27,47469432","0,2041581","84,85243725",11
12/03/2012 19.00,"3,70785691","23,27160208","31,6790676","0,2230544","79,97929065",11
12/03/2012 20.00,"3,75299645","26,04323728","33,73286152","0,23385511","76,81941015",11
12/03/2012 21.00,"3,23297791","22,57901832","30,06859","0,20714516","78,462951",11
12/03/2012 22.00,"3,20228078","21,21071464","28,58340576","0,19848571","77,75179335",11
12/03/2012 23.00,"3,66813187","19,21401304","26,4464972","0,18471774","79,2302679",11
13/03/2012 0.00,"3,79452667","18,4215789","25,25925992","0,1761515","79,2234849",11
13/03/2012 1.00,"2,93956121","16,17716432","22,95616032","0,16567116","80,9495988","14,1"
13/03/2012 2.00,"3,81438868","16,31983202","23,1210512","0,17239554","81,1478619","14,1"
13/03/2012 3.00,"4,13308292","19,34502328","26,17386512","0,17252718","78,43994865","14,1"
13/03/2012 4.00,"3,29346399","18,79705364","25,6428836","0,1652203","78,32084715","14,1"
13/03/2012 5.00,"3,42888771","18,50264197","25,24820856","0,16420559","76,09470645","14,1"
13/03/2012 6.00,"3,02984437","23,2592888","30,20296536","0,17972106","71,53349805","14,1"
13/03/2012 7.00,"4,51136115","28,25588016","36,37090528","0,19651337","66,0682953","14,1"
13/03/2012 8.00,"4,31274105","24,67363344","33,10842144","0,19970663","73,44295245","14,1"
13/03/2012 9.00,"4,82102646","19,26135416","27,79147448","0,19865464","80,55241425","14,1"
13/03/2012 10.00,"3,81529177","18,08955246","26,269924","0,19315118","84,4687788","14,1"
13/03/2012 11.00,"4,71539678","16,45666239","24,36735016","0,20410218","88,04615295","14,1"
13/03/2012 12.00,"6,00190584","15,62400551","23,29047352","0,20158461","88,7451411","14,1"
13/03/2012 13.00,"6,03350505","17,50202354","26,07130544","0,20859092","89,13490425","14,1"
13/03/2012 14.00,"5,8096064","19,17900432","28,66908248","0,22243462","89,42246355","14,1"
13/03/2012 15.00,"5,87099862","17,11228337","25,40076704","0,20079591","92,30491935","14,1"
13/03/2012 16.00,"6,14364717","18,04156699","26,53542432","0,21039434","92,29342815","14,1"
13/03/2012 17.00,"5,48188425","21,1432784","29,86672104","0,22390019","89,16734295","14,1"
13/03/2012 18.00,"4,07710622","27,83306048","35,53874552","0,24420497","80,6918049","14,1"
13/03/2012 19.00,"3,77827399","38,86057784","46,50888376","0,28703154","68,6862141","14,1"
13/03/2012 20.00,"3,43340014","48,27987376","56,22492208","0,33740847","58,6963314","14,1"
13/03/2012 21.00,"3,97238166","47,26953472","55,21943952","0,3577517","54,94299825","14,1"
13/03/2012 22.00,"3,68438353","45,83180632","53,18315952","0,36265402","53,06670075","14,1"
13/03/2012 23.00,"3,22214076","38,65696896","45,78056472","0,33049652","57,2165202","14,1"
14/03/2012 0.00,"2,64343928","30,53012768","37,04924464","0,28428913","58,46086155","14,1"
14/03/2012 1.00,"2,22634013","31,0022196","37,81909232","0,26497925","55,9505331","18,5"
14/03/2012 2.00,"2,99734308",,,"0,22906463","67,27134015","18,5"
14/03/2012 3.00,"3,18602912","23,01870184","30,22633",,"66,6028356","18,5"
14/03/2012 4.00,,"25,08412072","31,81667424","0,21396856","66,28481265","18,5"
14/03/2012 5.00,"2,03584586","22,22300392","28,89951672","0,20282767",,"18,5"
14/03/2012 6.00,"3,02532787","28,35834424","35,4335664","0,20740029","59,94266775","18,5"
14/03/2012 7.00,"2,89622582","33,3458536","42,36489144","0,22763052","57,05953365","18,5"
14/03/2012 8.00,"3,69792489","35,93720632","47,8954088","0,27930759","55,90247355","18,5"
14/03/2012 9.00,"4,99075359","38,398218","52,64179584","0,30168258","63,6310437","18,5"
14/03/2012 10.00,"5,01693626","23,68015824","33,1648828","0,23207266","78,48052695","18,5"
14/03/2012 11.00,"5,15957966","21,21524608","30,8072912","0,21752531","80,74728585","18,5"
14/03/2012 12.00,"4,73435671","19,93514296","28,05242424","0,20152986","77,89998195","18,5"
14/03/2012 13.00,"4,13849844","19,47406416","28,28610888","0,20024952","77,72406285","18,5"
14/03/2012 14.00,"6,75033953","22,25478136","33,01169336","0,20901964","75,6725046","18,5"
14/03/2012 15.00,"6,68443183","21,58749336","30,66253368","0,18820575","75,8754759","18,5"
14/03/2012 16.00,"7,0527811","20,34239896","29,13320136","0,18820575","76,5020655","18,5"
14/03/2012 17.00,"3,67896597","18,39952972","26,37378384","0,19108447","76,71044325","18,5"
14/03/2012 18.00,"2,65878683","22,1069264","29,6544508","0,22398057","69,4183392","18,5"
14/03/2012 19.00,"2,65427339","31,16305704","38,53505984","0,25409","60,42242535","18,5"
14/03/2012 20.00,"2,1541138","36,88529064","44,3817264","0,29714723","52,02738555","18,5"
14/03/2012 21.00,"1,89500661","37,64467968","45,12690928","0,34080677","50,50831275","18,5"
14/03/2012 22.00,"2,03674793","35,64539688","43,03866112","0,33670364","47,47156365","18,5"
14/03/2012 23.00,"1,47700334","30,59303248","37,4458508","0,28786917","46,0201812","18,5"
15/03/2012 0.00,"2,0105673","24,58738312","31,209098","0,26780904","50,9264847","18,5"
15/03/2012 1.00,"1,63048186","22,5440096","29,68689744","0,23265516","53,5444035","17,79999"
15/03/2012 2.00,"1,61784258","22,20744024","28,86576992","0,21568111","52,28110965","17,79999"
15/03/2012 3.00,"1,45623925","23,61077176","30,5723064","0,20015516","48,9439335","17,79999"
15/03/2012 4.00,"1,83000404","21,38516552","28,39580032","0,18032103","54,384099","17,79999"
15/03/2012 5.00,"1,44359997","21,85465712","28,5262752","0,16776816","53,88880035","17,79999"
15/03/2012 6.00,"1,78847484","22,35399504","29,19228216","0,16989545","56,73339105","17,79999"
15/03/2012 7.00,"1,24859022","22,32611808","30,60735336","0,17676429","59,1138051","17,79999"
15/03/2012 8.00,"2,00244147","23,96225472","33,84064096","0,23896014","58,02914355","17,79999"
15/03/2012 9.00,"2,23988148","26,83375368","39,51136528","0,26641686","59,06574555","17,79999"
15/03/2012 10.00,"4,06988552","24,56080632","35,5328948","0,22894813","66,99934185","17,79999"
15/03/2012 11.00,"7,02479326","25,58670904","36,97590032","0,22721694","68,04611835","17,79999"
15/03/2012 12.00,"4,07169069","18,52468733","27,47729464","0,19994895","78,6957276","17,79999"
15/03/2012 13.00,"6,01905857","21,05507784","30,6495512","0,20627141","77,15907885","17,79999"
15/03/2012 14.00,"5,02235178","21,60305704","31,5148268","0,21835362","83,53773225","17,79999"
15/03/2012 15.00,"4,48969295","18,93258576","27,58830536","0,1957899","87,89800425","17,79999"
15/03/2012 16.00,"4,03467393","18,1926647","26,3322552","0,19902627","87,32420235","17,79999"
15/03/2012 17.00,"6,77200672","21,60240696","30,3529044","0,20696808","79,2018192","17,79999"
15/03/2012 18.00,"8,85028181","32,2207372","40,94655072","0,23623055","67,7876262","17,79999"
15/03/2012 19.00,"4,96005952","38,46890464","46,95091904","0,28866021","58,512951","17,79999"
15/03/2012 20.00,"2,28321585","38,02210848","46,05254672","0,32281568","64,09522035","17,79999"
15/03/2012 21.00,"1,83722474","33,20448032","40,67976936","0,31431001","67,54337835","17,79999"
15/03/2012 22.00,"1,33887338","29,0269324","36,1911008","0,30171986","67,04941635","17,79999"
15/03/2012 23.00,"1,63589942","26,45179344","33,21486248","0,27584404","65,7766662","17,79999"
16/03/2012 0.00,"1,39845738","23,51218904","30,34835384","0,25636757","63,03627435","17,79999"
16/03/2012 1.00,"1,49596327","21,60888864","28,18159896","0,2231709","63,5146554","21,5"
16/03/2012 2.00,"1,76590456",,,"0,23495138","58,877637","21,5"
16/03/2012 3.00,"1,26213463","23,696372","30,52037648",,"60,32838105","21,5"
16/03/2012 4.00,,"22,0440216","28,72166248","0,21112713","62,96050425","21,5"
16/03/2012 5.00,"1,89139321","23,205466","29,85048816","0,20935749",,"21,5"
16/03/2012 6.00,"1,23504887","28,71047728","35,62767264","0,21779209","51,48199245","21,5"
16/03/2012 7.00,"0,9642055","35,74979208","44,9217708","0,26267605","45,47412975","21,5"
16/03/2012 8.00,"1,72978988","39,45719832","54,31391632","0,32260248","40,7945181","21,5"
16/03/2012 9.00,"2,02320658","38,2938228","56,65336304","0,33192248","48,41819115","21,5"
16/03/2012 10.00,"2,05390269","26,614562","35,58287448","0,22714937","69,1124658","21,5"
16/03/2012 11.00,"1,9970229","23,94927224","32,00881112","0,20892411","75,7570527","21,5"
16/03/2012 12.00,"2,07647297","21,22757848","29,14035224","0,1974209","81,52745055","21,5"
16/03/2012 13.00,"2,43669335","19,8229468","27,63503464","0,19021072","86,00814075","21,5"
16/03/2012 14.00,"2,33648224","22,83971952","31,37915128","0,19395736","85,8964806","21,5"
16/03/2012 15.00,"2,00605182","19,03180709","26,59060464","0,17932845","90,2817699","21,5"
16/03/2012 16.00,"2,16946033","21,24574248","28,81514016","0,19896453","88,0204773","21,5"
16/03/2012 17.00,"1,59256505","27,21376368","35,34595856","0,23178025","80,9428158","21,5"
16/03/2012 18.00,"1,21247859","33,47361344","41,48988376","0,23976283","67,72133235","21,5"
16/03/2012 19.00,"2,14237762","42,59458","50,78073152","0,28886408","53,0714289","21,5"
16/03/2012 20.00,"1,56728446","48,00035848","56,22429112","0,41605995","43,84952145","21,5"
16/03/2012 21.00,"1,25207548","46,25659536","53,69989664","0,36992828","36,9057843","21,5"
16/03/2012 22.00,"1,46526716","41,46556312","48,40822632","0,41191837","36,61353675","21,5"
16/03/2012 23.00,"1,04184633","38,26462656","45,74033624","0,40177006","33,012462","21,5"
17/03/2012 0.00,"1,05538768","33,58579048","40,53759304","0,37976204","35,50523445","21,5"
17/03/2012 1.00,"1,28741216","31,72723088","38,96870144","0,3690487","30,76064565",22
17/03/2012 2.00,"0,85586754","28,61774528","36,2034332","0,36210181","32,3513988",22
17/03/2012 3.00,"1,29553799","26,5484068","33,94123128","0,30249575","36,64130715",22
17/03/2012 4.00,"0,80801769","26,60094856","33,48621352","0,30699498","38,075772",22
17/03/2012 5.00,"1,30817727","25,9498552","33,05065992","0,27453691","39,5000823",22
17/03/2012 6.00,"0,76107195","27,7461792","34,82859048","0,24222913","36,4687596",22
17/03/2012 7.00,"1,22873025","26,90118992","34,29632792","0,24386712","52,58897805",22
17/03/2012 8.00,"1,14928119","29,76167576","38,42924976","0,28726454","69,8642217",22
17/03/2012 9.00,"1,15650494","19,27498672","27,04044088","0,23767398","90,04969155",22
17/03/2012 10.00,"2,05209446","20,85079976","30,38537016","0,23404035","95,5818864",22
17/03/2012 11.00,"1,20254758","16,17716432","23,73445904","0,2218393","102,42742965",22
17/03/2012 12.00,"1,51040772","13,22395413","20,34345056","0,2160411","109,58560935",22
17/03/2012 13.00,"1,74062398","13,69605178","20,73877568","0,21690669","109,7811393",22
17/03/2012 14.00,"1,20615793","13,04626814","20,15326392","0,23123503","110,18171535",22
17/03/2012 15.00,"1,40658321","12,09752992","18,81413354","0,20773814","111,0904578",22
17/03/2012 16.00,"1,38220775","13,04302539","19,40223032","0,20651489","106,55085525",22
17/03/2012 17.00,"1,31178762","13,48269935","20,10976592","0,20384122","100,84411785",22
17/03/2012 18.00,"1,69909376","14,83025592","21,34765208","0,20416159","93,0762861",22
17/03/2012 19.00,"1,33526303","17,85220634","24,16093064","0,23042535","77,60496135",22
17/03/2012 20.00,"1,64131494","22,39938592","28,81774048","0,26182909","64,4659911",22
17/03/2012 21.00,"1,1799773","25,05689384","31,80759224","0,25789372","57,10689495",22
17/03/2012 22.00,"1,22601994","26,29680672","33,02404488","0,2807685","55,59528345",22
17/03/2012 23.00,"1,28109151","24,13473624","30,86698384","0,27131802","60,4278318",22
18/03/2012 0.00,"1,22240959","18,43389983","25,0833368","0,20129919","83,9207124",22
18/03/2012 1.00,"1,06622178","15,63827094","22,02209096","0,18021269","98,8541253","12,3"
18/03/2012 2.00,"1,02378949",,,"0,16846483","105,9655821","12,3"
18/03/2012 3.00,"1,37679019","14,07476927","20,74915784",,"102,82124265","12,3"
