"NetC","Comune Lecce","","","","","","","","","","","","","",""
"Stat","Via Garilliano","","","","","","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10,BENZENE,PM2.5
28/06/2011 7.00,"3,7","2,9","5,5","0,2",,"15,3",1,"7,7"
28/06/2011 8.00,"4,1",2,5,"0,2",,"15,3","0,7","7,7"
28/06/2011 9.00,"4,8",2,"4,8","0,2",,"15,3","0,6","7,7"
28/06/2011 10.00,"3,7",,,"0,2",,"15,3","0,6","7,7"
28/06/2011 11.00,"4,2",,,"0,2",,"15,3","0,5","7,7"
28/06/2011 12.00,"4,2",,,"0,2",,"15,3","0,4","7,7"
28/06/2011 13.00,"3,3",,,"0,2",,"15,3",1,"7,7"
28/06/2011 14.00,"2,9",,,"0,2",,"15,3","0,6","7,7"
28/06/2011 15.00,"5,4","2,8",5,"0,2",,"15,3","0,4","7,7"
28/06/2011 16.00,"9,6","7,4",11,"0,2",,"15,3","0,5","7,7"
28/06/2011 17.00,"5,8","4,3","6,7","0,2",,"15,3","0,5","7,7"
28/06/2011 18.00,"3,2","4,5","6,9","0,2",,"15,3","0,5","7,7"
28/06/2011 19.00,"3,6","4,5","6,9","0,2",,"15,3","0,6","7,7"
28/06/2011 20.00,"5,9",7,"9,4","0,2",,"15,3","0,6","7,7"
28/06/2011 21.00,"5,5","6,1","8,4","0,2",,"15,3","0,5","7,7"
28/06/2011 22.00,4,"10,4",13,"0,3",,"15,3","0,7","7,7"
28/06/2011 23.00,"3,7","9,1","11,3","0,3",,"15,3","0,8","7,7"
29/06/2011 0.00,"3,5","12,7","14,7","0,3",,"15,3","0,9","7,7"
29/06/2011 1.00,"3,5","9,1","13,5","0,2",,"13,6","0,8","7,7"
29/06/2011 2.00,"3,7",,,"0,2",,"13,6","0,5","7,7"
29/06/2011 3.00,,"3,3","5,7","0,2",,"13,6","0,5","7,7"
29/06/2011 4.00,2,"5,2","7,1",,,"13,6","0,5","7,7"
29/06/2011 5.00,2,"10,8","13,4","0,2",,"13,6","0,5","7,7"
29/06/2011 6.00,"2,7","7,6","10,4","0,2",,"13,6","0,8","7,7"
29/06/2011 7.00,"3,5","6,1",9,"0,2",,"13,6","0,8","7,7"
29/06/2011 8.00,"3,3","3,1","5,9","0,2",,"13,6","0,6","7,7"
29/06/2011 9.00,"2,6","2,1","4,9","0,2",,"13,6","0,5","7,7"
29/06/2011 10.00,"2,1","2,5","5,8","0,2",,"13,6","0,5","7,7"
29/06/2011 11.00,"2,2",,,,,"13,6","0,6","7,7"
29/06/2011 12.00,"1,9",5,"7,6","0,2",,"13,6","0,6","7,7"
29/06/2011 13.00,"1,8","3,7","6,1","0,1",,"13,6","0,6","7,7"
29/06/2011 14.00,"2,9","4,9","7,4","0,2",,"13,6","0,4","7,7"
29/06/2011 15.00,"1,6","3,1","5,7","0,1",,"13,6","0,5","7,7"
29/06/2011 16.00,"1,6","2,5","5,1","0,1",,"13,6","0,4","7,7"
29/06/2011 17.00,"1,6","3,3","5,9","0,2",,"13,6","0,5","7,7"
29/06/2011 18.00,"1,8","3,7","6,4","0,2",,"13,6","0,5","7,7"
29/06/2011 19.00,2,6,8,"0,1",,"13,6","0,6","7,7"
29/06/2011 20.00,"2,2","13,7","15,9","0,2",,"13,6","0,9","7,7"
29/06/2011 21.00,"2,4","14,2","16,5","0,3",,"13,6","1,7","7,7"
29/06/2011 22.00,"2,6","11,6","14,1","0,2",,"13,6","1,4","7,7"
29/06/2011 23.00,"2,5","26,1","28,6","0,2",,"13,6","1,1","7,7"
30/06/2011 0.00,2,16,"18,2","0,2",,"13,6","1,2","7,7"
30/06/2011 1.00,"2,6","12,6",15,"0,2",,"22,9","1,2","12,9"
30/06/2011 2.00,"2,2","8,8","10,9","0,2",,"22,9",1,"12,9"
30/06/2011 3.00,"2,2","12,3","14,5","0,2",,"22,9","1,4","12,9"
30/06/2011 4.00,"2,1","16,8","19,1","0,2",,"22,9","1,5","12,9"
30/06/2011 5.00,"2,3","27,9","33,1","0,3",,"22,9","1,4","12,9"
30/06/2011 6.00,"2,4","37,4","44,5","0,4",,"22,9","1,8","12,9"
30/06/2011 7.00,"2,2","32,5","40,3","0,4",,"22,9","2,3","12,9"
30/06/2011 8.00,"2,5","22,4",28,"0,3",,"22,9","2,1","12,9"
30/06/2011 9.00,"2,5","14,2",19,"0,3",,"22,9","1,6","12,9"
30/06/2011 10.00,"2,8","8,8","12,2","0,2",,"22,9","1,1","12,9"
30/06/2011 11.00,3,"8,4","11,8","0,2",,"22,9","0,9","12,9"
30/06/2011 12.00,"2,8","5,4","8,3","0,2",,"22,9","0,8","12,9"
30/06/2011 13.00,"3,2",5,"7,5","0,3",,"22,9","0,8","12,9"
30/06/2011 14.00,"2,5","2,9","5,4","0,2",,"22,9","1,7","12,9"
30/06/2011 15.00,"2,3","10,5","13,9","0,2",,"22,9","0,7","12,9"
30/06/2011 16.00,"2,3",19,"22,6","0,2",,"22,9","0,7","12,9"
30/06/2011 17.00,"2,1","27,5","31,1","0,3",,"22,9","0,9","12,9"
30/06/2011 18.00,"2,2","22,6","25,7","0,3",,"22,9","1,1","12,9"
30/06/2011 19.00,2,"22,9","25,2","0,2",,"22,9","0,9","12,9"
30/06/2011 20.00,"1,8","27,5","30,8","0,3",,"22,9",1,"12,9"
30/06/2011 21.00,"1,9",22,"24,5","0,2",,"22,9","1,3","12,9"
30/06/2011 22.00,"1,9","8,7","11,2","0,1",,"22,9","1,1","12,9"
30/06/2011 23.00,"1,9","10,2","12,6","0,2",,"22,9","0,8","12,9"
01/07/2011 0.00,"1,9","9,8","12,2","0,2",,"22,9","0,9","12,9"
01/07/2011 1.00,"1,8","8,9","11,4","0,2",,"14,8","0,9","8,5"
01/07/2011 2.00,"1,9",,,"0,1",,"14,8","0,8","8,5"
01/07/2011 3.00,,"6,9","9,2","0,1",,"14,8","0,6","8,5"
01/07/2011 4.00,"1,8","7,8","9,9",,,"14,8","0,6","8,5"
01/07/2011 5.00,"1,7","9,2","11,8","0,2",,"14,8","0,6","8,5"
01/07/2011 6.00,"1,7","11,6","14,9","0,2",,"14,8","0,6","8,5"
01/07/2011 7.00,"2,1","10,9","14,5","0,2",,"14,8","0,7","8,5"
01/07/2011 8.00,"2,2","12,7","16,7","0,2",,"14,8","0,7","8,5"
01/07/2011 9.00,2,"5,1","8,3","0,2",,"14,8","0,8","8,5"
01/07/2011 10.00,"2,6","3,3","5,8","0,2",,"14,8","0,7","8,5"
01/07/2011 11.00,"2,1","2,9","5,4","0,2",,"14,8","0,6","8,5"
01/07/2011 12.00,"2,7","4,7","7,4","0,2",,"14,8","0,5","8,5"
01/07/2011 13.00,"3,9","5,1","8,3","0,1",,"14,8","0,5","8,5"
01/07/2011 14.00,"2,7",2,"4,7","0,2",,"14,8","0,5","8,5"
01/07/2011 15.00,"2,5","2,3","4,8","0,2",,"14,8","0,5","8,5"
01/07/2011 16.00,"1,9","2,7","5,5","0,2",,"14,8","0,5","8,5"
01/07/2011 17.00,"2,2","2,5","5,1","0,2",,"14,8","0,5","8,5"
01/07/2011 18.00,2,"3,5",6,"0,2",,"14,8","0,5","8,5"
01/07/2011 19.00,"2,1","4,3","6,7","0,2",,"14,8","0,5","8,5"
01/07/2011 20.00,"2,2","6,1","8,6","0,1",,"14,8","0,6","8,5"
01/07/2011 21.00,2,"6,1","8,3","0,1",,"14,8","0,5","8,5"
01/07/2011 22.00,"1,9","16,1","18,5","0,2",,"14,8","0,7","8,5"
01/07/2011 23.00,"1,9","6,9","9,4","0,2",,"14,8","1,4","8,5"
02/07/2011 0.00,"1,9","4,2","6,6","0,1",,"14,8","0,8","8,5"
02/07/2011 1.00,"2,1","6,2","8,5","0,2",,"15,8","0,7","6,5"
02/07/2011 2.00,"1,9","13,8","16,2","0,2",,"15,8","0,8","6,5"
02/07/2011 3.00,"2,2","12,2","14,8","0,2",,"15,8","1,1","6,5"
02/07/2011 4.00,2,"8,6",11,"0,2",,"15,8","1,5","6,5"
02/07/2011 5.00,"2,3","7,3","9,7","0,2",,"15,8","1,3","6,5"
02/07/2011 6.00,"1,9","10,9","14,3","0,2",,"15,8","1,4","6,5"
02/07/2011 7.00,"3,3","9,8","13,6","0,2",,"15,8","1,1","6,5"
02/07/2011 8.00,"3,6","5,7","9,1","0,2",,"15,8","0,7","6,5"
02/07/2011 9.00,"3,1","3,6","6,4","0,2",,"15,8","0,6","6,5"
02/07/2011 10.00,"2,6","3,5","6,2","0,2",,"15,8","0,5","6,5"
02/07/2011 11.00,3,"2,5","5,2","0,1",,"15,8","0,6","6,5"
02/07/2011 12.00,"3,3","3,2","5,9","0,1",,"15,8","0,5","6,5"
02/07/2011 13.00,3,"1,1","3,5","0,1",,"15,8","0,4","6,5"
02/07/2011 14.00,"3,2",,,"0,1",,"15,8","0,4","6,5"
02/07/2011 15.00,3,"1,7","4,1","0,1",,"15,8","0,4","6,5"
02/07/2011 16.00,"2,5","1,9","4,4","0,2",,"15,8","0,4","6,5"
02/07/2011 17.00,"2,4",4,"6,3","0,1",,"15,8","0,6","6,5"
02/07/2011 18.00,"1,9","5,7","8,5","0,2",,"15,8","0,6","6,5"
02/07/2011 19.00,"1,9","12,4",15,"0,2",,"15,8","0,7","6,5"
02/07/2011 20.00,"2,1","14,8","17,5","0,3",,"15,8",1,"6,5"
02/07/2011 21.00,"2,2","13,7","16,1","0,2",,"15,8","1,1","6,5"
02/07/2011 22.00,"2,3","15,6","18,3","0,2",,"15,8",1,"6,5"
02/07/2011 23.00,"1,8",11,"13,5","0,2",,"15,8",1,"6,5"
03/07/2011 0.00,"1,9","2,8","5,3","0,1",,"15,8","0,7","6,5"
03/07/2011 1.00,"1,8",,,"0,1",,"7,5","0,5","4,6"
03/07/2011 2.00,"2,1",,,"0,1",,"7,5","0,4","4,6"
03/07/2011 3.00,,"2,5",5,"0,1",,"7,5","0,3","4,6"
03/07/2011 4.00,"1,9","2,8","5,2",,,"7,5","0,4","4,6"
03/07/2011 5.00,"1,7",3,"5,2","0,1",,"7,5","0,4","4,6"
03/07/2011 6.00,"1,5","2,3","4,9","0,1",,"7,5","0,4","4,6"
03/07/2011 7.00,"1,6","3,1","5,4","0,1",,"7,5","0,4","4,6"
03/07/2011 8.00,"2,3","3,8","6,3","0,1",,"7,5","0,4","4,6"
03/07/2011 9.00,"1,8","3,2","5,9","0,1",,"7,5","0,4","4,6"
03/07/2011 10.00,"1,7","2,7","5,1","0,2",,"7,5","0,5","4,6"
03/07/2011 11.00,2,"3,4","6,1","0,2",,"7,5","0,4","4,6"
03/07/2011 12.00,2,"2,1","4,7","0,2",,"7,5","0,4","4,6"
03/07/2011 13.00,"1,7","2,2","4,6","0,1",,"7,5","0,4","4,6"
03/07/2011 14.00,"1,9","1,6","4,1","0,2",,"7,5","0,4","4,6"
03/07/2011 15.00,"1,7","1,3","3,8","0,2",,"7,5","0,4","4,6"
03/07/2011 16.00,2,"1,2","3,7","0,2",,"7,5","0,3","4,6"
03/07/2011 17.00,"2,1","1,7","4,1","0,2",,"7,5","0,4","4,6"
03/07/2011 18.00,"2,6","5,1","7,6","0,2",,"7,5","0,4","4,6"
03/07/2011 19.00,"2,1","5,5","8,7","0,2",,"7,5","0,6","4,6"
03/07/2011 20.00,"1,9","7,5","10,2","0,2",,"7,5","0,6","4,6"
03/07/2011 21.00,"1,9","6,7","9,2","0,2",,"7,5","0,9","4,6"
03/07/2011 22.00,"1,7","6,1","8,5","0,2",,"7,5","0,9","4,6"
03/07/2011 23.00,2,"17,3","19,7","0,2",,"7,5","0,6","4,6"
04/07/2011 0.00,"2,1","17,1","19,4","0,2",,"7,5",1,"4,6"
04/07/2011 1.00,"1,9","10,5","12,9","0,2",,"16,2","0,9","9,8"
04/07/2011 2.00,2,"9,8","11,9","0,2",,"16,2","0,8","9,8"
04/07/2011 3.00,"1,8","12,1","14,5","0,2",,"16,2","0,8","9,8"
04/07/2011 4.00,"1,8","12,6","15,1","0,2",,"16,2","0,9","9,8"
04/07/2011 5.00,2,"21,7","25,4","0,2",,"16,2","0,9","9,8"
04/07/2011 6.00,"1,8","24,3","29,7","0,2",,"16,2",1,"9,8"
04/07/2011 7.00,"2,2","14,9","20,2","0,2",,"16,2","1,1","9,8"
04/07/2011 8.00,2,"9,9","14,1","0,2",,"16,2",1,"9,8"
04/07/2011 9.00,"1,9","11,9","16,3","0,2",,"16,2",1,"9,8"
04/07/2011 10.00,2,"10,8","14,4","0,2",,"16,2","0,9","9,8"
04/07/2011 11.00,"2,1","8,7","12,5","0,2",,"16,2",1,"9,8"
04/07/2011 12.00,"1,8","3,7","6,6","0,2",,"16,2","0,7","9,8"
04/07/2011 13.00,2,"3,3","5,9","0,2",,"16,2","0,6","9,8"
04/07/2011 14.00,2,"2,2","4,7","0,2",,"16,2","0,5","9,8"
04/07/2011 15.00,"2,7","1,7","4,3","0,2",,"16,2","0,5","9,8"
04/07/2011 16.00,"2,2",2,"4,5","0,2",,"16,2","0,5","9,8"
04/07/2011 17.00,2,"3,3",6,"0,2",,"16,2","0,5","9,8"
04/07/2011 18.00,2,"5,3","7,9","0,2",,"16,2","0,6","9,8"
04/07/2011 19.00,"1,9","14,6","17,9","0,3",,"16,2","0,8","9,8"
04/07/2011 20.00,"1,6","26,5","29,3","0,3",,"16,2","1,3","9,8"
04/07/2011 21.00,"1,8","20,4",23,"0,3",,"16,2","1,5","9,8"
04/07/2011 22.00,"1,6","15,9","18,5","0,2",,"16,2","1,3","9,8"
04/07/2011 23.00,"1,7",13,"15,6","0,2",,"16,2","1,1","9,8"
05/07/2011 0.00,"1,6","9,1","11,3","0,2",,"16,2","1,2","9,8"
05/07/2011 1.00,"1,5","5,6","8,2","0,1",,"18,8","0,9","9,4"
05/07/2011 2.00,"1,7",,,"0,1",,"18,8","0,7","9,4"
05/07/2011 3.00,,"4,7","6,9","0,1",,"18,8","0,6","9,4"
05/07/2011 4.00,"2,4","7,2","9,4",,,"18,8","0,5","9,4"
05/07/2011 5.00,"2,9","14,7",18,"0,2",,"18,8","0,6","9,4"
05/07/2011 6.00,"2,6","22,4","28,2","0,2",,"18,8","0,8","9,4"
05/07/2011 7.00,"3,4","24,4","33,3","0,3",,"18,8",1,"9,4"
05/07/2011 8.00,"3,4","20,4","27,9","0,3",,"18,8","1,5","9,4"
05/07/2011 9.00,"3,3","18,9","25,5","0,3",,"18,8","1,4","9,4"
05/07/2011 10.00,"3,4","16,2","21,2","0,3",,"18,8","1,2","9,4"
05/07/2011 11.00,"3,7","5,4",8,"0,2",,"18,8","0,9","9,4"
05/07/2011 12.00,"2,9","4,6","7,6","0,2",,"18,8","0,6","9,4"
05/07/2011 13.00,"3,3","2,5","5,1","0,2",,"18,8","0,6","9,4"
05/07/2011 14.00,"3,2","2,1","4,4","0,2",,"18,8","0,4","9,4"
05/07/2011 15.00,"3,4","3,8","6,1","0,2",,"18,8","0,4","9,4"
05/07/2011 16.00,"1,7","11,3","14,1","0,2",,"18,8","0,5","9,4"
05/07/2011 17.00,"2,4","25,9","31,1","0,3",,"18,8","0,9","9,4"
05/07/2011 18.00,"2,9","21,6",26,"0,3",,"18,8","1,2","9,4"
05/07/2011 19.00,"2,8","28,5","33,1","0,3",,"18,8","1,4","9,4"
05/07/2011 20.00,"3,1","24,1","27,4","0,3",,"18,8","1,5","9,4"
05/07/2011 21.00,"2,6","26,3","29,3","0,3",,"18,8","1,3","9,4"
05/07/2011 22.00,"3,1","20,8","23,5","0,2",,"18,8","1,4","9,4"
05/07/2011 23.00,"2,7","19,6",22,"0,2",,"18,8","1,3","9,4"
06/07/2011 0.00,"2,4","8,5","10,9","0,2",,"18,8","1,1","9,4"
06/07/2011 1.00,"2,6","3,5","5,9","0,1",,"9,8","0,7","4,6"
06/07/2011 2.00,"2,5","5,6",8,"0,1",,"9,8","0,4","4,6"
06/07/2011 3.00,"2,9","6,8","9,1","0,1",,"9,8","0,4","4,6"
06/07/2011 4.00,"2,9","5,8",8,"0,1",,"9,8","0,5","4,6"
06/07/2011 5.00,3,"10,3",13,"0,1",,"9,8","0,5","4,6"
06/07/2011 6.00,"3,2","11,1","14,7","0,2",,"9,8","0,8","4,6"
06/07/2011 7.00,"3,1","7,1","10,8","0,2",,"9,8","0,8","4,6"
06/07/2011 8.00,"2,8","5,7","9,2","0,2",,"9,8","0,5","4,6"
06/07/2011 9.00,"3,7","4,6","7,7","0,2",,"9,8","0,5","4,6"
06/07/2011 10.00,"3,2",3,"5,7","0,2",,"9,8","0,5","4,6"
06/07/2011 11.00,"3,3","3,1","5,7","0,2",,"9,8","0,4","4,6"
06/07/2011 12.00,3,"3,4",6,"0,1",,"9,8","0,4","4,6"
06/07/2011 13.00,"3,7","2,6","5,2","0,1",,"9,8","0,4","4,6"
06/07/2011 14.00,"3,7","1,9","4,6","0,1",,"9,8","0,3","4,6"
06/07/2011 15.00,3,"1,7","4,2","0,1",,"9,8","0,3","4,6"
06/07/2011 16.00,"3,4","2,7","5,3","0,1",,"9,8","0,3","4,6"
06/07/2011 17.00,"3,1","6,3","9,2","0,2",,"9,8","0,3","4,6"
06/07/2011 18.00,"3,9","6,8","9,8","0,2",,"9,8","0,5","4,6"
06/07/2011 19.00,"3,7",8,"10,6","0,2",,"9,8","0,5","4,6"
06/07/2011 20.00,"3,8","6,5","8,8","0,2",,"9,8","0,7","4,6"
06/07/2011 21.00,"3,1","5,9","8,4","0,1",,"9,8","0,6","4,6"
06/07/2011 22.00,"3,1","4,2","6,5","0,1",,"9,8","0,6","4,6"
06/07/2011 23.00,"2,8","4,3","6,6","0,1",,"9,8","0,5","4,6"
07/07/2011 0.00,"2,8",5,"7,4","0,1",,"9,8","0,5","4,6"
07/07/2011 1.00,3,"6,5","8,6","0,1",,"11,2","0,5","9,1"
07/07/2011 2.00,"3,1",,,"0,1",,"11,2","0,5","9,1"
07/07/2011 3.00,,"6,5",9,"0,1",,"11,2","0,7","9,1"
07/07/2011 4.00,"2,5","5,6",8,,,"11,2","0,6","9,1"
07/07/2011 5.00,"2,4","9,2","11,9","0,2",,"11,2","0,9","9,1"
07/07/2011 6.00,"2,3",10,"13,1","0,2",,"11,2","1,8","9,1"
07/07/2011 7.00,"2,5","6,4","9,7","0,2",,"11,2","1,2","9,1"
07/07/2011 8.00,"2,4","5,2","8,5","0,2",,"11,2","0,7","9,1"
07/07/2011 9.00,"3,6","6,7","10,1","0,2",,"11,2","0,5","9,1"
07/07/2011 10.00,"3,4","5,7",9,"0,2",,"11,2","0,4","9,1"
07/07/2011 11.00,"3,6","3,7","6,6","0,2",,"11,2","0,4","9,1"
07/07/2011 12.00,"3,2","3,2","5,8","0,2",,"11,2","0,4","9,1"
07/07/2011 13.00,"2,9","2,5","4,9","0,2",,"11,2","0,4","9,1"
07/07/2011 14.00,"2,6","2,4","4,8","0,2",,"11,2","0,4","9,1"
07/07/2011 15.00,3,"2,7","5,2","0,2",,"11,2","0,4","9,1"
07/07/2011 16.00,"3,3",4,"6,8","0,2",,"11,2","0,5","9,1"
07/07/2011 17.00,"2,8","3,3","5,9","0,2",,"11,2","0,4","9,1"
07/07/2011 18.00,"2,9","4,5","6,9","0,2",,"11,2","0,4","9,1"
07/07/2011 19.00,"2,6","8,9","11,6","0,2",,"11,2","0,6","9,1"
07/07/2011 20.00,"2,8","16,6","19,1","0,2",,"11,2","0,8","9,1"
07/07/2011 21.00,"2,7","12,2","14,4","0,2",,"11,2","0,8","9,1"
07/07/2011 22.00,"2,5","5,9","8,2","0,2",,"11,2","0,8","9,1"
07/07/2011 23.00,"2,5","5,8","8,1","0,2",,"11,2","0,7","9,1"
08/07/2011 0.00,"2,7","5,1","7,3","0,2",,"11,2","0,7","9,1"
08/07/2011 1.00,"2,6","3,5","5,9","0,2",,"12,5","0,6","7,1"
08/07/2011 2.00,"2,4","3,8","6,1","0,2",,"12,5","0,6","7,1"
08/07/2011 3.00,"2,3","9,1","11,5","0,2",,"12,5","0,6","7,1"
08/07/2011 4.00,"2,5","22,1",25,"0,2",,"12,5",1,"7,1"
08/07/2011 5.00,"2,4","30,5",43,"0,3",,"12,5","1,4","7,1"
08/07/2011 6.00,"2,5","31,1","42,1","0,4",,"12,5","2,5","7,1"
08/07/2011 7.00,"3,1","14,1","19,2","0,3",,"12,5",3,"7,1"
08/07/2011 8.00,"4,1","10,1","14,3","0,2",,"12,5","1,5","7,1"
08/07/2011 9.00,"4,8","6,6","10,5","0,2",,"12,5","0,8","7,1"
08/07/2011 10.00,"2,7","3,3","6,3","0,2",,"12,5","0,6","7,1"
08/07/2011 11.00,3,"2,8","5,7","0,2",,"12,5","0,5","7,1"
08/07/2011 12.00,"2,9","3,1","6,1","0,2",,"12,5","0,5","7,1"
08/07/2011 13.00,"2,2","2,2","4,8","0,2",,"12,5","0,4","7,1"
08/07/2011 14.00,"2,3","1,3","3,7","0,2",,"12,5","0,4","7,1"
08/07/2011 15.00,"2,3","1,5","4,2","0,2",,"12,5","0,3","7,1"
08/07/2011 16.00,"2,7","2,5","5,1","0,2",,"12,5","0,3","7,1"
08/07/2011 17.00,"2,9","4,7","7,7","0,2",,"12,5","0,4","7,1"
08/07/2011 18.00,"2,7","6,7","9,7","0,2",,"12,5","0,4","7,1"
08/07/2011 19.00,"3,2","24,4","27,4","0,3",,"12,5","0,6","7,1"
08/07/2011 20.00,"3,1","34,5","37,4","0,4",,"12,5","0,9","7,1"
08/07/2011 21.00,"2,9",78,"83,5","0,6",,"12,5","1,4","7,1"
08/07/2011 22.00,"2,7","45,4","48,5","0,4",,"12,5","2,8","7,1"
08/07/2011 23.00,"2,4","17,4","19,9","0,4",,"12,5",2,"7,1"
09/07/2011 0.00,"2,5","26,3","28,7","0,4",,"12,5","1,6","7,1"
09/07/2011 1.00,"2,8",20,"22,5","0,4",,"18,3","1,5","14,2"
09/07/2011 2.00,"2,3",,,"0,4",,"18,3","1,3","14,2"
09/07/2011 3.00,,"13,7",16,"0,3",,"18,3","1,4","14,2"
09/07/2011 4.00,"3,9","20,4","22,9",,,"18,3","1,2","14,2"
09/07/2011 5.00,"4,8","27,5","30,8","0,4",,"18,3","1,4","14,2"
09/07/2011 6.00,"4,9","40,4","47,9","0,4",,"18,3","1,9","14,2"
09/07/2011 7.00,"5,3","30,3","38,5","0,4",,"18,3","3,1","14,2"
09/07/2011 8.00,"6,4","8,2","11,7","0,3",,"18,3","2,4","14,2"
09/07/2011 9.00,"6,2","10,6","14,1","0,3",,"18,3","1,2","14,2"
09/07/2011 10.00,"6,9","7,1","10,4","0,2",,"18,3",1,"14,2"
09/07/2011 11.00,"5,5","4,8","8,1","0,2",,"18,3","0,6","14,2"
09/07/2011 12.00,"4,9","3,2","5,7","0,2",,"18,3","0,6","14,2"
09/07/2011 13.00,"4,3","2,6","5,4","0,2",,"18,3","0,5","14,2"
09/07/2011 14.00,"3,8","1,1","3,4","0,2",,"18,3","0,4","14,2"
09/07/2011 15.00,"4,1","1,3","3,6","0,2",,"18,3","0,3","14,2"
09/07/2011 16.00,"4,7","2,1","4,8","0,2",,"18,3","0,4","14,2"
09/07/2011 17.00,"4,4","3,7","6,5","0,2",,"18,3","0,5","14,2"
09/07/2011 18.00,4,"6,1","8,8","0,2",,"18,3","0,5","14,2"
09/07/2011 19.00,"5,6","11,7","15,2","0,3",,"18,3","0,6","14,2"
09/07/2011 20.00,"5,1","17,2","19,7","0,4",,"18,3","0,8","14,2"
09/07/2011 21.00,"4,2","21,5","24,6","0,3",,"18,3","1,5","14,2"
09/07/2011 22.00,"4,7","19,4","21,8","0,2",,"18,3","1,3","14,2"
09/07/2011 23.00,"4,6",23,"25,5","0,3",,"18,3","1,1","14,2"
10/07/2011 0.00,"4,1","37,8","40,7","0,3",,"18,3","1,3","14,2"
10/07/2011 1.00,"3,9","36,6","39,7","0,4",,"19,9","1,7","14,8"
10/07/2011 2.00,"4,5","28,6","31,1","0,4",,"19,9","2,1","14,8"
10/07/2011 3.00,"4,2","16,6","19,1","0,3",,"19,9",2,"14,8"
10/07/2011 4.00,"4,5","15,4","17,9","0,3",,"19,9","1,7","14,8"
10/07/2011 5.00,4,"27,4","31,1","0,4",,"19,9","1,8","14,8"
10/07/2011 6.00,"4,9","22,5","27,3","0,4",,"19,9","2,8","14,8"
10/07/2011 7.00,"5,6","12,8","16,3","0,3",,"19,9","3,4","14,8"
10/07/2011 8.00,"5,3","3,8","6,9","0,2",,"19,9","1,8","14,8"
10/07/2011 9.00,"9,9","8,8","12,3","0,2",,"19,9","0,9","14,8"
10/07/2011 10.00,"7,9","7,8","11,2","0,2",,"19,9","0,7","14,8"
10/07/2011 11.00,"6,9","3,8","6,6","0,2",,"19,9","0,6","14,8"
10/07/2011 12.00,"4,9","1,7","4,2","0,2",,"19,9","0,5","14,8"
10/07/2011 13.00,"4,9","1,3","3,3","0,2",,"19,9","0,4","14,8"
10/07/2011 14.00,5,,,"0,2",,"19,9","0,4","14,8"
10/07/2011 15.00,"4,8",,,"0,2",,"19,9","0,4","14,8"
10/07/2011 16.00,"5,4","1,1","3,4","0,2",,"19,9","0,3","14,8"
10/07/2011 17.00,"4,9","2,3","4,7","0,2",,"19,9","0,4","14,8"
10/07/2011 18.00,7,"4,8","7,3","0,2",,"19,9","0,4","14,8"
10/07/2011 19.00,"5,2","8,4","10,7","0,2",,"19,9","0,5","14,8"
10/07/2011 20.00,"9,3","20,9","23,5","0,2",,"19,9","0,7","14,8"
10/07/2011 21.00,"10,9","24,2","26,9","0,3",,"19,9","0,9","14,8"
10/07/2011 22.00,9,"14,6",17,"0,2",,"19,9","0,9","14,8"
10/07/2011 23.00,"7,5","10,2","12,6","0,2",,"19,9","0,7","14,8"
11/07/2011 0.00,"6,7","7,6",10,"0,2",,"19,9","0,6","14,8"
11/07/2011 1.00,"5,9","7,1","9,4","0,2",,"21,7","0,6","14,3"
11/07/2011 2.00,"5,6",,,"0,2",,"21,7","0,6","14,3"
11/07/2011 3.00,,"14,3","16,7","0,2",,"21,7","0,8","14,3"
11/07/2011 4.00,"2,5","21,8","24,3",,,"21,7","1,2","14,3"
11/07/2011 5.00,"2,8","17,2","19,9","0,3",,"21,7","1,5","14,3"
11/07/2011 6.00,"3,6","36,7","42,8","0,4",,"21,7","1,9","14,3"
11/07/2011 7.00,"5,2",17,"21,3","0,3",,"21,7","2,5","14,3"
11/07/2011 8.00,"7,5",14,"18,2","0,3",,"21,7","1,1","14,3"
11/07/2011 9.00,"6,7","11,6","15,8","0,3",,"21,7",1,"14,3"
11/07/2011 10.00,"8,6","11,6","15,5","0,2",,"21,7","0,7","14,3"
11/07/2011 11.00,"9,6","10,2","13,8","0,2",,"21,7","0,7","14,3"
11/07/2011 12.00,"4,8","5,8","8,6","0,3",,"21,7","0,8","14,3"
11/07/2011 13.00,"4,1","3,9","6,5","0,2",,"21,7","1,3","14,3"
11/07/2011 14.00,"3,7","2,7","5,4","0,2",,"21,7","1,2","14,3"
11/07/2011 15.00,"2,7",2,"4,5","0,2",,"21,7","0,8","14,3"
11/07/2011 16.00,"2,7","2,5","4,9","0,2",,"21,7","0,5","14,3"
11/07/2011 17.00,"2,7","2,9","5,4","0,2",,"21,7","0,5","14,3"
11/07/2011 18.00,"2,2","3,6","6,5","0,3",,"21,7","0,5","14,3"
11/07/2011 19.00,"5,3","17,8","20,4","0,3",,"21,7","0,7","14,3"
11/07/2011 20.00,"3,9","14,9","17,3","0,2",,"21,7","0,8","14,3"
11/07/2011 21.00,"2,7","9,9","12,4","0,2",,"21,7","0,8","14,3"
11/07/2011 22.00,"2,9","10,9",13,"0,2",,"21,7","1,2","14,3"
11/07/2011 23.00,3,"14,4","16,9","0,2",,"21,7","1,6","14,3"
12/07/2011 0.00,"2,9","14,3","16,7","0,2",,"21,7","1,4","14,3"
