"NetC","Comune Bari","","","","","","","","","","","","","",""
"Stat","Carbonara","","","","","","","","","","","","","",""
,SO2,NO2,NOx,PM10,NMHC,CH4,BENZENE,CO
14/12/2011 12.00,"1,59733274","27,9146264","46,40380024","22,46640968","703,588844","642,56346","2,04727185","0,46393679"
14/12/2011 13.00,"2,39757953","26,27086088","40,10309104",,"703,588844","642,56346","1,31926664","0,4348281"
14/12/2011 14.00,"2,13369244","29,42210456","43,9051604","11,72161007","483,20664","580,35306","1,87711148","0,5160286"
14/12/2011 15.00,"2,38628372","27,55381288","39,70233584",,"289,37244","600,89092","1,71295344","0,47288049"
14/12/2011 16.00,"2,39260946","28,6122196","40,02527264","11,47741032","282,39288","621,02502","1,86932533","0,46022859"
14/12/2011 17.00,"2,5873619","27,28125728","34,7375028",,"306,005","621,18182","1,59178196","0,41049824"
14/12/2011 18.00,"2,98635643","32,04380072","39,963668","17,33819962","345,453724","625,4458","1,6998138","0,46272752"
14/12/2011 19.00,"2,59188044","27,69851304","35,84059296",,"318,304","623,77098","1,53565678","0,4238037"
14/12/2011 20.00,"2,68270464","28,76408976","36,54614008","13,67521","303,81176","622,2657","1,54847098","0,42503278"
14/12/2011 21.00,"2,21683524","24,20270784","30,13843536",,"271,330444","576,66875","1,26232989","0,36253169"
14/12/2011 22.00,"2,32663768","21,38568176","25,7825552","15,38461018","251,879404","617,76162","0,9450442","0,33112329"
14/12/2011 23.00,"2,31534085","18,66210277","22,29757192",,"260,960084","577,8717","0,9606165","0,31115519"
15/12/2011 0.00,"2,33703041","19,48364328","25,53546744","9,76801014","281,155924","621,22788","1,3512218","0,40423287"
15/12/2011 1.00,"2,94071855","17,18901575","20,99800464",,"285,238604","627,38718","1,80508957","0,42055102"
15/12/2011 2.00,"2,12465538","13,77171536","16,39051675","17,33819962","327,27884","625,86524","1,83574805","0,36727091"
15/12/2011 3.00,"2,31172643","13,64322514","17,62912756",,"397,8506","627,54006","1,18933472","0,38008125"
15/12/2011 4.00,"2,13188523","12,80155509","17,22512005","13,43101025","332,92952","624,49863","1,1805753","0,33707178"
15/12/2011 5.00,"2,32889746","12,31550366","16,98193659",,"330,814484","630,86422","3,95828502","0,42850331"
15/12/2011 6.00,"2,45044828","12,75742995","17,56946742","9,27960968","287,298564","628,53378","2,47210326","0,39259219"
15/12/2011 7.00,"2,10296582","15,52774014","20,34302992",,"307,41424","631,90057","2,69043994","0,47343503"
15/12/2011 8.00,"2,40435784","26,40584808","35,82307904","5,37240601","297,576804","622,11184","1,75691225","0,47093611"
15/12/2011 9.00,"2,81329354","29,92436784","44,47065352",,"411,703684","621,75953","1,97005816","0,55887846"
15/12/2011 10.00,"3,05052099","26,77184312","37,30422896","7,32600689","361,167044","622,01237","1,71311616","0,45247668"
15/12/2011 11.00,"3,3713428","23,74520448","32,60202824",,"336,06552","619,43987","1,34213795","0,39937482"
15/12/2011 12.00,"3,29271853","20,87106696","28,35834424","16,84980965","323,4098","551,09663","1,52949274","0,37712681"
15/12/2011 13.00,"3,41607656","26,2767116","34,5066288",,"380,73196","531,64706","1,39793871","0,43564127"
15/12/2011 14.00,"4,12595171","40,6837272","62,5731636","10,98900986","736,761844","566,59582","5,48534408","1,28937657"
15/12/2011 15.00,"3,35914286","26,84063688","39,04152952",,"518,212044","533,58403","2,10063893","0,48971474"
15/12/2011 16.00,"3,70391298","34,3131344","48,4996964","14,65200996","463,236004","533,55659","1,74150266","0,51699904"
15/12/2011 17.00,"4,61531889","29,123584","41,33197168",,"391,82752","550,69973","2,19309948","0,38190564"
15/12/2011 18.00,"3,90725095","29,07362344","38,15373056","17,82661057","314,515124","530,74987","1,29023027","0,43173619"
15/12/2011 19.00,"4,05320265","34,28328808","44,7767456",,"335,77348","553,90384","1,54814656","0,50329748"
15/12/2011 20.00,"3,70210577","33,55776056","45,920026","11,23320961","353,550484","471,193751","2,09074453","0,50894889"
15/12/2011 21.00,"3,37857265","19,61991152","27,0574768",,"259,942844","604,95449","1,28357909","0,32285529"
15/12/2011 22.00,"4,17068649","18,33373589","23,34423896","10,50061035","240,40576","605,35825","0,84204041","0,28079646"
15/12/2011 23.00,"3,8507688","18,8373108","22,54010912",,"233,147684","570,45947","0,74114485","0,3145069"
16/12/2011 0.00,"4,70117301","20,92945944","25,2942304","6,10500622","217,60508","509,79943","0,92265901","0,35440232"
16/12/2011 1.00,"4,02202346","13,37327368","17,46116983",,"206,96816","569,82345","1,04188497","0,28200689"
16/12/2011 2.00,,"11,90148109","13,76414384","9,52380943","200,34728","605,63265","0,5966139","0,24829878"
16/12/2011 3.00,"4,08392927",,,,"188,4422204","586,06352","0,57179605","0,24010767"
16/12/2011 4.00,"3,66821628","38,22946488","39,19651624","6,10500622","180,0318604","587,48452","0,50609988","0,24554123"
16/12/2011 5.00,"3,9501775","23,35844512","24,34226472",,"174,1557804","588,45031","0,47252261","0,24002845"
16/12/2011 6.00,"2,20553841","18,58033035","19,81646512","11,23320961","190,77464","491,58319","0,51988837",
16/12/2011 7.00,"3,95469705","22,42722464","25,57374568",,"197,720684","494,28211","0,81495058","0,20806201"
16/12/2011 8.00,"3,18607896","36,02502448","44,7942404","12,21000957","241,230724","580,47801","0,89524578","0,36668492"
16/12/2011 9.00,"3,70888408","46,18413056","70,58782784",,"481,238604","628,05211","2,46237057","0,60597825"
16/12/2011 10.00,"3,40206942","31,24949856","45,42716976","9,03540897","290,622724","598,40368","1,60816481","0,32953423"
16/12/2011 11.00,"3,85619043","27,44155936","37,52340152",,"271,610724","454,16924","1,31277716","0,29451084"
16/12/2011 12.00,"4,37718732","24,79129792","33,4865768","16,11721039","358,3762","604,70214","1,18722546","0,25541577"
16/12/2011 13.00,"4,75178097","22,05991032","28,07106624",,"313,258764","603,06701","1,13742704","0,23836133"
16/12/2011 14.00,"4,14583406","22,27147312","29,02433208","9,27960968","252,7714","601,19178","0,98705749","0,23619676"
16/12/2011 15.00,"4,03648419","17,2422248","20,42409872",,"209,4946","598,51932","0,71178406","0,19094583"
16/12/2011 16.00,"4,01660184","19,87560328","24,3040056","5,86080599","215,795804","600,54057","0,7220039","0,21338373"
16/12/2011 17.00,"4,44270755","32,53568184","42,44672504",,"285,224884","547,74944","1,09752301","0,38189283"
16/12/2011 18.00,"4,52991632","31,28649576","40,06676304","10,50061035","315,510804","587,74716","2,20526585","0,3429562"
16/12/2011 19.00,"4,55748007","30,08401984","38,0538668",,"243,810084","604,87854","1,23361897","0,296496"
16/12/2011 20.00,"4,92394076","26,83220496","32,87829312","14,65200996","256,665724","585,19818","1,27514409","0,30344522"
16/12/2011 21.00,"5,7015949","21,44147392","25,78578648",,"240,566284","602,00322","1,33662276","0,27340453"
16/12/2011 22.00,"5,94876353","19,90026808","23,94539088","10,98900986","228,25376","601,46471","1,58448193","0,25350983"
16/12/2011 23.00,"6,23162885","14,69060726","17,26856834",,"207,248244","594,73358","1,04529091","0,20228361"
17/12/2011 0.00,"6,12227898","12,39401994","13,93404798","6,34920597","214,027884","590,36964","1,69170323","0,24751474"
17/12/2011 1.00,"6,53799197","9,65746611","11,28562589",,"199,037804","585,48336","1,47044776","0,17399042"
17/12/2011 2.00,"6,46207902","9,37712676","10,13585616","7,57020807","199,543484","582,02347","0,77764193","0,1266157"
17/12/2011 3.00,"6,48422013","8,88393592","9,79475154",,"198,048004","581,23261","0,48193088","0,14134945"
17/12/2011 4.00,"6,63378625","10,35701911","12,24668313","5,37240601","227,64224","580,1061","0,80781327","0,14482348"
17/12/2011 5.00,"8,27404555","11,54716454","13,3043652",,"256,015004","580,29132","1,42259486","0,18280598"
17/12/2011 6.00,"7,74130027","9,32780863","10,80574448","9,76801014","232,661604","578,99576","0,75249864","0,14303637"
17/12/2011 7.00,"7,10869372","11,3531367","12,84912756",,"218,07744","585,60684","0,72962733","0,23718934"
17/12/2011 8.00,"7,37258081","21,92689248","28,1287704","10,7448101","218,714244","587,83732","1,83136784","0,23814231"
17/12/2011 9.00,"7,82715439","27,49345104","40,07326384",,"263,00848","590,74841","1,4401137","0,36803399"
17/12/2011 10.00,"7,8289616","24,40258832","33,21031192","9,52380943","232,741964","592,87207","1,27465797","0,25420533"
17/12/2011 11.00,"7,14981307","23,009964","30,57033704",,"229,72964","592,43352","0,99338323","0,21393827"
17/12/2011 12.00,"6,78290082","23,78868336","32,70254208","18,80340958","237,14824","590,45637","0,96207692","0,24106064"
17/12/2011 13.00,"7,15026461","21,48365264","27,88560224",,"212,6992","592,05181","0,95996766","0,24495174"
17/12/2011 14.00,"6,6740025","17,91322973","23,23269288","18,31501007","215,637044","596,14968","1,05064439","0,24999619"
17/12/2011 15.00,"6,41372982","13,59195868","16,07081314",,"187,1388204","597,38007","0,74309037","0,19428239"
17/12/2011 16.00,"5,82359828","10,17920502","11,15657545","15,38461018","172,56624","598,40368","0,58850332","0,19197919"
17/12/2011 17.00,"5,75717395","15,92683381","17,40475054",,"187,63668","600,67042","0,60115582","0,18338149"
17/12/2011 18.00,"6,89179915","17,81913256","20,19972552","10,50061035","188,44812","523,99081","1,02842091","0,25825487"
17/12/2011 19.00,"7,31700176","19,01706939","22,10174488",,"176,39608","604,87462","0,85485461","0,23024012"
17/12/2011 20.00,"6,59447411","18,53490506","21,26193712","16,11721039","172,64072","604,06416","0,8631279","0,25170291"
17/12/2011 21.00,"6,0273878","18,8950685","21,89811688",,"181,41564","552,4211","0,9296336","0,23258293"
17/12/2011 22.00,"6,88411775","25,95029496","31,94642256","10,7448101","174,195","626,22735","0,96256304","0,26683277"
17/12/2011 23.00,"5,98400868","24,3571592","30,03339008",,"190,52964","622,34802","1,16046107","0,28742181"
18/12/2011 0.00,"4,81955995","16,60107384","20,02787496","14,40781021","174,45568","557,18586","0,98381326","0,22928715"
18/12/2011 1.00,"4,47433828","11,42191898","13,52420314",,"162,96028","552,68227","0,76271847","0,19223665"
18/12/2011 2.00,,"15,22208782","17,88009286","8,79120922","162,0037804","589,63219","0,71567714","0,18052258"
18/12/2011 3.00,"5,20816175",,,,"161,04732","609,26208","0,6840464","0,19747915"
18/12/2011 4.00,"4,9777126","36,63112848","40,84106568","9,03540897","178,97544","563,57644","0,71032467","0,16505487"
18/12/2011 5.00,"4,95105195","21,07742912","22,594582",,"160,8865804","625,44286","0,70415961","0,16305107"
18/12/2011 6.00,"4,81684964","18,40381834","21,04859616","6,83760691","187,38384","624,42905","0,76320562",
18/12/2011 7.00,"4,4625899","20,4538112","23,83902632",,"187,88952","621,54687","1,07740878","0,30311436"
18/12/2011 8.00,"4,36272863","20,9677568","25,25662136","8,05860806","199,64952","627,85562","1,32218645","0,34485049"
18/12/2011 9.00,"4,28636414","23,99114504","34,138282",,"211,13708","628,52447","1,68683688","0,43104301"
18/12/2011 10.00,"4,63474868","28,82508256","43,48884152","10,7448101","283,788204","642,03916","2,31913832","0,66284889"
18/12/2011 11.00,"4,31618665","31,33775648","47,04577336",,"448,5656","634,81264","4,1850567","0,79381469"
18/12/2011 12.00,"4,26151069","31,92959696","45,9167756","17,82661057","370,12836","625,37622","2,56780805","0,64131503"
18/12/2011 13.00,"4,40113666","32,35010312","46,51597728",,"278,85704","621,5307","2,29448218","0,57818368"
18/12/2011 14.00,"4,89953988","28,0645272","39,9688304","15,87300968","244,26304","619,12774","2,14930238","0,55641332"
18/12/2011 15.00,"5,31389721","23,69004328","29,412774",,"230,1432","582,19987","2,03218567","0,54379055"
18/12/2011 16.00,"4,48111557","22,72767632","28,99905544","9,52380943","207,632404","624,57164","1,9621103","0,55121276"
18/12/2011 17.00,"4,80690847","22,97816744","28,08921112",,"218,18328","623,55195","1,86526953","0,46436551"
18/12/2011 18.00,"4,14583406","25,20662256","31,22466168","5,86080599","244,52764","628,61169","2,08295838","0,50048633"
18/12/2011 19.00,"4,55386565","33,62072272","43,97844736",,"280,6524","636,53156","3,19459328","0,68221818"
18/12/2011 20.00,"4,96280033","31,65704136","41,44414872","17,33819962","271,62464","636,17533","2,68638414","0,55018057"
18/12/2011 21.00,"4,7079503","31,0645508","40,19972352",,"239,449084","634,07519","2,09155508","0,48778434"
18/12/2011 22.00,"5,2967272","26,48630504","33,51705408","13,91940975","231,45836","630,42812","1,50110522","0,43971644"
18/12/2011 23.00,"5,16478263","24,68940744","31,47559256",,"225,94096","634,16829","1,59956811","0,45259668"
19/12/2011 0.00,"5,55157723","23,87369088","37,22899176","18,07081032","219,02804","646,54569","2,287831","0,54007886"
19/12/2011 1.00,"4,72421722","19,86650216","28,25392992",,"219,43376","648,56057","2,68979109","0,60416318"
19/12/2011 2.00,"4,42870041","16,15006554","22,63804176","14,65200996","222,497044","652,72508","7,19732426","0,63528149"
19/12/2011 3.00,"4,03558007","11,81192683","16,44953063",,"202,91292","633,1143","3,11673176","0,32726714"
19/12/2011 4.00,"4,19418326","12,1883155","16,48130425","12,94260979","228,82608","632,20682","1,55512216","0,35622205"
19/12/2011 5.00,"4,16933185","10,31483657","13,79397295",,"194,4712","623,61173","1,60200077","0,22364855"
19/12/2011 6.00,"4,6577939","16,78213259","20,98309104","9,76801014","245,764204","633,15448","2,51849575","0,38230058"
19/12/2011 7.00,"4,38486974","25,43309896","35,75174232",,"251,056204","627,64639","2,39699883","0,46182464"
19/12/2011 8.00,"4,60989625","38,82776792","64,26054184","5,86080599","297,469004","630,59472","1,91798878","0,62311656"
19/12/2011 9.00,"5,16297542","48,86681952","105,3986176",,"396,494084","559,12185","2,2750168","0,70909123"
19/12/2011 10.00,"4,85616178","34,37932784","55,85225416","17,33819962","322,764764","574,69111","2,49919309","0,41752785"
19/12/2011 11.00,"4,63520124","28,25205616","41,83454088",,"267,34204","470,838011","1,27011605","0,46283703"
19/12/2011 12.00,"5,16478263","29,13786664","45,42133816","17,09399986","295,39552","511,67123","1,71165575","0,55049745"
19/12/2011 13.00,"4,91806657","22,6699148","33,600054",,"274,69596","583,19996","1,65601771","0,35433708"
19/12/2011 14.00,"4,66637941","24,84450888","37,40602384","15,14041042","253,62204","603,47567","1,25632858","0,54031768"
19/12/2011 15.00,"4,82272384","25,27799752","35,4586136",,"243,66328","570,67899","1,67986229","0,56748665"
19/12/2011 16.00,"4,48879799","24,99505976","34,14933336","8,30280876","288,262884","488,673521","1,27206258","0,39438629"
19/12/2011 17.00,"5,68306922","36,50717352","48,48738312",,"257,716284","597,39281","1,42275758","0,41153392"
19/12/2011 18.00,"5,79377476","32,58501144","43,02713176","4,63980484","226,193604","619,25759","1,57977831","0,41078017"
19/12/2011 19.00,"6,75262575","32,95815736","47,65537632",,"224,186564","622,00306","1,39793871","0,41615897"
19/12/2011 20.00,"6,21445884","31,49220784","41,34170376","10,01220989","217,140364","628,66314","1,50824253","0,36102535"
19/12/2011 21.00,"5,11869321","26,8614012","34,34452944",,"217,357924","633,85861","1,2214526","0,37908518"
19/12/2011 22.00,"5,37354324","25,30459344","32,5261792","11,96580982","188,8479404","635,24433","1,36614525","0,32583769"
19/12/2011 23.00,"5,67177239","19,19682416","24,27352832",,"196,039004","633,30393","1,17960203","0,30668625"
20/12/2011 0.00,"5,87375469","17,37979702","21,34625632","12,45421028","163,9246","624,0836","1,03280011","0,25730889"
20/12/2011 1.00,"4,60311896","12,59908576","14,96189903",,"162,59572","628,87286","0,94423263","0,24004243"
20/12/2011 2.00,,"10,87227252","12,09039816","15,87300968","162,5428","630,73143","0,8915144","0,23537777"
20/12/2011 3.00,"6,40785563",,,,"148,46216","627,7733","0,84382422","0,2227946"
20/12/2011 4.00,"7,4828348","34,006832","35,14930936","11,47741032","148,7091004","624,34232","0,82695423","0,2335126"
20/12/2011 5.00,"7,48464303","20,87949888","22,71779128",,"149,00116","624,18307","0,79516077","0,21041182"
20/12/2011 6.00,"8,06754471","20,10923056","23,39093","6,59340715","159,42444","597,77893","0,7870502",
20/12/2011 7.00,"8,09872288","20,76204472","25,38048072",,"171,03156","618,22026","0,88194443","0,31361334"
20/12/2011 8.00,"8,58221587","25,89513376","35,24204136",,"183,9734204","603,81622","1,11082435","0,37628452"
20/12/2011 9.00,"8,447561","27,6388204","41,99017768",,"270,8328","625,90836","1,80233249","0,56084964"
20/12/2011 10.00,"7,34004698","22,2474584","32,8251204","7,57020807","199,9494","628,96596","1,33629834","0,36782312"
20/12/2011 11.00,"6,71286207","21,45250616","30,36605896",,"199,46332","632,43614","1,16711225","0,33231742"
20/12/2011 12.00,"6,24247414","19,20525608","25,76050984","10,25640965","183,5363404","620,3841","0,97618881","0,30715342"
20/12/2011 13.00,"6,61706779","21,9288236","29,28373312",,"181,25492","618,00711","0,93823132","0,32399466"
20/12/2011 14.00,"6,50816844","22,734158","31,79724832","8,05860806","196,61152","597,69514","1,23734932","0,39185707"
20/12/2011 15.00,"6,00072816","17,90609032","22,39873584",,"178,45604","600,0736","0,88567479","0,30560746"
20/12/2011 16.00,"5,99666117","24,14236512","32,41268288","9,52380943","184,1341404","600,07997","0,80538061","0,32478802"
20/12/2011 17.00,"5,80055306","23,85682704","28,4342124",,"190,32972","621,96631","0,98235284","0,31706058"
20/12/2011 18.00,"6,90806708","32,3968324","38,84048272","9,52380943","184,3007404","626,76929","0,97781092","0,34440313"
20/12/2011 19.00,"7,49142032","32,53375072","43,66459256",,"198,67148","628,86012","1,27027877","0,41622887"
20/12/2011 20.00,"6,18373222","25,98079136","33,75829112","7,57020807","176,00408","628,54358","1,48018045","0,38155498"
20/12/2011 21.00,"5,91351837","31,2696128","41,64196424",,"191,3332204","632,90507","1,40475159","0,43511119"
20/12/2011 22.00,"5,60263775","32,4578252","42,5530896","8,05860806","196,2058","635,90093","1,70484287","0,5004176"
20/12/2011 23.00,"5,60580062","21,87496256","26,30651968",,"183,66768","632,84823","1,48261311","0,42926639"
21/12/2011 0.00,"5,47295296","22,06316072","27,5989552","10,25640965","175,56504","640,20411","2,60657609","0,72696816"
21/12/2011 1.00,"5,70882475","20,24159832","26,58538488",,"183,63436","649,45727","5,26376318","0,80558935"
21/12/2011 2.00,"5,57778532","15,92618373","19,83592928","20,02441978","207,926404","643,59736","7,15514927","0,64571174"
21/12/2011 3.00,"5,92120079","15,20781665","19,48314616",,"244,755","643,40822","3,16718005","0,58735922"
21/12/2011 4.00,"5,85206513","15,26945762","19,6342324","12,45421028","244,86084","643,7669","2,59635727","0,55532172"
21/12/2011 5.00,"5,87962888","15,66596626","20,7211088",,"256,015004","644,91399","2,71120301","0,59930746"
21/12/2011 6.00,"5,37444735","18,16956201","24,1003776","21,97801971","260,64276","644,48818","2,53341921","0,5973456"
21/12/2011 7.00,"5,32926103","26,99053768","38,79444176",,"236,550244","643,22839","4,16396921","0,61204906"
21/12/2011 8.00,"6,42005556","43,3748672","93,89317672","11,96580982","296,64012","656,70633","1,87662535","0,7456734"
21/12/2011 9.00,"8,60480852","56,9285572","167,05293136",,"642,95644","687,75126","4,09259615","1,32102496"
21/12/2011 10.00,"8,54245117","55,95838928","160,96619408","15,38461018","686,399644","699,63768","5,23618722","1,17800956"
21/12/2011 11.00,"7,58088987","55,39251376","145,12431808",,"655,233684","684,12869","4,58896334","1,05579873"
21/12/2011 12.00,"8,85830289","54,83378912","138,52466768","29,7924099","582,09648","687,46608","4,41053069","0,85756116"
21/12/2011 13.00,"8,11453825","44,01536808","88,90501728",,"538,9608","661,87534","2,01450411","0,74178929"
21/12/2011 14.00,"6,86920649","42,55721952","83,70542888","37,11843109","426,56852","627,98841","3,59022764","0,68167412"
21/12/2011 15.00,"7,1213452","36,15221072","58,07462912",,"342,707764","622,42152","1,68132169","0,62383653"
21/12/2011 16.00,"7,14755431","40,12890304","71,78430008","7,32600689","353,111444","621,8198","1,81660608","0,67240072"
21/12/2011 17.00,"7,15026461","44,99396792","69,65528808",,"352,80588","627,29751","2,91526508","0,73305179"
21/12/2011 18.00,"8,21756238","52,16794488","90,53985376","6,59340715","400,827644","631,65459","3,29029807","0,98912461"
21/12/2011 19.00,"8,41683336","50,86489776","91,67535232",,"672,98364","636,34144","3,68868951","1,09221546"
21/12/2011 20.00,"8,06890037","44,53518352","72,69798752","6,10500622","318,14524","630,5418","2,15790009","0,694573"
21/12/2011 21.00,"8,21530363","48,74546488","78,86315504",,"363,560204","633,35146","2,48686502","0,72928651"
21/12/2011 22.00,"7,50859134","33,80825168","50,79210792","17,09399986","274,056804","627,25782","3,05314485","0,54065903"
21/12/2011 23.00,"6,49687262","19,35190648","25,20928024",,"211,83484","598,03471","1,40815752","0,36413823"
22/12/2011 0.00,"6,98895011","23,36945824","36,3775208","13,67521","164,01084","613,76567","0,90043655","0,32625359"
22/12/2011 1.00,"5,81275401","14,5186439","17,86712185",,"152,57816","509,64214","0,80197366","0,28167254"
22/12/2011 2.00,,"12,39662408","14,55464877","8,05860806","153,7012204","590,14669","0,40098683","0,28492172"
22/12/2011 3.00,"5,77976762",,,,"146,20228","595,56364",,"0,26792204"
22/12/2011 4.00,"5,59676355","31,23716616","32,34782784",,"138,2446604","588,91189",,"0,23766583"
22/12/2011 5.00,"5,52536914","18,27533767","19,23412728",,"138,1917404","528,97019",,"0,25431018"
22/12/2011 6.00,"5,78925623","17,0903795","19,11546091","6,83760691","138,88952","570,68095",,
22/12/2011 7.00,"6,00840956","20,62965784","25,5549316",,"154,87724","612,59653",,"0,29138398"
22/12/2011 8.00,"5,8669774","27,27217528","38,89950616","6,34920597","205,47268","558,79502",,"0,44497175"
22/12/2011 9.00,"6,70292191","36,26513344","62,30795008",,"337,60804","623,133",,"0,76279657"
22/12/2011 10.00,"6,57188146","30,5103576","44,21450288","5,61660624","247,99096","619,87842",,"0,49112905"
22/12/2011 11.00,"7,18099124","27,40714336","41,6185996",,"232,32272","618,30307",,"0,46359661"
22/12/2011 12.00,"8,49500609","27,60119224","43,974566","14,16361046","253,502284","618,13843",,"0,46099749"
22/12/2011 13.00,"8,32239474","27,91722672","41,93050416",,"216,673884","556,66254",,"0,47595493"
22/12/2011 14.00,"7,58540739","29,2520704","45,34156952","8,79120922","214,5808","432,9199",,"0,43189929"
22/12/2011 15.00,"7,06893004","23,21567608","30,45684072",,"180,90408","539,25774",,"0,32008608"
22/12/2011 16.00,"7,08790828","23,2364404","31,59363944","19,78022003","177,5662","440,604521",,"0,32899251"
22/12/2011 17.00,"7,17776023","27,8594652","39,33398904",,"200,958604","603,14149",,"0,38092238"
22/12/2011 18.00,"6,48218816","25,16312456","35,07862272","14,89620972","188,9929804","624,41925","1,19695917","0,35273521"
22/12/2011 19.00,"6,40580536","25,96067712","38,79379168",,"184,00676","623,13937","1,40913181","0,38576179"
22/12/2011 20.00,"6,61597248","26,99961968","37,69462112","13,67521","204,4084","624,96413","1,42194601","0,40184928"
22/12/2011 21.00,"6,49213137","26,76211104","38,31519896",,"188,48732","625,94168","1,16143434","0,33551884"
22/12/2011 22.00,"6,28964769","25,50382384","33,79655024","13,67521","218,67524","626,73254","1,26914278","0,35844837"
22/12/2011 23.00,"5,93213761","18,51933182","24,03617264",,"170,1142604","624,90778","0,96872708","0,26934684"
23/12/2011 0.00,"6,21688032","38,43322672","72,96128904","14,65200996","151,5530604","622,85027","0,91308904","0,27442507"
23/12/2011 1.00,"5,68174509","17,89505234","20,69063152",,"148,1563804","619,21055","0,87918633","0,23673732"
23/12/2011 2.00,"5,18276828","12,28889626","14,67656554","14,89620972","142,8193004","619,60255","0,81462615","0,22846582"
23/12/2011 3.00,"5,20310624","10,43163874","11,50611008",,"140,37912","617,90764","0,78121058","0,2030362"
23/12/2011 4.00,"5,47926141","9,3187209","10,27593119","14,65200996","149,8517804","557,56659","0,71275733","0,19079904"
23/12/2011 5.00,"5,24785221","10,51470175","11,86407472",,"135,387","597,19338","0,70594445","0,18605749"
23/12/2011 6.00,"4,79497601","11,74055187","13,85947042","9,03540897","142,69976","617,02221","0,70075368","0,21914349"
23/12/2011 7.00,"5,12672344","16,69388232","21,59332496",,"154,2265004","578,07309","0,87545496","0,28880583"
23/12/2011 8.00,"5,1642365","25,26566512","36,03772016","13,67521","203,11872","622,87379","0,98105515","0,44822443"
23/12/2011 9.00,"5,07293838","31,97502608","48,93807976",,"278,91584","624,49177","1,55139079","0,51457351"
23/12/2011 10.00,"6,29326414","29,8341788","50,3880832","14,40781021","271,2052","627,51997","2,28004484","0,53373543"
23/12/2011 11.00,"6,36377173","24,418152","39,08627032",,"275,8112","626,62964","1,74247593","0,4310267"
23/12/2011 12.00,"5,81281707","26,79455768","42,32481592","15,14041042","249,088364","623,17563","1,90939106","0,52506783"
23/12/2011 13.00,"5,80558518","26,63232448","40,65690184",,"318,18444","625,82163","1,72463267","0,46827758"
23/12/2011 14.00,"5,84038794","28,53371288","42,95449488","11,47741032","226,432724","623,44219","1,71457556","0,43227675"
23/12/2011 15.00,"5,97236301","24,9723452","35,8866148",,"200,466644","626,13768","1,39177467","0,35733812"
23/12/2011 16.00,"5,36084498","26,84516832","38,2244172","9,52380943","214,853044","627,17403","1,68991941","0,38911466"
23/12/2011 17.00,"5,30028059","29,04572736","42,26386136",,"265,02336","629,13599","1,84661572","0,47895014"
23/12/2011 18.00,"5,60355406","36,54547088","51,13192768","7,81440783","251,6542","629,87981","2,13616375","0,56567041"
23/12/2011 19.00,"5,74140536","44,2931052","66,33181144",,"274,6156","638,07996","2,05489528","0,59383778"
23/12/2011 20.00,"5,62931671","48,64034312","73,79394592","10,98900986","327,843124","632,96485","2,04240551","0,62390876"
23/12/2011 21.00,"5,49101284","45,23277672","64,24172776",,"442,256164","637,52136","2,33470961","0,60960606"
23/12/2011 22.00,"5,76355257","42,48972592","60,56091744","10,98900986","395,59072","637,2009","2,57429651","0,54444644"
23/12/2011 23.00,"5,46660586","32,87898144","44,52059496",,"246,628564","647,34341","1,48829102","0,30919683"
24/12/2011 0.00,"4,69147388","30,55383648","39,37224816","20,02441978","210,34524","664,31309","0,99322051","0,32956802"
24/12/2011 1.00,"4,84288484","26,54146624","34,29135672",,"239,82756","657,51434","2,13032312","0,33641123"
24/12/2011 2.00,,"20,58552888","26,79872584","13,18680954","197,42884","647,32038","2,54477401","0,25004745"
24/12/2011 3.00,"5,5176796",,,,"202,90704","648,76588",,"0,22995353"
24/12/2011 4.00,"5,26547885","40,0347944","46,0276716","14,16361046","231,950124","638,51851",,"0,23878073"
24/12/2011 5.00,"6,28512814","27,0878776","34,81469024",,"187,1192204","628,91647",,"0,21341053"
24/12/2011 6.00,"6,28106014","30,21185616","44,41811176","10,50061035","214,519844","635,91955",,
24/12/2011 7.00,"7,00602452","28,40067592","42,17564168",,"229,17104","637,89866",,"0,29705753"
24/12/2011 8.00,"6,13507386","26,5797636","40,89683872","11,72161007","227,402924","637,83937",,"0,35377089"
24/12/2011 9.00,"5,7933822","26,54146624","44,55430352",,"238,484764","635,19778",,"0,38233553"
24/12/2011 10.00,"6,19608979","27,64725232","51,1221956","6,59340715","305,75216","632,22985",,"0,46473831"
24/12/2011 11.00,"8,04962822","26,10862768","51,33553656",,"272,32828","601,16679",,"0,33936916"
24/12/2011 12.00,"5,90366364","24,64722872","47,7610908","18,07081032","241,058244","471,32512",,"0,3096337"
24/12/2011 13.00,"6,30139912","28,35264648","56,59542944",,"280,4662","591,0674",,"0,4648583"
24/12/2011 14.00,"6,39089004","37,68758496","76,63173632","10,01220989","291,96552","611,45287",,"0,59556198"
24/12/2011 15.00,"6,05010249","37,17949008","67,46537888",,"291,96552","611,45287",,"0,61127317"
24/12/2011 16.00,"6,35699241","37,11004624","77,54676216","5,61660624","442,256164","600,5587",,"0,59996568"
24/12/2011 17.00,"6,15450771","43,59616208","75,6771512",,"563,07076","630,77063",,"0,78242565"
24/12/2011 18.00,"6,42704744","53,15822704","88,33304248","8,79120922","695,6922","662,32418",,"1,06569657"
24/12/2011 19.00,"6,66523697","52,58847016","93,23950216",,"686,344764","669,5066",,"1,06847393"
