
Stat, Politecnico,,,,
,SO2,NO2,nox,CO,O3,PM10,BENZENE,CH4
25/11/2011 5.00,"0,63305911","12,54393412","15,44932902","1,66635775","22,40287245",,"1,32249765","1112,21082"
25/11/2011 6.00,"0,7583169","16,66791162","19,58845912","1,66336021","19,41435048","31,2652607","1,27530681","1074,34019"
25/11/2011 7.00,"0,6883534","25,14383248","29,269374","1,69135283","11,97729173",,"1,38763955","1066,5487"
25/11/2011 8.00,"0,73461978","34,04885776","45,5264408","1,75879468","6,33748259","33,95212173","1,35239846","1059,20556"
25/11/2011 9.00,"0,77411599","37,77779312","56,97505704","1,87556263","7,68052457",,"1,64754712","1100,85115"
25/11/2011 10.00,"0,7402621","30,49106552","44,98903496","1,78428138","16,13690064","26,3800602","1,61560925","1116,18031"
25/11/2011 11.00,"0,91178627","30,23229544","47,75386344","1,81571658","20,56567695",,"1,57596252","1049,04541"
25/11/2011 12.00,"0,76508808","24,64657864","34,49387576","1,73846892","26,2109883","26,3800602","1,38158331","1054,69854"
25/11/2011 13.00,"0,70753707","20,59803336","28,27951248","1,7199128","32,93220315",,"1,18775328","1022,1596"
25/11/2011 14.00,"0,76508808","25,31902904","35,12196776","1,78056969","28,5437019","28,57839966","1,16242388","1025,67731"
25/11/2011 15.00,"0,68609668","26,32084056","34,72618376","1,76348846","26,65764885",,"1,28191528","1032,626"
25/11/2011 16.00,"0,74251882","25,6208","31,62790248","1,72303384","27,3786219","37,6160202","1,1172701","1026,63036"
25/11/2011 17.00,"0,75606017","38,18418872","44,16104336","1,78791851","13,60786907",,"1,13902169","1037,34078"
25/11/2011 18.00,"0,80796887","40,54227744","47,1265936","1,8580387","11,60266065","37,127491","1,33890694","1060,75592"
25/11/2011 19.00,"0,78314288","36,07840752","41,04496136","1,82358149","12,8645979",,"1,33180421","1110,47573"
25/11/2011 20.00,"0,77975729","36,72246472","42,40389624","1,82901272","9,77232995","42,74547958","1,3290512","1079,9796"
25/11/2011 21.00,"0,86326316","45,25759448","59,36270528","1,88340308","2,76461115",,"1,36599982","1073,11519"
25/11/2011 22.00,"0,76395921","41,66087392","51,78778192","1,83699996","3,9746006","46,16511154","1,4714495","1078,88053"
25/11/2011 23.00,"0,80796887","32,5027572","36,87183016","1,75911389","9,22966202",,"1,30746537","1062,09509"
26/11/2011 0.00,"0,71092266","26,12128512","29,33413344","1,71610325","13,72618055","53,49290085","1,30834609","1063,00551"
26/11/2011 1.00,"0,70302362","22,17656144","25,1431824","1,67810561","16,75158608",,"1,20383307","1097,99102"
26/11/2011 2.00,"0,73349091","16,4837822","19,3901656","1,66593952","21,8267763","53,73717117","1,19661949","1062,7316"
26/11/2011 3.00,"0,82602367",,,"1,63915151","25,9692342",,"1,16688444","1140,18737"
26/11/2011 4.00,"0,73010633","10,96782663","13,87185827","1,63364572",,"46,16511154","1,12090486","1058,29759"
26/11/2011 5.00,"0,72559187","10,51924849","13,41941789",,"30,5102532",,"1,15157554","1053,63426"
26/11/2011 6.00,"0,76057362","15,38059644","18,44482118","1,61892361","27,13620945","46,16511154","1,16952763","1088,25423"
26/11/2011 7.00,"0,66916973","21,54789584","25,01853912","1,67527932","21,8286117",,"1,10210053","1100,89917"
26/11/2011 8.00,"0,82940927","28,75271336","36,71481672","1,75505852","17,37531884","43,23400116","1,11341567","1070,86511"
26/11/2011 9.00,"0,96030937","36,29660496","49,5029228","1,82441563","16,24000823",,"1,30636396","1060,51288"
26/11/2011 10.00,"0,87793237","27,84583264","37,74997352","1,79403942","29,20598205","33,46360016","1,35988765","1058,22948"
26/11/2011 11.00,"0,83956503","17,82140019","25,53168168","1,74962613","43,0210578",,"1,18874486","1028,91033"
26/11/2011 12.00,"0,94225457","12,56420514","18,25218909","1,7459156","53,27848995","39,57009125","1,06055303","1019,88257"
26/11/2011 13.00,"0,87003333","15,77319696","21,74544368","1,74281903","54,93102825",,"0,96540149","1019,64198"
26/11/2011 14.00,"0,88131796","12,22270665","17,6524444","1,73991935","57,1326903","38,10454178","0,84712134","1021,02476"
26/11/2011 15.00,"0,79781311","7,31107692","11,49148902","1,71598093","64,31694465",,"0,72157269","1017,69374"
26/11/2011 16.00,"0,73800537","2,7660904","6,00636254","1,61454904","74,74077975","32,2422905","0,65747728","1012,3253"
26/11/2011 17.00,"0,70866594","3,44585038","6,77284127","1,5976146","71,4676032",,"0,5358929","1010,95771"
26/11/2011 18.00,"0,8406939","3,51479901","6,91529101","1,58699679","70,26763065","33,95212173","0,56695004","1012,22926"
26/11/2011 19.00,"0,7402621","3,76139538","7,15000813","1,51638614","71,0788176",,"0,49294295","1008,92715"
26/11/2011 20.00,"0,74139097","11,4318155","14,86253239","1,55934784","59,57917875","32,2422905","0,45335114","1016,44522"
26/11/2011 21.00,"0,73913323","34,8875948","40,68720704","1,74296582","21,2260419",,"0,71970039","1064,74403"
26/11/2011 22.00,"0,74251882","33,63678352","37,90863128","1,71244166","20,9346921","28,33414078","0,99634778","1051,85115"
26/11/2011 23.00,"0,7064082","29,78697152","33,359142","1,62202018","24,06131595",,"0,95152452","1109,88675"
27/11/2011 0.00,"0,82038237","29,83075632","33,60357208","1,6499895","21,778617","35,4176712","0,8946427","1084,19899"
27/11/2011 1.00,"0,76395921","26,49198368","29,83270656","1,57220245","22,761354",,"0,91920121","1085,22211"
27/11/2011 2.00,"0,70302362","25,98744512","29,0281752","1,5249151","22,53119085","47,63068008","0,86705454","1079,88405"
27/11/2011 3.00,"0,7707304","17,00374486","19,952676","1,47017991","31,96710195",,"0,80240792","1083,99564"
27/11/2011 4.00,"0,8192535","10,3910833","13,29639407","1,49124311","43,0055367","47,14215088","0,71149625","1060,70104"
27/11/2011 5.00,"0,80232656","8,04275152","10,94840071","1,44501241","48,71053845",,"0,7032911","1074,41663"
27/11/2011 6.00,"0,87454779","11,96231902","14,86900642","1,42360554","41,8211052","43,96678162","0,65676131","1071,66577"
27/11/2011 7.00,"0,74251882","18,16452771","21,1157456","1,43591959","35,34802845",,"0,72355482","1096,20497"
27/11/2011 8.00,"0,71092266","23,03153136","28,36450088","1,44904331","28,0327425","43,72251129","0,7014188","1099,46347"
27/11/2011 9.00,"0,80684","17,2730558","24,56772776","1,57234924","33,80840715",,"0,86755083","1091,0487"
27/11/2011 10.00,"0,74929001","13,97888438","21,37069168","1,61403178","42,62279595","45,43233109","1,02343964","1061,39194"
27/11/2011 11.00,"0,79555639","13,26830106","20,27318456","1,59550012","51,04668345",,"0,91143743","1067,07251"
27/11/2011 12.00,"0,91629971","10,1501713","16,01589094","1,4120301","64,0997091","47,14215088","0,73831251","1028,99118"
27/11/2011 13.00,"2,17677663","17,32902004","27,33335928","1,4075565","61,199817",,"0,64657402","1027,34968"
27/11/2011 14.00,"1,39927606","11,10654032","16,82607226","1,35483792","71,72964645","42,25696182","0,58732462",
27/11/2011 15.00,"0,97723632","11,1487133","15,76093722","1,26144336","72,2968848",,"0,55736888",
27/11/2011 16.00,"0,8406939","13,71201507","17,43067534","1,29828416","70,6262319","37,86027145","0,54514454",
27/11/2011 17.00,"0,80684","9,82651368","12,83747774","1,24227212","75,61574685",,"0,48567445",
27/11/2011 18.00,"0,91517186","39,22087512","53,1936564","1,40863762","41,4914514","31,2652607","0,52829387",
27/11/2011 19.00,"1,42297318","92,59341824","214,2451448","1,88350094","1,77518891",,"1,30735553",
27/11/2011 20.00,"1,30900002","82,182062","178,2087248","1,98362919","4,05306395","37,37176132","2,02793665",
27/11/2011 21.00,"0,98062191","61,80870776","105,12390144","1,57131705","1,13516697",,"2,10040196",
27/11/2011 22.00,"0,94902474","56,641566","87,74095344","1,46123387","1,33116575","68,63703156","1,53879321",
27/11/2011 23.00,"0,96820841","50,12462872","70,40094896","1,47384267","2,96048225",,"1,50658075",
28/11/2011 0.00,"0,83843717","37,29191568","45,1339072","1,29774476","8,09285117","67,41573334","1,21666253",
28/11/2011 1.00,"0,76395921","28,12001344","31,73876024","1,17881341","16,48568849",,"1,01595046",
28/11/2011 2.00,"0,86890548","31,59830472","35,4683648","1,17468348","15,38658912","57,88959122","0,8647968",
28/11/2011 3.00,"0,80006983",,,"1,13324676","22,40187495",,"0,76072414",
28/11/2011 4.00,"0,86890548","20,87219504","24,15817736","1,14064451",,"51,29457092","0,79541502",
28/11/2011 5.00,"0,84633621","26,31759016","31,25640088",,"11,15902851",,"0,91931105",
28/11/2011 6.00,"1,00431903","33,64569344","46,26703488","1,15453015","3,1500671","40,79140091","0,81771682",
28/11/2011 7.00,"1,0110892","40,2859356","73,22971472","1,13135364","0,61744053",,"0,78550334",
28/11/2011 8.00,"1,30561443","48,00341768","128,70499896","1,33266913","1,62181929","32,7308197","0,78798177",
28/11/2011 9.00,"2,60332982","69,49454624","261,9367344","1,91970448","3,45504674",,"1,33560373",
28/11/2011 10.00,"2,2783373","67,25735328","170,2372144","2,00304625","11,55069888","29,31118011","1,92507523",
28/11/2011 11.00,"1,44779917","44,1106048","79,83903984","1,62079111","28,5965694",,"1,43830039",
28/11/2011 12.00,"1,21533839","21,19017976","32,81118192","1,60960944","49,79278605","43,23400116","0,89078827",
28/11/2011 13.00,"1,16907201","18,79723337","28,20909352","1,64480409","56,3595081",,"0,80306897",
28/11/2011 14.00,"1,06074117","12,05723261","17,57798156","1,62698541","66,0568839","43,47826004","0,68126491",
28/11/2011 15.00,"1,02575942","8,75496005","12,74601914","1,57119473","76,5939153",,"0,65197022",
28/11/2011 16.00,"0,971594","15,49821312","19,44115864","1,51795889","66,8079216","44,2110405","0,54029854",
28/11/2011 17.00,"1,06638349","36,14085344","39,98468088","1,56404279","42,0921858",,"0,57201572",
28/11/2011 18.00,"0,99416327","74,33156208","95,671222","1,77398278","6,93624792","48,60771179","1,03500293",
28/11/2011 19.00,"1,49067995","93,196138","188,39389144","2,13070229","1,44855554",,"1,54270357",
28/11/2011 20.00,"1,53356074","86,13651776","177,09989864","2,09936612","1,18564446","53,00439072","1,92066959",
28/11/2011 21.00,"1,68590226","84,78672224","188,247394","2,25914354","1,24870442",,"1,95723277",
28/11/2011 22.00,"1,59562622","82,71744112","165,86253928","2,12595841","1,11750723","77,43038177","2,06428016",
28/11/2011 23.00,"1,29320195","72,93958784","121,62541744","1,92272649","1,25466947",,"1,79754445",
29/11/2011 0.00,"0,98400649","49,7514828","58,27167984","1,55052413","13,54953128","85,24668884","1,35405007",
29/11/2011 1.00,"0,9411257","17,84735942","20,74181576","1,41362731","47,61448545",,"0,91793505",
29/11/2011 2.00,"0,89260259","18,36812512","21,25576136","1,44449632","41,46158625","74,98777008","0,77030529",
29/11/2011 3.00,"1,03365846","13,05983952","15,96409104","1,42965189","44,01582465",,"0,78346629",
29/11/2011 4.00,"0,88019011","9,89221956","12,79377325","1,39878288","48,2580126","61,79774094","0,6125991",
29/11/2011 5.00,"0,80345543","9,5993872","12,49673258","1,39283556","47,6712831",,"0,53760044",
29/11/2011 6.00,"0,95128146","15,77157941","18,82522696","1,3321775","33,45385575","46,40937042","0,53286427",
29/11/2011 7.00,"0,85987757","39,860898","48,0087904","1,43215897","10,14839942",,"0,53523286",
29/11/2011 8.00,"1,09120947","55,56352304","91,27471184","1,63268692","3,38739828","63,50756073","0,66513122",
29/11/2011 9.00,"1,70170034","73,32896664","182,37699952","2,15584415","4,04624903",,"1,37271711",
29/11/2011 10.00,"1,35075296","73,6477544","153,38039144","2,0108133","8,80523375","42,0126915","2,02243061",
29/11/2011 11.00,"0,95579592","64,37688704","107,64183336","1,86752529","15,42786966",,"1,63642419",
29/11/2011 12.00,"1,13070467","40,52441936","56,75974672","1,77447441","37,04908515","50,80604172","1,24760984",
29/11/2011 13.00,"0,93548338","21,71500464","30,79423224","1,73800176","54,71461065",,"1,16792992",
29/11/2011 14.00,"0,91517186","19,89231416","25,50982752","1,66041043","61,58758515","55,69124985","0,80879569",
29/11/2011 15.00,"0,91855643","18,27971042","23,40385512","1,59203541","65,4245487",,"0,66408473",
29/11/2011 16.00,"0,88244683","23,38601616","27,6271572","1,54927059","60,26873055","54,2256813","0,62212534",
29/11/2011 17.00,"0,89824491","28,90766184","32,11676264","1,61005097","55,4871744",,"0,69018603",
29/11/2011 18.00,"0,92758434","33,43965632","36,47361792","1,61742426","50,0844351","47,14215088","0,7959103",
29/11/2011 19.00,"1,24693556","79,20830928","125,2789244","2,1086069","11,50544031",,"0,95284561",
29/11/2011 20.00,"1,81341677","96,440802","206,3101536","2,39746748","2,85076722","57,15681076","2,02231976",
29/11/2011 21.00,"1,65204836","89,46070184","184,83185456","2,33961125","3,1210179",,"2,31108165",
29/11/2011 22.00,"1,09685179","75,92712608","99,17662544","2,06743929","4,64909414","73,76647186","1,89115523",
29/11/2011 23.00,"0,99416327","64,07916952","84,1813448","1,95425954","3,3002487",,"1,62320828",
30/11/2011 0.00,"0,94451129","41,89042864","46,77773008","1,73011238","14,70176747","90,37615967","1,56046141",
30/11/2011 1.00,"0,96482282","33,02595688","35,97825696","1,61159926","28,1061984",,"1,03679285",
30/11/2011 2.00,"0,89598819","25,1543676","28,30865136","1,60277671","33,7300236","92,81874084","0,92944342",
30/11/2011 3.00,"0,88244683",,,"1,49011189","30,4488072",,"0,88979669",
30/11/2011 4.00,"0,90388723","20,33601288","23,25816072","1,51203603",,"91,59745026","0,88214275",
30/11/2011 5.00,"0,80232656","17,12054894","20,18091144",,"27,76750725",,"0,75956781",
30/11/2011 6.00,"0,82828141","22,37124128","25,40543232","1,5639193","24,47296425","105,27600098","0,66634247",
30/11/2011 7.00,"0,88808915","49,50812344","59,31899696","1,64207566","9,6569571",,"0,77674799",
30/11/2011 8.00,"0,98852095","62,10560312","106,51763472","1,81271787","5,82434465","70,10259247","0,98940981",
30/11/2011 9.00,"1,19277014","62,76994664","108,4301892","1,93808818","13,18941981",,"1,3691932",
30/11/2011 10.00,"1,1239345","49,4489088","77,0329504","1,89841876","26,2098711","51,78308105","1,46241854",
30/11/2011 11.00,"0,93209779","31,47337464","43,99269176","1,8078272","46,93746225",,"1,17360173",
30/11/2011 12.00,"0,92984107","23,91409144","32,60720976","1,7872067","57,64175445","60,57645035","0,98125957",
30/11/2011 13.00,"0,86890548","18,4808815","25,51711224","1,74446634","68,01072705",,"0,88164747",
30/11/2011 14.00,"0,99416327","22,35340232","30,68821184","1,76309586","67,1901237","62,04201126","0,68941515",
30/11/2011 15.00,"0,98513536","18,97813151","24,44794096","1,75864672","72,95170365",,"0,70152863",
30/11/2011 16.00,"0,92194203","26,85782576","31,75575792","1,68685593","63,5067951","54,95846176","0,62884364",
30/11/2011 17.00,"0,9930344","40,82699336","44,8303772","1,60250643","48,76232865",,"0,73566932",
30/11/2011 18.00,"1,08443829","42,49232624","51,74893008","1,74468653","49,65656745","60,8207016","0,79734224",
30/11/2011 19.00,"2,08875833","105,65723472","263,843572","2,4769997","4,67012942",,"1,50437793",
30/11/2011 20.00,"1,99735342","95,09913248","244,4218584","2,29583871","5,76676296","62,04201126","2,34577254",
30/11/2011 21.00,"1,23790766","72,62890696","151,66775568","2,25177142","5,1125067",,"2,28740284",
30/11/2011 22.00,"1,1419893","66,0235588","119,7274324","2,14213094","4,00915001","98,68099976","2,22683235",
30/11/2011 23.00,"0,96482282","57,11040752","73,33330688","1,86632068","5,58315513",,"1,71692889",
01/12/2011 0.00,"1,05735558","46,37701312","52,17058344","1,65969745","13,3454348","105,76450348","1,31495456",
01/12/2011 1.00,"0,8406939","37,59366752","40,91869288","1,57581512","24,0790116",,"1,04623672",
01/12/2011 2.00,"1,12054891","26,3183932","29,24914504","1,55241609","35,0944839","102,5891037","0,95042311",
01/12/2011 3.00,"1,0020623","18,8037227","21,69525368","1,51024193","41,4172374",,"0,83822767",
01/12/2011 4.00,"0,87341892","13,57168574","16,46994888","1,46838581","45,1393488","89,64337158","0,7412313",
01/12/2011 5.00,"0,78539961","13,33401076","16,26193858","1,49896123","43,9463388",,"0,75758567",
01/12/2011 6.00,"0,85423525","21,26968072","24,46168824","1,45725307","37,3537815","101,85630035","0,76320155",
01/12/2011 7.00,"0,82151023","45,72725816","54,23370792","1,50795503","13,93280469",,"0,75890676",
01/12/2011 8.00,"1,04607196","56,50690384","91,68261792","1,69646601","7,59505877","91,35320282","0,89155915",
01/12/2011 9.00,"1,37219335","64,46854832","139,6801084","2,01096009","9,86211293",,"1,35047125",
01/12/2011 10.00,"1,60126853","64,05322368","138,66189192","2,07877008","12,45585432","51,5388298","1,7629634",
01/12/2011 11.00,"1,59675407","52,57516264","96,6885972","1,93322197","25,83060165",,"1,88239988",
01/12/2011 12.00,"0,85649198","20,7894628","31,91604088","1,7948491","53,070591","50,31753159","1,15504555",
01/12/2011 13.00,"0,9930344","18,09801306","27,61015952","1,85899633","58,07016075",,"0,91964157",
01/12/2011 14.00,"0,80232656","19,74711688","28,05370528","1,80925199","61,68625785","62,04201126","0,90972989",
01/12/2011 15.00,"0,95918152","23,50607064","31,25879088","1,78646925","60,0587967",,"0,83412611",
01/12/2011 16.00,"0,91742858","11,85686648","15,89043698","1,62074218","75,06616425","63,0190506","0,68963482",
01/12/2011 17.00,"0,84407949","9,03481184","12,51534781","1,49298828","79,20375435",,"0,59260997",
01/12/2011 18.00,"0,86326316","9,82813697","13,13289895","1,48300889","78,6219126","63,75183105","0,590518",
01/12/2011 19.00,"1,5775704","58,46588168","151,59490848","1,93725171","41,00261655",,"0,56507774",
01/12/2011 20.00,"2,06618907","92,48068672","266,0945696","2,38409678","6,84425847","56,66828156","2,08476356",
01/12/2011 21.00,"1,73329649","75,75435776","179,9691032","2,19865907","6,39774356",,"2,32925341",
01/12/2011 22.00,"1,18374224","62,50794528","118,1968764","2,04418939","5,41506641","99,41378021","2,35579406",
01/12/2011 23.00,"1,02575942","54,62012312","84,25579808","1,8647724","4,87494011",,"1,89622091",
02/12/2011 0.00,"1,06976908","43,55578064","56,51208536","1,69280325","7,62522915","114,06919861","1,62651251",
02/12/2011 1.00,"1,04719982","36,75248312","42,69283768","1,57741233","10,55601981",,"1,30625412",
02/12/2011 2.00,"0,90050163","38,75283664","45,47546688","1,49313623","8,93977655","107,47419739","1,23841412",
02/12/2011 3.00,"0,94451129",,,"1,47067154","12,29466231",,"0,99689798",
02/12/2011 4.00,"0,92532762","22,46940336","25,60938536","1,41908417",,"92,81874084","1,03456257",
02/12/2011 5.00,"0,92984107","23,61639304","27,40781256",,"16,29965873",,"0,88974177",
02/12/2011 6.00,"0,93096994","32,2367024","41,51359256","1,41230038","7,885437","79,62872314","0,80312388",
02/12/2011 7.00,"0,91178627","39,21034","62,88267816","1,41345606","4,27688499",,"0,92002702",
02/12/2011 8.00,"1,1758432","49,49353488","112,20996464","1,55929891","4,97550207","62,53052139","1,02498142",
02/12/2011 9.00,"1,57305695","62,3376052","158,5943772","1,84633977","9,17581697",,"1,28499882",
02/12/2011 10.00,"1,36542217","60,92209424","135,84043","1,95605364","19,47699548","44,2110405","1,61968437",
02/12/2011 11.00,"1,33269714","37,9846524","62,06845296","1,73915744","42,8927394",,"1,40663711",
02/12/2011 12.00,"1,38234911","21,84073776","36,30769456","1,52009666","60,95528985","51,5388298","0,81832193",
02/12/2011 13.00,"1,16907201","15,13318555","24,92385688","1,37740047","66,7197426",,"0,61425071",
02/12/2011 14.00,"0,94789688","10,79504875","15,33601434","1,64527125","83,53306395","45,67660141","0,56728057",
02/12/2011 15.00,"0,99190654","8,61949294","12,11147031","1,61648993","89,24590605",,"0,63407408",
02/12/2011 16.00,"0,90952954","15,0455758","18,34364961","1,55421019","79,64935755","38,83731079","0,47603736",
02/12/2011 17.00,"0,95466705","37,76320456","41,38327064","1,54354345","47,77963155",,"0,72149031",
02/12/2011 18.00,"0,88244683","53,72377752","63,12466088","1,7405333","16,44506031","40,05862045","0,92988378",
02/12/2011 19.00,"0,99077767","51,88162288","61,74872832","1,73463374","11,75261283",,"1,45107492",
02/12/2011 20.00,"1,12619122","58,22171928","78,97626896","1,79563547","4,54755662","56,17977142","1,50856288",
02/12/2011 21.00,"1,04832869","52,75687912","64,01255544","1,71851247","25,11152385",,"1,46693402",
02/12/2011 22.00,"1,00093343","19,31557848","22,612268","1,51112616","55,37152425","83,53688049","0,94756026",
02/12/2011 23.00,"1,00093343","18,57498249","21,65154536","1,59368156","53,68690635",,"0,78500806",
03/12/2011 0.00,"0,89485932","10,62713309","13,60962174","1,53904655","62,1615267","72,54518127","0,62642013",
03/12/2011 1.00,"0,85762085","15,49253639","18,41082773","1,69336828","56,8195152",,"0,60659677",
03/12/2011 2.00,"0,88357469","18,26836078","21,30029184","1,5617559","47,84071845","68,63703156","0,63831395",
03/12/2011 3.00,"0,98719682","15,67412286","18,55654507","1,64257078","50,78035095",,"0,54685921",
03/12/2011 4.00,"0,78652848","8,47591512","11,37574992","1,49291372","61,0766058","65,95017242","0,61623284",
03/12/2011 5.00,"0,86664875","4,39410869","7,30783608","1,46219267","69,7095294",,"0,48705045",
03/12/2011 6.00,"0,86664875","8,76874939","11,70192756","1,48939891","60,73332615","90,13188934","0,44773425",
03/12/2011 7.00,"0,8711622","12,64289542","15,82002184","1,48844128","55,99871235",,"0,53214932",
03/12/2011 8.00,"0,89260259","19,5418828","24,36861208","1,56350107","46,3548624","45,92086029","0,58308373",
03/12/2011 9.00,"0,94902474","21,1423224","28,863074","1,67761515","44,0705874",,"0,7751513",
03/12/2011 10.00,"0,85762085","15,76833666","23,69602784","1,70841076","50,4364329","23,44894981","0,81243045",
03/12/2011 11.00,"0,92081417","12,60314302","19,33026264","1,66603854","55,39131465",,"0,64255484",
03/12/2011 12.00,"0,95241033","10,86562067","16,52255756","1,70209413","63,43056615","11,4802103","0,55505623",
03/12/2011 13.00,"0,90727282","9,66346979","14,62052864","1,68948533","73,01678055",,"0,57796313",
03/12/2011 14.00,"0,83392373","14,25063503","19,97615536","1,75609071","69,29311305","18,07522964","0,44123664",
03/12/2011 15.00,"0,83505158","12,34032333","16,74513539","1,72153448","69,8196534",,"0,45902295",
03/12/2011 16.00,"0,91178627","17,04268466","21,25658352","1,50139375","63,07266315","18,07522964","0,73511913",
03/12/2011 17.00,"0,86664875","19,96043872","23,09709384","1,57682284","56,72744595",,"0,6475656",
03/12/2011 18.00,"0,81586791","17,24789962","20,1817336","1,56404279","61,2495324","30,28820992","0,5996588",
03/12/2011 19.00,"0,7707304","24,41539872","27,44020184","1,70804145","55,8722493",,"0,58974711",
03/12/2011 20.00,"0,94902474","24,8347768","27,90720784","1,67677868","53,5268874","40,79140091","0,71859898",
03/12/2011 21.00,"0,75493232","31,27221312","34,871056","1,77186947","45,157224",,"0,63930552",
03/12/2011 22.00,"0,7368765","23,26190824","26,33539088","1,63057361","52,8119193","50,80604172","0,69712401",
03/12/2011 23.00,"0,77411599","24,49570272","27,55188176","1,7536081","44,7614559",,"0,73677074",
04/12/2011 0.00,"0,77524385","19,8947424","22,88828432","1,72492696","46,15266915","52,27161026","0,76154994",
04/12/2011 1.00,"0,76057362","10,43732502","13,32795928","1,60501351","51,0653766",,"0,50549782",
04/12/2011 2.00,"0,78765735","19,1906484","22,36300056","1,72966968","40,33229655","47,3864212","0,43446342",
04/12/2011 3.00,"0,74816114",,,"1,5644587","50,32545105",,"0,312219",
04/12/2011 4.00,"0,85084966","8,4694277","11,3644175","1,55831565",,"30,04396057","0,28083235",
04/12/2011 5.00,"0,76508808","7,1496525","10,04756574",,"57,78483585",,"0,32042416",
04/12/2011 6.00,"0,8711622","5,37400104","8,28070374","1,56364902","58,6239129","26,62430954","0,24972028",
04/12/2011 7.00,"0,75606017","8,5781249","11,51091494","1,58321287","56,74244835",,"0,23435646",
04/12/2011 8.00,"0,82376695","10,68472444","13,65737394","1,61540881","56,57099805","20,02931023","0,3520315",
04/12/2011 9.00,"0,90840067","8,92611655","12,3275722","1,6061424","59,40441675",,"0,3302799",
04/12/2011 10.00,"0,91629971","12,58610519","18,14292402","1,66033703","57,421287","22,71615982","0,34178929",
04/12/2011 11.00,"0,78427175","7,93811158","12,67317576","1,53354076","68,0407917",,"0,70230054",
04/12/2011 12.00,"0,77750057","4,4654913","8,10345178","1,44071123","75,85442865","16,12113953","0,36342902",
04/12/2011 13.00,"0,73123419","5,05034533","8,52837275","1,36729759","75,59256495",,"0,23468699",
04/12/2011 14.00,"0,83843717","6,38390988","9,9973853","1,44181798","75,10323135","8,54909611","0,24938976",
04/12/2011 15.00,"0,74251882","6,56723244","9,67039888","1,46892637","73,57841295",,"0,20335525",
04/12/2011 16.00,"0,79104192","11,70680125","14,91028459","1,53791534","62,91669405","11,72447014","0,32835269",
04/12/2011 17.00,"0,85084966","14,42178771","17,34245375","1,4367048","59,80672845",,"0,41326304",
04/12/2011 18.00,"0,93886898","26,06857128","29,20138328","1,49318516","44,3370795","16,60967064","0,45235957",
04/12/2011 19.00,"0,80345543","35,9445484","39,84625208","1,81205382","29,91843645",,"0,52466013",
04/12/2011 20.00,"0,90388723","27,32345512","30,88084584","1,7432862","42,8751435","20,27355957","0,70285073",
04/12/2011 21.00,"0,91404299","18,68286326","21,66693696","1,63851192","57,60564495",,"0,41320812",
04/12/2011 22.00,"0,90501508","17,20572854","20,11536808","1,60110494","55,93263795","27,84560966","0,40483821",
04/12/2011 23.00,"0,81361119","10,087712","12,9791187","1,61722737","63,62224575",,"0,49029977",
05/12/2011 0.00,"0,8373083","6,28413407","9,18396505","1,57800182","68,08729515","18,56373978","0,37047785",
05/12/2011 1.00,"0,83843717","7,01905525","9,91725911","1,63477577","66,43411845",,"0,27069998",
05/12/2011 2.00,"0,89373146","4,68613036","7,59435502","1,61331996","66,21961605","20,5178299","0,27136103",
05/12/2011 3.00,"0,83392373","3,31525122","6,22651213","1,60363648","65,91896955",,"0,23633961",
05/12/2011 4.00,"0,88470356","6,45853715","9,35797999","1,6720348","63,6377469","17,83097076","0,26233007",
05/12/2011 5.00,"0,74477554","3,49208827","6,39810074","1,59606631","64,31746335",,"0,25153766",
05/12/2011 6.00,"0,87003333","6,97119598","9,88407444","1,59712297","60,43906365","15,63263035","0,20968811",
05/12/2011 7.00,"0,69963803","15,08694574","18,08869588","1,64350045","51,1988022",,"0,2026942",
05/12/2011 8.00,"0,83053814","37,27973624","52,2596444","1,72704027","26,02970265","11,4802103","0,32559967",
05/12/2011 9.00,"0,92871321","30,39290344","51,12166024","1,77673568","37,0876884",,"0,52284275",
05/12/2011 10.00,"0,87454779","31,4157852","49,4980472","1,78251175","36,20811285","13,43428993","0,51293107",
05/12/2011 11.00,"0,97610745","23,35519472","38,7301412","1,59500966","45,725799",,"0,55902049",
05/12/2011 12.00,"0,80232656","15,05206513","26,762742","1,45073955","58,34048325","25,40302086","0,44156716",
05/12/2011 13.00,"0,80345543","15,00420586","27,52599328","1,48704095","59,4879873",,"0,40935369",
05/12/2011 14.00,"0,889217","21,25669824","31,33085416","1,47199847","55,44366345","18,8080101","0,39498144",
05/12/2011 15.00,"1,00319016","16,46269475","25,66523488","1,44179352","57,8701221",,"0,33105079",
05/12/2011 16.00,"0,94676801","19,8428316","28,07879072","1,30865615","56,1135645","12,70151043","0,34542303",
05/12/2011 17.00,"0,91855643","14,31876724","20,56294816","1,29341912","67,17845295",,"0,25076678",
05/12/2011 18.00,"0,8711622","17,91468476","24,08047368","1,39286002","62,5341927","18,07522964","0,27455441",
05/12/2011 19.00,"0,89485932","21,66796944","28,1775264","1,56944956","55,9739943",,"0,35280239",
05/12/2011 20.00,"0,87793237","26,18212496","30,03748176","1,52125234","50,7154935","14,89984989","0,35819859",
05/12/2011 21.00,"0,92194203","34,53393216","38,60549792","1,56836727","36,5596119",,"0,43864837",
05/12/2011 22.00,"0,86100644","34,6231652","38,46710736","1,55907756","39,30515085","19,29652977","0,62416239",
05/12/2011 23.00,"0,88357469","10,55088253","13,46069606","1,43471498","65,093658",,"0,3977904",
