"NetC","Regione-Provincia Lecce","","","","","","","","",""
"Stat","S. Barbara","","","","","","","","",""
Parm,SO2,NO2,NOX,CO,O3,PM10
19/10/2011 20.00,"0,5","12,3","15,4",,"56,8","51,7"
19/10/2011 21.00,"0,4","14,5","17,2",,"45,3","51,7"
19/10/2011 22.00,"0,4","11,4","13,5",,"44,5","51,7"
19/10/2011 23.00,"0,4","7,6","9,9",,"44,5","51,7"
20/10/2011 0.00,"0,3","8,1","10,5",,"37,3","51,7"
20/10/2011 1.00,"0,3","8,1","10,2",,"29,2","29,6"
20/10/2011 2.00,"0,3","5,6","7,6",,"34,4","29,6"
20/10/2011 3.00,"0,2","4,1","6,2",,37,"29,6"
20/10/2011 4.00,"0,3",4,6,,"37,8","29,6"
20/10/2011 5.00,"0,3","4,6","6,6",,"35,6","29,6"
20/10/2011 6.00,"0,2","8,6","10,8",,"24,3","29,6"
20/10/2011 7.00,"0,3","18,1","26,8",,"14,1","29,6"
20/10/2011 8.00,"0,3","31,7","51,7",,"8,4","29,6"
20/10/2011 9.00,"0,2",22,"31,6",,"41,4","29,6"
20/10/2011 10.00,"0,2","7,5","9,9",,"81,5","29,6"
20/10/2011 11.00,"0,3","6,3","9,6",,90,"29,6"
20/10/2011 12.00,"0,4","3,7","6,9",,"95,6","29,6"
20/10/2011 13.00,"0,3","3,1","6,3",,"101,5","29,6"
20/10/2011 14.00,"0,5",3,"6,5",,"98,1","29,6"
20/10/2011 15.00,,,,,"91,5","29,6"
20/10/2011 16.00,"0,4","2,7","5,5",,"94,2","29,6"
20/10/2011 17.00,"0,4","3,1","5,7",,"91,2","29,6"
20/10/2011 18.00,"0,5","3,4","6,1",,"85,6","29,6"
20/10/2011 19.00,"0,3","4,9","7,4",,"71,6","29,6"
20/10/2011 20.00,"0,4","7,6","10,5",,"60,3","29,6"
20/10/2011 21.00,"0,4","6,8","9,6",,"55,9","29,6"
20/10/2011 22.00,"0,3","5,1",8,,"51,3","29,6"
20/10/2011 23.00,"0,2","3,9","6,8",,"47,7","29,6"
21/10/2011 0.00,"0,2","3,6","6,5",,"45,2","29,6"
21/10/2011 1.00,,"2,7","5,6",,"47,1","17,1"
21/10/2011 2.00,"0,2",,,,"38,3","17,1"
21/10/2011 3.00,"0,2","3,5","4,9",,"36,7","17,1"
21/10/2011 4.00,"0,2","1,9","3,8",,"50,4","17,1"
21/10/2011 5.00,"0,2","2,9","4,8",,,"17,1"
21/10/2011 6.00,"0,1","3,6","6,1",,45,"17,1"
21/10/2011 7.00,"0,1","11,6","15,5",,"29,3","17,1"
21/10/2011 8.00,"0,1","14,7","21,3",,"28,4","17,1"
21/10/2011 9.00,"0,2",8,"11,6",,"46,8","17,1"
21/10/2011 10.00,"0,2","3,9","6,8",,"67,5","17,1"
21/10/2011 11.00,"0,2","2,7","5,6",,"73,6","17,1"
21/10/2011 12.00,"0,2","2,5",5,,76,"17,1"
21/10/2011 13.00,"0,1","2,2","4,7",,"78,3","17,1"
21/10/2011 14.00,"0,2",2,"4,1",,"79,8","17,1"
21/10/2011 15.00,"0,3","2,3","4,6",,80,"17,1"
21/10/2011 16.00,"0,2","2,1","4,5",,"85,5","17,1"
21/10/2011 17.00,"0,3","2,7","5,3",,"79,3","17,1"
21/10/2011 18.00,"0,4","4,1","6,8",,"69,8","17,1"
21/10/2011 19.00,"0,3","3,8","6,8",,"66,9","17,1"
21/10/2011 20.00,"0,2","6,9","9,8",,"50,1","17,1"
21/10/2011 21.00,"0,3","4,8","7,7",,"55,3","17,1"
21/10/2011 22.00,"0,3","4,6","7,5",,"49,5","17,1"
21/10/2011 23.00,"0,2","4,8","7,7",,"55,7","17,1"
22/10/2011 0.00,"0,2","3,7","6,5",,"52,4","17,1"
22/10/2011 1.00,"0,3","3,8","6,6",,"46,9","12,7"
22/10/2011 2.00,"0,2","3,8","6,5",,"40,1","12,7"
22/10/2011 3.00,"0,2","3,5","6,4",,"43,3","12,7"
22/10/2011 4.00,"0,1","3,1",6,,38,"12,7"
22/10/2011 5.00,"0,2","4,3","7,2",,"31,6","12,7"
22/10/2011 6.00,"0,1","4,6","7,7",,"18,8","12,7"
22/10/2011 7.00,"0,2","12,8","20,7",,"15,3","12,7"
22/10/2011 8.00,"0,2","10,8","18,7",,"14,5","12,7"
22/10/2011 9.00,"0,1",11,"16,1",,"26,9","12,7"
22/10/2011 10.00,"0,2","9,5","16,4",,"41,9","12,7"
22/10/2011 11.00,"0,2","6,6","10,8",,"57,6","12,7"
22/10/2011 12.00,"0,1","5,4","8,9",,"68,2","12,7"
22/10/2011 13.00,"0,2","4,9","7,4",,"77,2","12,7"
22/10/2011 14.00,"0,2","3,6","5,5",,"77,7","12,7"
22/10/2011 15.00,"0,2","3,4",6,,"80,2","12,7"
22/10/2011 16.00,"0,2","4,8","7,9",,"79,1","12,7"
22/10/2011 17.00,"0,1","3,3","6,1",,"75,3","12,7"
22/10/2011 18.00,"0,2","3,4","6,4",,"72,2","12,7"
22/10/2011 19.00,"0,2","5,1",8,,"64,2","12,7"
22/10/2011 20.00,"0,2","8,8","12,2",,"53,9","12,7"
22/10/2011 21.00,"0,1","7,7","11,1",,"48,2","12,7"
22/10/2011 22.00,"0,1",7,"10,1",,"46,9","12,7"
22/10/2011 23.00,"0,1","3,4","6,4",,"65,6","12,7"
23/10/2011 0.00,"0,1","4,2","7,9",,"53,5","12,7"
23/10/2011 1.00,,4,"7,1",,"48,9","12,2"
23/10/2011 2.00,"0,8",,,,"33,5","12,2"
23/10/2011 3.00,"0,8","5,3","6,5",,"30,1","12,2"
23/10/2011 4.00,"0,8","4,3","5,9",,"29,5","12,2"
23/10/2011 5.00,"0,6","4,6","6,3",,,"12,2"
23/10/2011 6.00,"0,7",4,"5,9",,"23,6","12,2"
23/10/2011 7.00,"0,7","5,1","7,8",,"18,2","12,2"
23/10/2011 8.00,"0,7","6,5","9,7",,24,"12,2"
23/10/2011 9.00,"0,6","5,7","9,3",,"38,6","12,2"
23/10/2011 10.00,"0,7","4,6","8,4",,"62,8","12,2"
23/10/2011 11.00,"0,8","4,2",8,,"75,2","12,2"
23/10/2011 12.00,"0,8","5,7","9,7",,"74,2","12,2"
23/10/2011 13.00,"0,9","4,5","7,9",,81,"12,2"
23/10/2011 14.00,"0,8","3,4","5,9",,"88,3","12,2"
23/10/2011 15.00,"0,9","3,1",5,,"83,1","12,2"
23/10/2011 16.00,"0,9","3,6","5,9",,"74,2","12,2"
23/10/2011 17.00,"0,9",3,"5,8",,75,"12,2"
23/10/2011 18.00,"1,1","6,4","9,3",,"47,5","12,2"
23/10/2011 19.00,"1,1",11,"14,4",,"30,1","12,2"
23/10/2011 20.00,"0,8","13,6",17,,"22,3","12,2"
23/10/2011 21.00,"0,9","14,2","17,7",,"19,7","12,2"
23/10/2011 22.00,"0,9","7,2","10,1",,"40,9","12,2"
23/10/2011 23.00,"0,8","4,7","7,5",,"48,1","12,2"
24/10/2011 0.00,"0,8","4,7","7,5",,"42,7","12,2"
24/10/2011 1.00,"0,6","4,8","7,6",,"35,8","14,2"
24/10/2011 2.00,"0,7","4,3","7,1",,"33,5","14,2"
24/10/2011 3.00,"0,6","4,1","6,9",,"33,7","14,2"
24/10/2011 4.00,"0,7","4,9",8,,"31,6","14,2"
24/10/2011 5.00,"0,6","4,5","7,4",,"33,6","14,2"
24/10/2011 6.00,"0,5","4,5","7,8",,"38,3","14,2"
24/10/2011 7.00,"0,4","8,2","12,8",,"36,8","14,2"
24/10/2011 8.00,"0,4","17,6","24,6",,"21,8","14,2"
24/10/2011 9.00,"0,4",23,"35,4",,"18,2","14,2"
24/10/2011 10.00,"0,6",15,"23,4",,"46,7","14,2"
24/10/2011 11.00,"0,5","5,1","8,9",,"71,1","14,2"
24/10/2011 12.00,"0,5","4,6","8,6",,"77,7","14,2"
24/10/2011 13.00,"0,5","6,4","10,6",,74,"14,2"
24/10/2011 14.00,"0,5","5,3","9,7",,"73,1","14,2"
24/10/2011 15.00,"0,6",4,"7,9",,"72,6","14,2"
24/10/2011 16.00,"0,4","5,9","9,9",,"70,1","14,2"
24/10/2011 17.00,"0,3","5,4","9,1",,"70,9","14,2"
24/10/2011 18.00,"0,6","8,3",12,,"58,8","14,2"
24/10/2011 19.00,"0,7","9,2","12,9",,"48,8","14,2"
24/10/2011 20.00,"0,6","14,8","18,5",,"27,5","14,2"
24/10/2011 21.00,"0,8",17,"20,2",,18,"14,2"
24/10/2011 22.00,"0,6","10,8","13,9",,"26,3","14,2"
24/10/2011 23.00,"0,8","15,2","18,4",,"16,9","14,2"
25/10/2011 0.00,"0,6","11,6","14,5",,"20,4","14,2"
25/10/2011 1.00,,"6,3","8,9",,"32,3","15,8"
25/10/2011 2.00,"0,6",,,,"31,4","15,8"
25/10/2011 3.00,"0,5","3,1",4,,"35,3","15,8"
25/10/2011 4.00,"0,6","3,3","4,6",,"38,7","15,8"
25/10/2011 5.00,"0,5","2,5","3,9",,,"15,8"
25/10/2011 6.00,"0,5","3,3",5,,55,"15,8"
25/10/2011 7.00,"0,6","5,9","8,4",,"49,9","15,8"
25/10/2011 8.00,"0,8","7,8","11,8",,"47,9","15,8"
25/10/2011 9.00,"0,6","10,3","14,6",,"45,6","15,8"
25/10/2011 10.00,"0,6","4,6","7,9",,"61,9","15,8"
25/10/2011 11.00,"0,5","4,1","7,3",,"65,9","15,8"
25/10/2011 12.00,"0,8","3,3","6,8",,"67,9","15,8"
25/10/2011 13.00,"0,7","3,4","6,6",,"67,3","15,8"
25/10/2011 14.00,"0,7",4,"7,2",,"65,3","15,8"
25/10/2011 15.00,"0,7","3,1","6,1",,"70,4","15,8"
25/10/2011 16.00,"0,8","3,3","6,3",,"72,8","15,8"
25/10/2011 17.00,"0,9","3,3","6,2",,"69,8","15,8"
25/10/2011 18.00,"0,7","8,9","12,6",,"47,9","15,8"
25/10/2011 19.00,"0,6","12,1","15,2",,"37,1","15,8"
25/10/2011 20.00,"0,5","14,8","18,6",,"29,7","15,8"
25/10/2011 21.00,"0,6","17,8","20,6",,"16,8","15,8"
25/10/2011 22.00,"0,9","14,8","17,8",,"21,1","15,8"
25/10/2011 23.00,"0,7","6,3","9,1",,41,"15,8"
26/10/2011 0.00,1,"4,9","7,6",,"42,4","15,8"
26/10/2011 1.00,"0,8","6,6","9,2",,"25,4","23,3"
26/10/2011 2.00,"0,8","5,2","7,5",,"24,2","23,3"
26/10/2011 3.00,"0,7","4,7","7,2",,"26,2","23,3"
26/10/2011 4.00,"0,6","3,9","6,4",,"28,5","23,3"
26/10/2011 5.00,"0,5","5,5","8,3",,"24,3","23,3"
26/10/2011 6.00,,,,,,"23,3"
26/10/2011 7.00,,,,,,"23,3"
26/10/2011 8.00,,,,,,"23,3"
26/10/2011 9.00,,,,,,"23,3"
26/10/2011 10.00,,,,,,"23,3"
26/10/2011 11.00,,,,,,"23,3"
26/10/2011 12.00,,,,,,"23,3"
26/10/2011 13.00,,,,,,"23,3"
26/10/2011 14.00,,,,,,"23,3"
26/10/2011 15.00,,,,,,"23,3"
26/10/2011 16.00,,,,,,"23,3"
26/10/2011 17.00,,,,,,"23,3"
26/10/2011 18.00,,,,,,"23,3"
26/10/2011 19.00,,,,,,"23,3"
26/10/2011 20.00,,,,,,"23,3"
26/10/2011 21.00,,,,,,"23,3"
26/10/2011 22.00,,,,,,"23,3"
26/10/2011 23.00,,,,,,"23,3"
27/10/2011 0.00,,,,,,"23,3"
27/10/2011 1.00,,,,,,27
27/10/2011 2.00,,,,,,27
27/10/2011 3.00,,,,,,27
27/10/2011 4.00,,,,,,27
27/10/2011 5.00,,,,,,27
27/10/2011 6.00,,,,,,27
27/10/2011 7.00,,,,,,27
27/10/2011 8.00,,,,,,27
27/10/2011 9.00,,,,,,27
27/10/2011 10.00,,,,,,27
27/10/2011 11.00,,,,,,27
27/10/2011 12.00,,,,,,27
27/10/2011 13.00,,,,,,27
27/10/2011 14.00,,,,,,27
27/10/2011 15.00,"0,8","3,3","6,9",,"76,1",27
27/10/2011 16.00,"1,1","3,3","6,4",,"73,7",27
27/10/2011 17.00,"1,1","4,3","7,2",,"68,7",27
27/10/2011 18.00,"1,1",7,"9,8",,"53,6",27
27/10/2011 19.00,"1,1","10,2","13,7",,"45,4",27
27/10/2011 20.00,1,"10,1","13,6",,"33,8",27
27/10/2011 21.00,1,"13,7","17,3",,"26,3",27
27/10/2011 22.00,1,"18,1","21,1",,"19,6",27
27/10/2011 23.00,"0,9","14,1","17,1",,"20,8",27
28/10/2011 0.00,1,"15,5","18,6",,"13,6",27
28/10/2011 1.00,"0,8","15,1","18,1",,"11,5","38,2"
28/10/2011 2.00,"0,9","10,3",13,,"9,6","38,2"
28/10/2011 3.00,"0,7","8,9","11,5",,"18,2","38,2"
28/10/2011 4.00,"0,7","7,2","9,9",,"25,7","38,2"
28/10/2011 5.00,"0,8","9,5",13,,"16,1","38,2"
28/10/2011 6.00,"0,9",19,"29,7",,0,"38,2"
28/10/2011 7.00,"0,8","21,5","37,5",,0,"38,2"
28/10/2011 8.00,"1,1","24,9","61,6",,"0,1","38,2"
28/10/2011 9.00,"1,2","28,7","71,2",,"2,1","38,2"
28/10/2011 10.00,"0,9",,"229,6",,"23,8","38,2"
28/10/2011 11.00,,,,,,"38,2"
28/10/2011 12.00,"0,8",,,,67,"38,2"
28/10/2011 13.00,"0,7",,,,"77,4","38,2"
28/10/2011 14.00,1,,,,"84,4","38,2"
28/10/2011 15.00,1,,,,"84,5","38,2"
28/10/2011 16.00,"0,9",,,,"79,4","38,2"
28/10/2011 17.00,"0,9",,,,72,"38,2"
28/10/2011 18.00,1,,,,"47,4","38,2"
28/10/2011 19.00,1,,,,"28,1","38,2"
28/10/2011 20.00,"1,1",,,,"28,1","38,2"
28/10/2011 21.00,"0,9",,,,"25,5","38,2"
28/10/2011 22.00,"0,7",,,,"25,7","38,2"
28/10/2011 23.00,"0,9",,,,"6,6","38,2"
29/10/2011 0.00,"0,8",,,,"11,6","38,2"
29/10/2011 1.00,,,,,"18,6","21,4"
29/10/2011 2.00,"0,5",,,,"20,5","21,4"
29/10/2011 3.00,"0,6",,,,"18,4","21,4"
29/10/2011 4.00,"0,6",,,,40,"21,4"
29/10/2011 5.00,"0,5",,,,,"21,4"
29/10/2011 6.00,"0,4",,,,"35,3","21,4"
29/10/2011 7.00,"0,6",,,,"23,6","21,4"
29/10/2011 8.00,"0,3",,,,"8,7","21,4"
29/10/2011 9.00,"0,4",,,,"15,5","21,4"
29/10/2011 10.00,"0,5",,,,53,"21,4"
29/10/2011 11.00,"0,4",,,,"72,1","21,4"
29/10/2011 12.00,"0,4",,,,"73,9","21,4"
29/10/2011 13.00,"0,4",,,,"78,3","21,4"
29/10/2011 14.00,"0,4",,,,"79,3","21,4"
29/10/2011 15.00,"0,4",,,,"75,3","21,4"
29/10/2011 16.00,"0,4",,,,71,"21,4"
29/10/2011 17.00,"0,2",,,,"71,6","21,4"
29/10/2011 18.00,"0,2",,,,"72,3","21,4"
29/10/2011 19.00,"0,3",,,,"66,5","21,4"
29/10/2011 20.00,"0,2",,,,"56,3","21,4"
29/10/2011 21.00,"0,3",,,,49,"21,4"
29/10/2011 22.00,"0,2",,,,"51,2","21,4"
29/10/2011 23.00,"0,2",,,,"49,7","21,4"
30/10/2011 0.00,"0,3",,,,"41,8","21,4"
30/10/2011 1.00,"0,3",,,,"34,8","19,6"
30/10/2011 2.00,"0,3",,,,"21,5","19,6"
30/10/2011 3.00,"0,2",,,,"16,4","19,6"
30/10/2011 4.00,"0,3",,,,"7,8","19,6"
30/10/2011 5.00,"0,3",,,,18,"19,6"
30/10/2011 6.00,"0,3",,,,"22,7","19,6"
30/10/2011 7.00,"0,2",,,,"12,7","19,6"
30/10/2011 8.00,"0,3",,,,"6,8","19,6"
30/10/2011 9.00,"0,3",,,,"23,1","19,6"
30/10/2011 10.00,"0,3",,,,48,"19,6"
30/10/2011 11.00,"0,3",,,,77,"19,6"
30/10/2011 12.00,"0,3",,,,"90,5","19,6"
30/10/2011 13.00,"0,2",,,,"92,4","19,6"
30/10/2011 14.00,"0,5",,,,"94,1","19,6"
30/10/2011 15.00,"0,5",,,,"94,8","19,6"
30/10/2011 16.00,"0,5",,,,"90,6","19,6"
30/10/2011 17.00,"0,5",,,,92,"19,6"
30/10/2011 18.00,"0,5",,,,"83,6","19,6"
30/10/2011 19.00,"0,4",,,,"63,1","19,6"
30/10/2011 20.00,"0,5",,,,"39,2","19,6"
30/10/2011 21.00,"0,4",,,,24,"19,6"
30/10/2011 22.00,"0,4",,,,"11,5","19,6"
30/10/2011 23.00,"0,5",,,,"13,9","19,6"
31/10/2011 0.00,"0,4",,,,"22,4","19,6"
31/10/2011 1.00,,,,,19,"35,3"
31/10/2011 2.00,"0,6",,,,"8,9","35,3"
31/10/2011 3.00,"0,5","17,3","19,5",,"0,6","35,3"
31/10/2011 4.00,"0,5","13,2","15,4",,"12,8","35,3"
31/10/2011 5.00,"0,6","11,3","14,3",,,"35,3"
31/10/2011 6.00,"0,5","10,6","12,9",,8,"35,3"
31/10/2011 7.00,"0,4","7,5","10,4",,"7,8","35,3"
31/10/2011 8.00,"0,6","11,1","22,9",,"3,7","35,3"
31/10/2011 9.00,"0,6","21,5","48,8",,"8,4","35,3"
31/10/2011 10.00,"0,6","16,6","22,2",,"46,4","35,3"
31/10/2011 11.00,"0,6","7,8","11,1",,"74,7","35,3"
31/10/2011 12.00,"0,6","11,6","15,3",,"72,9","35,3"
31/10/2011 13.00,"1,4","9,9","12,4",,"79,3","35,3"
31/10/2011 14.00,"1,8","8,2","10,3",,"82,9","35,3"
31/10/2011 15.00,"1,7","6,8","8,5",,"89,6","35,3"
31/10/2011 16.00,"1,6","4,4","5,5",,"95,8","35,3"
31/10/2011 17.00,"1,3","5,1","7,1",,"97,5","35,3"
31/10/2011 18.00,"1,1","8,3","10,8",,"88,7","35,3"
31/10/2011 19.00,"0,8","14,1","17,1",,"58,8","35,3"
31/10/2011 20.00,1,"24,4","28,3",,"35,3","35,3"
31/10/2011 21.00,1,"22,9",26,,"26,6","35,3"
31/10/2011 22.00,"0,8","21,7","25,3",,"16,5","35,3"
31/10/2011 23.00,"0,8","23,8","27,2",,"8,3","35,3"
01/11/2011 0.00,"0,6","21,5","25,2",,"3,2","35,3"
01/11/2011 1.00,"0,7",26,"32,4",,"1,6","39,4"
01/11/2011 2.00,"0,7",28,"41,9",,,"39,4"
01/11/2011 3.00,"0,7","25,7","37,9",,,"39,4"
01/11/2011 4.00,"0,6",25,"29,5",,"1,2","39,4"
01/11/2011 5.00,"0,7","17,8","21,2",,"1,6","39,4"
01/11/2011 6.00,"0,5","15,3","18,9",,,"39,4"
01/11/2011 7.00,"0,7","13,9","17,8",,,"39,4"
01/11/2011 8.00,"0,7","12,9","21,6",,"5,1","39,4"
01/11/2011 9.00,"0,7","17,7","26,8",,"16,1","39,4"
01/11/2011 10.00,"0,5","10,3","15,1",,"58,3","39,4"
01/11/2011 11.00,"0,7","6,6","9,9",,"83,9","39,4"
01/11/2011 12.00,"0,6","7,6","10,9",,"90,6","39,4"
01/11/2011 13.00,"0,5",7,"9,4",,"91,3","39,4"
01/11/2011 14.00,"0,7","5,4","7,4",,"99,8","39,4"
01/11/2011 15.00,"0,7",6,"8,2",,"108,5","39,4"
01/11/2011 16.00,"0,9","5,8","8,7",,"110,9","39,4"
01/11/2011 17.00,"0,8","6,8","9,9",,100,"39,4"
01/11/2011 18.00,"0,7","10,2","13,6",,"75,8","39,4"
01/11/2011 19.00,"0,8","12,8","16,5",,65,"39,4"
01/11/2011 20.00,"0,7",13,"15,9",,"42,1","39,4"
01/11/2011 21.00,"0,6",18,"21,5",,"33,1","39,4"
01/11/2011 22.00,"0,6","17,4","20,3",,"23,4","39,4"
01/11/2011 23.00,"0,7","27,6","31,5",,"14,7","39,4"
02/11/2011 0.00,"0,5","36,3","42,6",,"3,1","39,4"
02/11/2011 1.00,,"18,9","31,5",,"5,6","36,5"
02/11/2011 2.00,"0,7",,,,10,"36,5"
02/11/2011 3.00,"0,8","13,3","15,2",,"16,4","36,5"
02/11/2011 4.00,"0,7","10,7","12,7",,20,"36,5"
02/11/2011 5.00,"0,7","11,4","13,5",,,"36,5"
02/11/2011 6.00,"0,7",7,"9,5",,29,"36,5"
02/11/2011 7.00,"0,7","5,9","8,6",,"29,7","36,5"
02/11/2011 8.00,"0,9","10,8","15,4",,"25,3","36,5"
02/11/2011 9.00,"0,9","18,5","26,4",,"31,2","36,5"
02/11/2011 10.00,"0,7","23,3","31,7",,"41,9","36,5"
02/11/2011 11.00,"0,8","8,7","12,3",,"80,5","36,5"
02/11/2011 12.00,"0,8",7,"10,4",,"88,3","36,5"
02/11/2011 13.00,"0,9","4,6","7,4",,"99,6","36,5"
02/11/2011 14.00,"0,8","4,2","6,9",,"98,8","36,5"
02/11/2011 15.00,1,"5,5","8,4",,"97,4","36,5"
02/11/2011 16.00,1,"4,5","7,4",,"99,6","36,5"
02/11/2011 17.00,"1,3","10,6","13,7",,"93,5","36,5"
02/11/2011 18.00,1,15,"18,9",,"67,9","36,5"
02/11/2011 19.00,"1,1","25,7","29,8",,"36,5","36,5"
02/11/2011 20.00,1,"27,5","30,8",,21,"36,5"
02/11/2011 21.00,1,"41,7",57,,"6,6","36,5"
02/11/2011 22.00,"0,8","42,1","53,8",,,"36,5"
02/11/2011 23.00,"0,9","33,4",40,,1,"36,5"
03/11/2011 0.00,"0,7","29,4","33,7",,"1,1","36,5"
03/11/2011 1.00,"1,1","32,3","46,5",,,"48,2"
03/11/2011 2.00,"0,8","28,5","36,5",,"2,1","48,2"
03/11/2011 3.00,"0,9","18,2","21,6",,"2,3","48,2"
03/11/2011 4.00,"0,6","13,6","17,2",,,"48,2"
03/11/2011 5.00,"0,6","10,7","14,5",,,"48,2"
03/11/2011 6.00,"0,8","8,2","11,2",,"2,2","48,2"
03/11/2011 7.00,"0,7","6,8","11,6",,"1,5","48,2"
03/11/2011 8.00,"1,2","13,2",41,,,"48,2"
03/11/2011 9.00,1,"24,7","50,4",,"5,6","48,2"
03/11/2011 10.00,"0,9","23,1","33,1",,"32,6","48,2"
03/11/2011 11.00,"0,8","7,8","10,8",,"69,5","48,2"
03/11/2011 12.00,"0,7",7,"9,1",,"76,9","48,2"
03/11/2011 13.00,1,"6,1","8,1",,"86,6","48,2"
03/11/2011 14.00,"1,3","4,8","6,5",,"89,4","48,2"
03/11/2011 15.00,"0,9","4,4","6,1",,"93,4","48,2"
03/11/2011 16.00,1,"4,6","6,6",,"91,6","48,2"
03/11/2011 17.00,1,"7,5","9,7",,80,"48,2"
03/11/2011 18.00,"1,2","10,4","13,2",,"69,5","48,2"
03/11/2011 19.00,1,"20,6","24,1",,"41,9","48,2"
03/11/2011 20.00,"1,1","34,7","38,9",,"17,6","48,2"
03/11/2011 21.00,1,"42,9","49,2",,"3,7","48,2"
03/11/2011 22.00,"0,9","33,1","37,8",,"6,3","48,2"
03/11/2011 23.00,"0,8","29,5","35,7",,"4,2","48,2"
04/11/2011 0.00,"0,7","29,8","35,9",,"6,5","48,2"
04/11/2011 1.00,,"25,6","29,2",,"9,5","33,6"
04/11/2011 2.00,1,,,,"23,9","33,6"
04/11/2011 3.00,"1,1",8,"9,5",,"28,8","33,6"
04/11/2011 4.00,1,"5,4","7,2",,"33,5","33,6"
04/11/2011 5.00,"1,1","5,4","7,3",,,"33,6"
04/11/2011 6.00,"0,9","9,3","12,2",,"34,9","33,6"
04/11/2011 7.00,"1,2","8,6","10,9",,"30,9","33,6"
04/11/2011 8.00,"1,1","20,1","30,5",,"16,5","33,6"
04/11/2011 9.00,,,,,"20,7","33,6"
04/11/2011 10.00,,,,,"67,2","33,6"
04/11/2011 11.00,"0,9","4,9","6,3",,"90,9","33,6"
04/11/2011 12.00,"0,9","3,4","4,8",,93,"33,6"
04/11/2011 13.00,1,"2,9","4,2",,"93,3","33,6"
04/11/2011 14.00,"1,1","2,8","4,1",,"91,6","33,6"
04/11/2011 15.00,1,"2,8",4,,"89,9","33,6"
04/11/2011 16.00,"1,1","3,1","4,5",,"86,1","33,6"
04/11/2011 17.00,"1,1","4,1","5,7",,"81,4","33,6"
04/11/2011 18.00,"1,1","11,1","13,9",,"64,7","33,6"
04/11/2011 19.00,"1,2","11,1","13,7",,"59,4","33,6"
04/11/2011 20.00,"1,2","15,9","20,3",,"47,3","33,6"
04/11/2011 21.00,"1,1","22,4","147,9",,"52,9","33,6"
04/11/2011 22.00,1,"7,8","10,7",,67,"33,6"
04/11/2011 23.00,"0,9","5,5","8,6",,"78,7","33,6"
05/11/2011 0.00,"1,1","4,4","7,1",,"78,4","33,6"
05/11/2011 1.00,"1,1","4,6","7,3",,"72,7","20,1"
05/11/2011 2.00,"0,7","5,2","7,9",,"56,7","20,1"
05/11/2011 3.00,"0,8",3,"5,4",,"71,4","20,1"
05/11/2011 4.00,"0,8","2,2","4,8",,"78,9","20,1"
05/11/2011 5.00,"0,9","2,4","4,9",,"75,7","20,1"
05/11/2011 6.00,"0,7","2,7","5,4",,"71,4","20,1"
05/11/2011 7.00,"0,8","4,3","7,2",,"65,8","20,1"
05/11/2011 8.00,"0,9","7,2","10,9",,"68,7","20,1"
05/11/2011 9.00,"0,8",10,"15,1",,"69,1","20,1"
05/11/2011 10.00,"0,8","7,7","12,2",,"79,1","20,1"
05/11/2011 11.00,"0,7","3,9","6,9",,"91,7","20,1"
05/11/2011 12.00,"0,9","3,3",6,,"95,1","20,1"
05/11/2011 13.00,"0,9","3,1","5,8",,"94,7","20,1"
05/11/2011 14.00,"0,7","3,1",6,,"93,2","20,1"
05/11/2011 15.00,"0,6","2,9","5,1",,"93,5","20,1"
05/11/2011 16.00,"0,7","2,5","4,7",,"93,8","20,1"
05/11/2011 17.00,"0,4","2,9","5,4",,92,"20,1"
05/11/2011 18.00,"0,7","5,6","8,8",,"83,2","20,1"
05/11/2011 19.00,"0,4","6,2","9,5",,"78,1","20,1"
05/11/2011 20.00,"0,3","5,2","8,3",,"81,3","20,1"
05/11/2011 21.00,"0,3","4,1",7,,"84,6","20,1"
05/11/2011 22.00,"0,4","3,9",7,,85,"20,1"
05/11/2011 23.00,"0,6","3,2","6,5",,"88,3","20,1"
06/11/2011 0.00,"0,4","3,4","6,7",,"86,2","20,1"
06/11/2011 1.00,,"2,7","5,8",,"87,9","23,8"
06/11/2011 2.00,"0,7",,,,"88,9","23,8"
06/11/2011 3.00,"0,6",,,,"90,4","23,8"
06/11/2011 4.00,"0,8",,,,"88,9","23,8"
06/11/2011 5.00,"1,2",,,,,"23,8"
06/11/2011 6.00,"1,3",,,,"86,7","23,8"
06/11/2011 7.00,"1,2",,,,88,"23,8"
06/11/2011 8.00,"1,2",,,,"85,5","23,8"
06/11/2011 9.00,"1,1",,,,"85,1","23,8"
06/11/2011 10.00,"1,2",,,,"84,5","23,8"
06/11/2011 11.00,1,,,,"83,9","23,8"
06/11/2011 12.00,"1,3",,,,"85,9","23,8"
06/11/2011 13.00,"1,3",,,,"84,5","23,8"
06/11/2011 14.00,"1,2",,,,"83,5","23,8"
06/11/2011 15.00,"1,4",,,,"83,1","23,8"
06/11/2011 16.00,"1,2",,,,"85,1","23,8"
06/11/2011 17.00,"1,3",,,,"87,4","23,8"
06/11/2011 18.00,"1,6",,,,"85,3","23,8"
06/11/2011 19.00,"1,2",,,,"84,5","23,8"
06/11/2011 20.00,"1,7",,,,"84,2","23,8"
06/11/2011 21.00,"1,4",,,,"81,7","23,8"
06/11/2011 22.00,"1,3",,,,"74,9","23,8"
06/11/2011 23.00,,,,,"74,3","23,8"
07/11/2011 0.00,"1,5",,,,"72,3","23,8"
07/11/2011 1.00,1,,,,"74,7","32,2"
